"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮爾龐特與我時常意見相左，但是他很聰明，知道激怒虛空假面有多危險。我不是很喜歡克拉錫利姆條約，因為操縱時空很好玩啊，但你知道什麼更好玩嗎？就是不讓自己的時間線被抹去。"
"DCG_VO_tidehunter_permanent_health_03"	"我不怕戰鬥。"
"DCG_VO_tidehunter_permanent_health_04"	"儘管上吧，我都能接招。"
"DCG_VO_tidehunter_permanent_health_05"	"這片戰場屬於我！"
"DCG_VO_tidehunter_cast_spell_01"	"深海的奧秘只許我一人知曉。"
"DCG_VO_tidehunter_cast_spell_02"	"海潮洶湧給我力量。"
"DCG_VO_tidehunter_cast_spell_03"	"讓你見識見識深海的力量……"
"DCG_VO_tidehunter_cast_spell_04"	"沉沒之島有無數秘術……"
"DCG_VO_tidehunter_cast_spell_05"	"麥爾朗恩的僕從會得到許多饋贈……"
"DCG_VO_tidehunter_cast_spell_06"	"你無法擊敗我……"
"DCG_VO_tidehunter_cast_spell_07"	"你還覺得你能贏嗎？"
"DCG_VO_tidehunter_cast_spell_08"	"陸行者……你的日子已經不多了。"
"DCG_VO_tidehunter_cast_spell_09"	"去死吧，陸行者！"
"DCG_VO_tidehunter_cast_spell_10"	"或許這能吸引昆卡的注意……"
"DCG_VO_tidehunter_death_01"	"<i>尖叫</i>"
"DCG_VO_tidehunter_buff_ally_01"	"我帶來了大海的好消息……"
"DCG_VO_tidehunter_buff_ally_02"	"深海充滿神秘之術……"
"DCG_VO_tidehunter_buff_ally_03"	"我們需要互相照應……"
"DCG_VO_tidehunter_buff_ally_04"	"嘿，朋友……"
"DCG_VO_tidehunter_buff_ally_05"	"利維坦酬謝他的盟友……"
"DCG_VO_tidehunter_buff_ally_06"	"麥爾朗恩有許多可以給你的……"
"DCG_VO_tidehunter_buff_ally_07"	"感受麥爾朗恩的力量……"
"DCG_VO_tidehunter_buff_ally_08"	"我賜予你海洋的力量……"
"DCG_VO_tidehunter_buff_ally_09"	"我們會成為勢不可擋的浪潮……"
"DCG_VO_tidehunter_buff_ally_10"	"潮汐獵人值得信賴……"
"DCG_VO_tidehunter_debuff_enemy_01"	"我會折磨你……"
"DCG_VO_tidehunter_debuff_enemy_02"	"你也沒什麼了不起……"
"DCG_VO_tidehunter_debuff_enemy_03"	"你變弱了……"
"DCG_VO_tidehunter_debuff_enemy_04"	"你太弱了。"
"DCG_VO_tidehunter_debuff_enemy_05"	"你怎麼可能對付得了我……"
"DCG_VO_tidehunter_debuff_enemy_06"	"你的力量離你而去……"
"DCG_VO_tidehunter_debuff_enemy_07"	"你永遠戰勝不了我……"
"DCG_VO_tidehunter_debuff_enemy_08"	"愚蠢、愚蠢的陸行者……"
"DCG_VO_tidehunter_debuff_enemy_09"	"你的死期就要到了……"
"DCG_VO_tidehunter_debuff_enemy_10"	"耍你真有意思……"
"DCG_VO_tidehunter_single_target_damage_01"	"我要把你碾碎！"
"DCG_VO_tidehunter_single_target_damage_02"	"我要把你撕成碎片！"
"DCG_VO_tidehunter_single_target_damage_03"	"你會明白什麼是痛苦。"
"DCG_VO_tidehunter_single_target_damage_04"	"我要用你的骨頭剔牙……"
"DCG_VO_tidehunter_single_target_damage_05"	"你會被吃得渣都不剩……"
"DCG_VO_tidehunter_single_target_damage_06"	"把這個留給我……"
"DCG_VO_tidehunter_single_target_damage_07"	"面對我，陸行者……"
"DCG_VO_tidehunter_single_target_damage_08"	"我誰都不怕。"
"DCG_VO_tidehunter_single_target_damage_09"	"把這裡的河水染成紅色……"
"DCG_VO_tidehunter_single_target_damage_10"	"你怎麼可能擊敗我……"
"DCG_VO_tidehunter_multi_damage_small_01"	"哼，毫無價值……"
"DCG_VO_tidehunter_multi_damage_small_02"	"你們該逃命去的。"
"DCG_VO_tidehunter_multi_damage_small_03"	"潮水只會繼續漲……"
"DCG_VO_tidehunter_multi_damage_small_04"	"就應該這樣開始……"
"DCG_VO_tidehunter_multi_damage_small_05"	"你們會一個接一個倒下……"
"DCG_VO_tidehunter_multi_damage_small_06"	"我會將你們全部擊倒……"
"DCG_VO_tidehunter_multi_damage_small_07"	"就憑這點本事也想阻止我？"
"DCG_VO_tidehunter_multi_damage_small_08"	"我還以為會棋逢對手呢……"
"DCG_VO_tidehunter_multi_damage_small_09"	"看看我是怎麼對付昆卡的船員……"
"DCG_VO_tidehunter_multi_damage_small_10"	"這裡就是你的死地……"
"DCG_VO_tidehunter_multi_damage_large_01"	"我要把你們殺得片甲不留！"
"DCG_VO_tidehunter_multi_damage_large_02"	"我要把你們通通淹死！"
"DCG_VO_tidehunter_multi_damage_large_03"	"你們全都會死在這裡！"
"DCG_VO_tidehunter_multi_damage_large_04"	"你們誰都逃不了！"
"DCG_VO_tidehunter_multi_damage_large_05"	"你們的對手是我！"
"DCG_VO_tidehunter_multi_damage_large_06"	"這些陸行者交給我解決……"
"DCG_VO_tidehunter_multi_damage_large_07"	"獻給麥爾朗恩的貢品……"
"DCG_VO_tidehunter_multi_damage_large_08"	"我天下無敵！"
"DCG_VO_tidehunter_multi_damage_large_09"	"我接受你們的挑戰……"
"DCG_VO_tidehunter_multi_damage_large_10"	"你們全都給我死！"
"DCG_VO_tidehunter_pleased_01"	"很好。"
"DCG_VO_tidehunter_pleased_02"	"打仗的好天氣。"
"DCG_VO_tidehunter_pleased_03"	"麥爾朗恩對我們很滿意……"
"DCG_VO_tidehunter_pleased_04"	"一切順利……"
"DCG_VO_tidehunter_pleased_05"	"嗯……陸地意外地令人愉快……"
"DCG_VO_tidehunter_pleased_06"	"一切都不出我所料……"
"DCG_VO_tidehunter_pleased_07"	"這場戰鬥正如我們所願……"
"DCG_VO_tidehunter_pleased_08"	"完美推進……"
"DCG_VO_tidehunter_pleased_09"	"他們無法反擊……"
"DCG_VO_tidehunter_pleased_10"	"完美。"
"DCG_VO_tidehunter_concerned_01"	"這怎麼可能……"
"DCG_VO_tidehunter_concerned_02"	"我做錯了什麼……"
"DCG_VO_tidehunter_concerned_03"	"陸地讓人渾身不自在。"
"DCG_VO_tidehunter_concerned_04"	"我不會讓他們獲勝的……"
"DCG_VO_tidehunter_concerned_05"	"我們的勝算不多……"
"DCG_VO_tidehunter_concerned_06"	"他們是怎麼領先的？"
"DCG_VO_tidehunter_concerned_07"	"我不明白這是怎麼發生的……"
"DCG_VO_tidehunter_concerned_08"	"這下……麻煩了……"
"DCG_VO_tidehunter_concerned_09"	"不能讓他們獲勝……"
"DCG_VO_tidehunter_concerned_10"	"潮汐獵人不會終結於此……"
"DCG_VO_tidehunter_angry_01"	"我會把你囫圇吞了！"
"DCG_VO_tidehunter_angry_02"	"你會後悔來這裡！"
"DCG_VO_tidehunter_angry_03"	"你會後悔的！"
"DCG_VO_tidehunter_angry_04"	"我期待目睹你的死亡……"
"DCG_VO_tidehunter_angry_05"	"我會一根一根碾碎你的骨頭……"
"DCG_VO_tidehunter_angry_06"	"我要把你生吞了！"
"DCG_VO_tidehunter_angry_07"	"我要讓你尖叫……"
"DCG_VO_tidehunter_angry_08"	"你將被血海淹沒……"
"DCG_VO_tidehunter_angry_09"	"我要讓你死得面目全非……"
"DCG_VO_tidehunter_angry_10"	"你支離破碎的軀體將會警示天下……"
"DCG_VO_tidehunter_arrogant_01"	"你覺得你殺得死我？"
"DCG_VO_tidehunter_arrogant_02"	"我代表着大海的威力！"
"DCG_VO_tidehunter_arrogant_03"	"陸行者都不是我的對手……"
"DCG_VO_tidehunter_arrogant_04"	"我會統治陸地，如同我統治海洋……"
"DCG_VO_tidehunter_arrogant_05"	"海洋向我俯首……"
"DCG_VO_tidehunter_arrogant_06"	"我們勝券在握。"
"DCG_VO_tidehunter_arrogant_07"	"我的威力無窮無盡。"
"DCG_VO_tidehunter_arrogant_08"	"我的力量如海潮般洶湧澎湃！"
"DCG_VO_tidehunter_arrogant_09"	"自己跳海吧，省了我殺死你的麻煩……"
"DCG_VO_tidehunter_arrogant_10"	"利維坦逐浪隨行……"
"DCG_VO_tidehunter_enigmatic_01"	"我擁有你無法想像的力量。"
"DCG_VO_tidehunter_enigmatic_02"	"深海會奪走你的命……"
"DCG_VO_tidehunter_enigmatic_03"	"我見過你難以想像的東西……"
"DCG_VO_tidehunter_enigmatic_04"	"你是無法從深海生還……"
"DCG_VO_tidehunter_enigmatic_05"	"黑暗之潮找上你了……"
"DCG_VO_tidehunter_enigmatic_06"	"你該不會以為自己會贏吧？"
"DCG_VO_tidehunter_enigmatic_07"	"來看看你的下場……"
"DCG_VO_tidehunter_enigmatic_08"	"你死期將至……"
"DCG_VO_tidehunter_enigmatic_09"	"你就絕望吧……"
"DCG_VO_tidehunter_enigmatic_10"	"你會尖叫著死去……"
"DCG_VO_tidehunter_death_01"	"<i>Screams</i>"
"DCG_VO_FILENAME"	"台詞"
"DCG_VO_bounty_hunter_intro"	"只要有人能把他女兒活著弄回來，無論是誰晴風領主都願意出個大價錢……這對我來說有點麻煩，因為弄個死人回來可容易多了。不過好吧，顧客就是上帝。看來我得去抓個仙女了。"
"DCG_VO_bounty_hunter_payday"	"我最喜歡在瑞文泰爾做生意。這裡的人不講什麼仁義道德，但他們的條件都開得不錯。每次從黃銅先鋒、晴風領主、或是奎堤亞斯那裡接工作，我就知道肯定不會差。奎堤亞斯……你懂的，幹我們這行的規矩就是不能在工作中交太多朋友，不過……他是個好人。他死了真是可惜。"
"DCG_VO_bounty_hunter_track"	"這些活大部份都不太光彩，但油水不會少。"
"DCG_VO_bounty_hunter_equip_generic_weapon_01"	"該上工啦。"
"DCG_VO_bounty_hunter_equip_generic_weapon_02"	"賺點錢去怎麼樣？"
"DCG_VO_bounty_hunter_equip_generic_weapon_03"	"他們快逃命吧……"
"DCG_VO_bounty_hunter_equip_generic_weapon_04"	"他們逃不掉的。"
"DCG_VO_bounty_hunter_equip_generic_weapon_05"	"他們越早翹辮子，我越早拿錢……"
"DCG_VO_bounty_hunter_equip_generic_armor_01"	"幹這行風險太大……"
"DCG_VO_bounty_hunter_equip_generic_armor_02"	"我可不想找死……"
"DCG_VO_bounty_hunter_equip_generic_armor_03"	"這趟活兒得小心點。"
"DCG_VO_bounty_hunter_equip_generic_armor_04"	"我得準備周全了。"
"DCG_VO_bounty_hunter_equip_generic_armor_05"	"只是以防萬一……"
"DCG_VO_bounty_hunter_equip_generic_accessory_01"	"這個派得上用場。"
"DCG_VO_bounty_hunter_equip_generic_accessory_02"	"這個我用得上。"
"DCG_VO_bounty_hunter_equip_generic_accessory_03"	"多謝啦。"
"DCG_VO_bounty_hunter_equip_generic_accessory_04"	"我知道這東西怎麼用。"
"DCG_VO_bounty_hunter_equip_generic_accessory_05"	"我幹的活用得上這個。"
"DCG_VO_bounty_hunter_kill_rival_01"	"任務完成了。"
"DCG_VO_bounty_hunter_kill_rival_02"	"賞錢以後再花。"
"DCG_VO_bounty_hunter_kill_rival_03"	"謝謝打賞。"
"DCG_VO_bounty_hunter_kill_rival_04"	"發錢的日子最開心。"
"DCG_VO_bounty_hunter_kill_rival_05"	"給錢吧。"
"DCG_VO_bounty_hunter_kill_rival_06"	"沒人能逃脫我的追捕。"
"DCG_VO_bounty_hunter_kill_rival_07"	"我可不是浪得虛名。"
"DCG_VO_bounty_hunter_kill_rival_08"	"都結束了。"
"DCG_VO_bounty_hunter_kill_rival_09"	"只有一條死路可以走……"
"DCG_VO_bounty_hunter_kill_rival_10"	"千萬別惹專業人士……"
"DCG_VO_bounty_hunter_use_include_01"	"緝捕開始了。"
"DCG_VO_bounty_hunter_use_include_02"	"我發現你啦。"
"DCG_VO_bounty_hunter_use_include_03"	"有人想要你的命。"
"DCG_VO_bounty_hunter_unique_01"	"啊呀，米波，你還沒被我殺夠嗎？"
"DCG_VO_bounty_hunter_unique_02"	"這回是誰要送錢給我……"
"DCG_VO_bounty_hunter_unique_03"	"米波、米波、米波……"
"DCG_VO_bounty_hunter_unique_04"	"跟瑞文泰爾的好人們做生意真愉快……"
"DCG_VO_bounty_hunter_unique_05"	"晴風領主總是很大方……"
"DCG_VO_bounty_hunter_unique_06"	"代我向黃銅先鋒問好。"
"DCG_VO_bounty_hunter_unique_07"	"當然了，有人想要你的命……"
"DCG_VO_bounty_hunter_unique_08"	"天哪，米波，你這次又幹了什麼好事？"
"DCG_VO_bounty_hunter_unique_09"	"錢來得真容易。"
"DCG_VO_bounty_hunter_unique_10"	"謝謝你沒讓我一路追到冰川殘骸去。"
"DCG_VO_bounty_hunter_unique_11"	"生意就是生意……"
"DCG_VO_bounty_hunter_unique_12"	"啊，我今天真走運……"
"DCG_VO_bounty_hunter_unique_13"	"真為奎堤亞斯傷心……他出手挺大方的。"
"DCG_VO_bounty_hunter_unique_14"	"時刻準備為瑞文泰爾效力。"
"DCG_VO_bounty_hunter_unique_15"	"石堂城為你的腦袋開了個價錢，瑞克斯。"
"DCG_VO_bounty_hunter_unique_16"	"瑞克斯，你搞革命，有人看不順眼。"
"DCG_VO_bounty_hunter_unique_17"	"你招惹了一些大有來頭的敵人……"
"DCG_VO_bounty_hunter_unique_18"	"你在瑞文泰爾樹敵了……"
"DCG_VO_bounty_hunter_unique_19"	"歐格羅迪的錢一樣好用……"
"DCG_VO_bounty_hunter_unique_20"	"你的戰爭結束了，指揮官……"
"DCG_VO_bounty_hunter_healed_01"	"啊……"
"DCG_VO_bounty_hunter_healed_02"	"謝謝。"
"DCG_VO_bounty_hunter_healed_03"	"回去幹活。"
"DCG_VO_bounty_hunter_healed_04"	"高招。"
"DCG_VO_bounty_hunter_healed_05"	"明智的選擇。"
"DCG_VO_bounty_hunter_taunt_generic_01"	"我們去賺點錢吧。"
"DCG_VO_bounty_hunter_taunt_generic_02"	"該去領賞金了。"
"DCG_VO_bounty_hunter_taunt_generic_03"	"我們要拿下那座塔！"
"DCG_VO_bounty_hunter_taunt_generic_04"	"我們會贏的！"
"DCG_VO_bounty_hunter_taunt_generic_05"	"拆得乾乾淨淨！"
"DCG_VO_bounty_hunter_taunt_generic_06"	"我們又不是臨時工。快去殺幾個人吧。"
"DCG_VO_bounty_hunter_taunt_generic_07"	"你阻止不了我。"
"DCG_VO_bounty_hunter_taunt_generic_08"	"小子，注意了啊……"
"DCG_VO_bounty_hunter_taunt_generic_09"	"你不認為我們能贏是吧？"
"DCG_VO_bounty_hunter_taunt_generic_10"	"讓我看看，都有誰在啊……"
"DCG_VO_bounty_hunter_potential_kill_01"	"我捉到你了……"
"DCG_VO_bounty_hunter_potential_kill_02"	"你走投無路了。"
"DCG_VO_bounty_hunter_potential_kill_03"	"你逃不掉的……"
"DCG_VO_bounty_hunter_potential_kill_04"	"我要發財了……"
"DCG_VO_bounty_hunter_potential_kill_05"	"我喜歡這工作。"
"DCG_VO_bounty_hunter_potential_save_01"	"休想。"
"DCG_VO_bounty_hunter_potential_save_02"	"不可能的。"
"DCG_VO_bounty_hunter_potential_save_03"	"我要是這麼蠢，早死翹翹了……"
"DCG_VO_bounty_hunter_potential_save_04"	"我快你一步。"
"DCG_VO_bounty_hunter_potential_save_05"	"你以為我不會提前準備嗎？"
"DCG_VO_bounty_hunter_permanent_armor_01"	"幹這行越來越危險了……"
"DCG_VO_bounty_hunter_permanent_armor_02"	"我可不想因公殉職……"
"DCG_VO_bounty_hunter_permanent_armor_03"	"要是死了我就白幹了。"
"DCG_VO_bounty_hunter_permanent_armor_04"	"他們不會扔下我不管的……"
"DCG_VO_bounty_hunter_permanent_armor_05"	"我可不想找死。"
"DCG_VO_bounty_hunter_permanent_attack_01"	"該去打獵啦。"
"DCG_VO_bounty_hunter_permanent_attack_02"	"準備開始領賞金吧……"
"DCG_VO_bounty_hunter_permanent_attack_03"	"我總能找到目標。"
"DCG_VO_bounty_hunter_permanent_attack_04"	"我要做好準備……"
"DCG_VO_bounty_hunter_permanent_attack_05"	"得準備好了。"
"DCG_VO_bounty_hunter_permanent_health_01"	"出來混不容易……"
"DCG_VO_bounty_hunter_permanent_health_02"	"得把自己先照顧好了……"
"DCG_VO_bounty_hunter_permanent_health_03"	"安全第一。"
"DCG_VO_bounty_hunter_permanent_health_04"	"很多人想要我的命……"
"DCG_VO_bounty_hunter_permanent_health_05"	"幹我們這行，就別想交朋友了……"
"DCG_VO_bounty_hunter_cast_spell_01"	"你要是殺的巫師夠多，多少都會學到點東西……"
"DCG_VO_bounty_hunter_cast_spell_02"	"別擔心，我有門路……"
"DCG_VO_bounty_hunter_cast_spell_03"	"我得有個選擇餘地……"
"DCG_VO_bounty_hunter_cast_spell_04"	"我要去找幾個哥們……"
"DCG_VO_bounty_hunter_cast_spell_05"	"看看他們有沒有料到這個……"
"DCG_VO_bounty_hunter_cast_spell_06"	"必須放手一搏了……"
"DCG_VO_bounty_hunter_cast_spell_07"	"我本來想把這招留著的……"
"DCG_VO_bounty_hunter_cast_spell_08"	"我需要些幫手……"
"DCG_VO_bounty_hunter_cast_spell_09"	"有人欠我人情……"
"DCG_VO_bounty_hunter_cast_spell_10"	"交給我吧。"
"DCG_VO_bounty_hunter_buff_ally_01"	"給你。"
"DCG_VO_bounty_hunter_buff_ally_02"	"我們一起幹。"
"DCG_VO_bounty_hunter_buff_ally_03"	"你幫我，我也幫你。"
"DCG_VO_bounty_hunter_buff_ally_04"	"我們同心協力。"
"DCG_VO_bounty_hunter_buff_ally_05"	"一起幹掉這些混蛋……"
"DCG_VO_bounty_hunter_buff_ally_06"	"有我罩你。"
"DCG_VO_bounty_hunter_buff_ally_07"	"我們需要互相照顧……"
"DCG_VO_bounty_hunter_buff_ally_08"	"我們要是死了，就不能互相幫助了……"
"DCG_VO_bounty_hunter_buff_ally_09"	"你說不定會用得上……"
"DCG_VO_bounty_hunter_buff_ally_10"	"你準備好了嗎？"
"DCG_VO_bounty_hunter_debuff_enemy_01"	"工作變得輕鬆多了……"
"DCG_VO_bounty_hunter_debuff_enemy_02"	"你不會以為你擋得住我吧？"
"DCG_VO_bounty_hunter_debuff_enemy_03"	"這筆賞金要歸我啦。"
"DCG_VO_bounty_hunter_debuff_enemy_04"	"放棄吧。"
"DCG_VO_bounty_hunter_debuff_enemy_05"	"投降吧，我們都能省點時間。"
"DCG_VO_bounty_hunter_debuff_enemy_06"	"瞧你那副慘樣。"
"DCG_VO_bounty_hunter_debuff_enemy_07"	"你堅持不了多久的。"
"DCG_VO_bounty_hunter_debuff_enemy_08"	"我要花點時間把這幹得漂漂亮亮的……"
"DCG_VO_bounty_hunter_debuff_enemy_09"	"你已經是苟延殘喘了。"
"DCG_VO_bounty_hunter_debuff_enemy_10"	"你沒地方逃了！"
"DCG_VO_bounty_hunter_single_target_damage_01"	"這裡交給我。"
"DCG_VO_bounty_hunter_single_target_damage_02"	"我會把這麻煩搞定……"
"DCG_VO_bounty_hunter_single_target_damage_03"	"再也不會有麻煩了。"
"DCG_VO_bounty_hunter_single_target_damage_04"	"他們連屍體都找不到。"
"DCG_VO_bounty_hunter_single_target_damage_05"	"我來收拾這個傢伙。"
"DCG_VO_bounty_hunter_single_target_damage_06"	"來看看行家的手段。"
"DCG_VO_bounty_hunter_single_target_damage_07"	"你挑錯人了，哥們兒。"
"DCG_VO_bounty_hunter_single_target_damage_08"	"別擋我的路！"
"DCG_VO_bounty_hunter_single_target_damage_09"	"這是你自找的。"
"DCG_VO_bounty_hunter_single_target_damage_10"	"你先動手的，別怪我不客氣。"
"DCG_VO_bounty_hunter_multi_damage_small_01"	"你們都死定了！"
"DCG_VO_bounty_hunter_multi_damage_small_02"	"我會幹掉他們。"
"DCG_VO_bounty_hunter_multi_damage_small_03"	"不需要太久……"
"DCG_VO_bounty_hunter_multi_damage_small_04"	"我來收拾這幫無名小卒。"
"DCG_VO_bounty_hunter_multi_damage_small_05"	"輪到我出手了。"
"DCG_VO_bounty_hunter_multi_damage_small_06"	"我為你們準備了一些驚喜……"
"DCG_VO_bounty_hunter_multi_damage_small_07"	"你們根本不是對手。"
"DCG_VO_bounty_hunter_multi_damage_small_08"	"今天你們要倒大楣了……"
"DCG_VO_bounty_hunter_multi_damage_small_09"	"你們惹上麻煩了……"
"DCG_VO_bounty_hunter_multi_damage_small_10"	"你們本該乖乖留在家裡的……"
"DCG_VO_bounty_hunter_multi_damage_large_01"	"待在這不是個明智之舉。"
"DCG_VO_bounty_hunter_multi_damage_large_02"	"你們死定了。"
"DCG_VO_bounty_hunter_multi_damage_large_03"	"沒人能活著離開！"
"DCG_VO_bounty_hunter_multi_damage_large_04"	"擋我者，死！"
"DCG_VO_bounty_hunter_multi_damage_large_05"	"該結束了！"
"DCG_VO_bounty_hunter_multi_damage_large_06"	"我不想跟你廢話了。"
"DCG_VO_bounty_hunter_multi_damage_large_07"	"已經結束了！"
"DCG_VO_bounty_hunter_multi_damage_large_08"	"你們的死期到了！"
"DCG_VO_bounty_hunter_multi_damage_large_09"	"別想活著離開！"
"DCG_VO_bounty_hunter_multi_damage_large_10"	"少擋路！"
"DCG_VO_bounty_hunter_pleased_01"	"很好。"
"DCG_VO_bounty_hunter_pleased_02"	"令人滿意……"
"DCG_VO_bounty_hunter_pleased_03"	"情況有起色。"
"DCG_VO_bounty_hunter_pleased_04"	"見效了。"
"DCG_VO_bounty_hunter_pleased_05"	"我有個不錯的預感。"
"DCG_VO_bounty_hunter_pleased_06"	"一切非常順利……"
"DCG_VO_bounty_hunter_pleased_07"	"今天活可真順……"
"DCG_VO_bounty_hunter_pleased_08"	"簡直像中了大獎……"
