"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Я во многом не согласна с Пьерпонтом, но он весьма прозорливо решил, что злить Безликого опасно. Класзуремское соглашение меня совсем не радует, ведь хрономантия — вещь хорошая. Но знаете, что ещё хорошо? Когда время в твоём мире никто не уничтожил."
"DCG_VO_tinker_single_target_damage_06"	"У меня есть запасной план на все случаи..."
"DCG_VO_tinker_single_target_damage_07"	"Прощай."
"DCG_VO_tinker_single_target_damage_08"	"До скорого."
"DCG_VO_tinker_single_target_damage_09"	"Ты у меня на мушке..."
"DCG_VO_tinker_single_target_damage_10"	"Это для тебя добром не кончится."
"DCG_VO_tinker_multi_damage_small_01"	"Мелкая неприятность, только и всего..."
"DCG_VO_tinker_multi_damage_small_02"	"Бум."
"DCG_VO_tinker_multi_damage_small_03"	"От меня не спрятаться."
"DCG_VO_tinker_multi_damage_small_04"	"Я могу убить, кого мне вздумается."
"DCG_VO_tinker_multi_damage_small_05"	"Смотри-ка..."
"DCG_VO_tinker_multi_damage_small_06"	"Ого, как вас много... Я впечатлён..."
"DCG_VO_tinker_multi_damage_small_07"	"У меня для каждого есть сюрприз..."
"DCG_VO_tinker_multi_damage_small_08"	"Ха-ха-ха!"
"DCG_VO_tinker_multi_damage_small_09"	"Мне всё равно, сколько у тебя дружков!"
"DCG_VO_tinker_multi_damage_small_10"	"Умри-умри-умри-умри!"
"DCG_VO_tinker_multi_damage_large_01"	"ВСЕХ УБЬЮ!"
"DCG_VO_tinker_multi_damage_large_02"	"Пощады не будет!"
"DCG_VO_tinker_multi_damage_large_03"	"Пойдёте со мной!"
"DCG_VO_tinker_multi_damage_large_04"	"Заберу тебя с собой!"
"DCG_VO_tinker_multi_damage_large_05"	"Наука требует жертв..."
"DCG_VO_tinker_multi_damage_large_06"	"Я всё продумал!"
"DCG_VO_tinker_multi_damage_large_07"	"Смотрите, я великолепен!"
"DCG_VO_tinker_multi_damage_large_08"	"Не бойтесь, вы все умрёте!"
"DCG_VO_tinker_multi_damage_large_09"	"Сейчас мы пустим в ход тяжёлую артиллерию..."
"DCG_VO_tinker_multi_damage_large_10"	"Хватит детских игрушек..."
"DCG_VO_tinker_pleased_01"	"Хм."
"DCG_VO_tinker_pleased_02"	"Восхитительно."
"DCG_VO_tinker_pleased_03"	"Хорошо."
"DCG_VO_tinker_pleased_04"	"Идеально."
"DCG_VO_tinker_pleased_05"	"Мне нравится."
"DCG_VO_tinker_pleased_06"	"Всё путём."
"DCG_VO_tinker_pleased_07"	"Как я и планировал."
"DCG_VO_tinker_pleased_08"	"Сойдёт."
"DCG_VO_tinker_pleased_09"	"Затраты в пределах допустимого."
"DCG_VO_tinker_pleased_10"	"Оно того стоит."
"DCG_VO_tinker_concerned_01"	"Хм-м-м."
"DCG_VO_tinker_concerned_02"	"Я даже не знаю."
"DCG_VO_tinker_concerned_03"	"Сложнее, чем предполагал..."
"DCG_VO_tinker_concerned_04"	"Что-то мне не нравится..."
"DCG_VO_tinker_concerned_05"	"По-моему, мне конец..."
"DCG_VO_tinker_concerned_06"	"Шансы на выживание... низкие..."
"DCG_VO_tinker_concerned_07"	"Как я в это вообще ввязался?.."
"DCG_VO_tinker_concerned_08"	"Где же я просчитался..."
"DCG_VO_tinker_concerned_09"	"Надо придумать, как выкрутиться..."
"DCG_VO_tinker_concerned_10"	"Решение есть... Надо только его найти..."
"DCG_VO_tinker_angry_01"	"Проклятье!"
"DCG_VO_tinker_angry_02"	"Как ты смеешь!"
"DCG_VO_tinker_angry_03"	"Угрожаешь моим исследованиям?!"
"DCG_VO_tinker_angry_04"	"Думаешь, ты лучше меня?"
"DCG_VO_tinker_angry_05"	"И это, по-твоему, робот?"
"DCG_VO_tinker_angry_06"	"От меня не уйти!"
"DCG_VO_tinker_angry_07"	"От меня не спрятаться!"
"DCG_VO_tinker_angry_08"	"Ты увидишь мой гений!"
"DCG_VO_tinker_angry_09"	"Ты дорого заплатишь!"
"DCG_VO_tinker_angry_10"	"Игры кончились..."
"DCG_VO_tinker_arrogant_01"	"Болваны! Вам меня не остановить!"
"DCG_VO_tinker_arrogant_02"	"Я величайший смышлёнец поколения!"
"DCG_VO_tinker_arrogant_03"	"Наш народ никому не перехитрить..."
"DCG_VO_tinker_arrogant_04"	"Поздравляю! Теперь у меня есть всё, что нужно для твоего уничтожения..."
"DCG_VO_tinker_arrogant_05"	"Теперь ты в моей ловушке..."
"DCG_VO_tinker_arrogant_06"	"Убью тебя твоим же оружием..."
"DCG_VO_tinker_arrogant_07"	"Перехитрить меня вздумали?"
"DCG_VO_tinker_arrogant_08"	"Если в чём-то смышлёнцы и смыслят, так это в военном деле."
"DCG_VO_tinker_arrogant_09"	"Я уничтожу любую башню."
"DCG_VO_tinker_arrogant_10"	"Мне не нужна помощь. Просто приятно, когда друзья чувствуют себя полезными..."
"DCG_VO_tinker_enigmatic_01"	"Вернёмся к работе..."
"DCG_VO_tinker_enigmatic_02"	"Так много ещё нужно сделать..."
"DCG_VO_tinker_enigmatic_03"	"Ещё одно изобретение смышлёнцев."
"DCG_VO_tinker_enigmatic_04"	"Что нам нужно, так это пушка побольше..."
"DCG_VO_tinker_enigmatic_05"	"Есть как раз то, что нужно..."
"DCG_VO_tinker_enigmatic_06"	"О, это им не понравится..."
"DCG_VO_tinker_enigmatic_07"	"Я вам не по зубам."
"DCG_VO_tinker_enigmatic_08"	"Этот бой тебе не по силам."
"DCG_VO_tinker_enigmatic_09"	"Поле битвы у меня под контролем."
"DCG_VO_tinker_enigmatic_10"	"Отчаянные времена требуют отчаянных мер."
"DCG_VO_tinker_death_01"	"<i>(кричит)</i>"
"DCG_VO_tidehunter_intro"	"Моря полностью в моей власти... Совсем скоро я стану владыкой и на суше."
"DCG_VO_tidehunter_kraken_shell_intro"	"Никакой это не рюкзак."
"DCG_VO_tidehunter_clear_the_deck_intro"	"Пусть Кункка прячется на своём корыте сколько захочет... Всё равно не спасётся."
"DCG_VO_tidehunter_use_ability_01"	"Сокрушу!"
"DCG_VO_tidehunter_use_ability_02"	"Никуда ты не пойдёшь..."
"DCG_VO_tidehunter_use_ability_03"	"Я твой повелитель!"
"DCG_VO_tidehunter_use_ability_04"	"Ха-ха-ха!"
"DCG_VO_tidehunter_use_ability_05"	"<i>(рычит)</i>"
"DCG_VO_tidehunter_equip_generic_weapon_01"	"Это мне пригодится."
"DCG_VO_tidehunter_equip_generic_weapon_02"	"Сгодится, чтобы проткнуть Кункку!"
"DCG_VO_tidehunter_equip_generic_weapon_03"	"Скоро мои враги пойдут ко дну."
"DCG_VO_tidehunter_equip_generic_weapon_04"	"Обитателей суши ждёт смерть."
"DCG_VO_tidehunter_equip_generic_weapon_05"	"Я покажу вам, кого нужно бояться."
"DCG_VO_tidehunter_equip_generic_armor_01"	"Я неуязвим!"
"DCG_VO_tidehunter_equip_generic_armor_02"	"Я вынесу любой шторм."
"DCG_VO_tidehunter_equip_generic_armor_03"	"Не ожидал, что будет впору."
"DCG_VO_tidehunter_equip_generic_armor_04"	"Это меня устроит."
"DCG_VO_tidehunter_equip_generic_armor_05"	"Кто теперь сможет навредить мне?"
"DCG_VO_tidehunter_equip_generic_accessory_01"	"Вот это цацка."
"DCG_VO_tidehunter_equip_generic_accessory_02"	"Я умею этим пользоваться."
"DCG_VO_tidehunter_equip_generic_accessory_03"	"Это поможет мне выстоять в бою."
"DCG_VO_tidehunter_equip_generic_accessory_04"	"Ещё одно сокровище из глубин."
"DCG_VO_tidehunter_equip_generic_accessory_05"	"А, людские безделушки..."
"DCG_VO_tidehunter_kill_rival_01"	"Умри!"
"DCG_VO_tidehunter_kill_rival_02"	"Корм для рыб..."
"DCG_VO_tidehunter_kill_rival_03"	"Глупо было драться со мной."
"DCG_VO_tidehunter_kill_rival_04"	"Я повелитель морей!"
"DCG_VO_tidehunter_kill_rival_05"	"Думаешь, тебе по силам тягаться с воином Затонувших островов?"
"DCG_VO_tidehunter_kill_rival_06"	"Никто не встанет у меня на пути."
"DCG_VO_tidehunter_kill_rival_07"	"Жалкое зрелище."
"DCG_VO_tidehunter_kill_rival_08"	"Слишком просто."
"DCG_VO_tidehunter_kill_rival_09"	"Ты меня не остановишь."
"DCG_VO_tidehunter_kill_rival_10"	"Меня не остановить!"
"DCG_VO_tidehunter_use_include_01"	"Меня охраняют глубины."
"DCG_VO_tidehunter_use_include_02"	"Сокровище из глубин."
"DCG_VO_tidehunter_use_include_03"	"Дар из глубин."
"DCG_VO_tidehunter_unique_01"	"Всех сокрушу!.. Если пожелаю."
"DCG_VO_tidehunter_unique_02"	"Скоро я вас всех сокрушу."
"DCG_VO_tidehunter_unique_03"	"Ты ещё не в пучине, потому что я так решил."
"DCG_VO_tidehunter_unique_04"	"Сделаю всё сам."
"DCG_VO_tidehunter_unique_05"	"Помощь мне не нужна."
"DCG_VO_tidehunter_unique_06"	"Морской тиран бьётся в одиночку... как и всегда."
"DCG_VO_tidehunter_unique_07"	"Убийца... Твой долгий путь закончится смертью."
"DCG_VO_tidehunter_unique_08"	"Давно хотел попробовать на вкус Сестёр Вуали."
"DCG_VO_tidehunter_unique_09"	"Я не стану твоим трофеем."
"DCG_VO_tidehunter_unique_10"	"Прости, Гондар... Эту награду ты точно не получишь."
"DCG_VO_tidehunter_unique_11"	"А ты милая, Чаровница... Тебя я не съем."
"DCG_VO_tidehunter_unique_12"	"Вместе мы всё уничтожим..."
"DCG_VO_tidehunter_unique_13"	"Акс, вместе мы непобедимы."
"DCG_VO_tidehunter_unique_14"	"Я вскрою твою железяку!"
"DCG_VO_tidehunter_unique_16"	"Твой бог — ничто перед Мэльроном!"
"DCG_VO_tidehunter_unique_17"	"Всё кончено, просто пока вы этого не знаете."
"DCG_VO_tidehunter_unique_18"	"ДА-А-А-А-А!"
"DCG_VO_tidehunter_unique_19"	"Мы обрушимся на тебя волной!"
"DCG_VO_tidehunter_unique_20"	"Иду куда хочу."
"DCG_VO_tidehunter_healed_01"	"Ах..."
"DCG_VO_tidehunter_healed_02"	"Спасибо."
"DCG_VO_tidehunter_healed_03"	"Благодарю."
"DCG_VO_tidehunter_healed_04"	"Я этого не забуду."
"DCG_VO_tidehunter_healed_05"	"Мудрый шаг."
"DCG_VO_tidehunter_taunt_generic_01"	"Трепещите!"
"DCG_VO_tidehunter_taunt_generic_02"	"Конец уже близок!"
"DCG_VO_tidehunter_taunt_generic_03"	"Ваше время пришло!"
"DCG_VO_tidehunter_taunt_generic_04"	"Победа моя и ничья больше!"
"DCG_VO_tidehunter_taunt_generic_05"	"Уничтожим Древнего!"
