"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Io e Pierpont non siamo d'accordo su molte cose, ma è stato saggio ad ammettere quanto sia pericoloso scatenare l'ira del Vuoto senza Volto. Il Trattato di Claszureme non mi fa impazzire, la cronomanzia era molto divertente, ma sai che cos'altro c'è di divertente? Non vedere cancellata la propria linea temporale."
"DCG_VO_bounty_hunter_buff_ally_09"	"You might need this..."
"DCG_VO_bounty_hunter_buff_ally_10"	"You ready for this?"
"DCG_VO_bounty_hunter_debuff_enemy_01"	"My job just got a lot easier..."
"DCG_VO_bounty_hunter_debuff_enemy_02"	"You don't think you can stop me, right?"
"DCG_VO_bounty_hunter_debuff_enemy_03"	"I'm collecting that bounty,"
"DCG_VO_bounty_hunter_debuff_enemy_04"	"Just give up."
"DCG_VO_bounty_hunter_debuff_enemy_05"	"Surrender and save us all some time."
"DCG_VO_bounty_hunter_debuff_enemy_06"	"You look pathetic."
"DCG_VO_bounty_hunter_debuff_enemy_07"	"You won't last much longer."
"DCG_VO_bounty_hunter_debuff_enemy_08"	"I'm gonna take my time and do this right..."
"DCG_VO_bounty_hunter_debuff_enemy_09"	"You're on borrowed time."
"DCG_VO_bounty_hunter_debuff_enemy_10"	"You got no where to run!"
"DCG_VO_bounty_hunter_single_target_damage_01"	"I'll take care of this."
"DCG_VO_bounty_hunter_single_target_damage_02"	"I can make the problem go away..."
"DCG_VO_bounty_hunter_single_target_damage_03"	"It won't be a problem."
"DCG_VO_bounty_hunter_single_target_damage_04"	"They won't find the body."
"DCG_VO_bounty_hunter_single_target_damage_05"	"I'll deal with this one."
"DCG_VO_bounty_hunter_single_target_damage_06"	"Watch a professional work."
"DCG_VO_bounty_hunter_single_target_damage_07"	"You picked the wrong fight, friend."
"DCG_VO_bounty_hunter_single_target_damage_08"	"Get out of my way!"
"DCG_VO_bounty_hunter_single_target_damage_09"	"You asked for this."
"DCG_VO_bounty_hunter_single_target_damage_10"	"I'm just finishing what you started."
"DCG_VO_bounty_hunter_multi_damage_small_01"	"You're all dead!"
"DCG_VO_bounty_hunter_multi_damage_small_02"	"I'll take 'em out."
"DCG_VO_bounty_hunter_multi_damage_small_03"	"This'll be quick..."
"DCG_VO_bounty_hunter_multi_damage_small_04"	"I'll deal with these runts."
"DCG_VO_bounty_hunter_multi_damage_small_05"	"My turn."
"DCG_VO_bounty_hunter_multi_damage_small_06"	"I got a little surprise for you..."
"DCG_VO_bounty_hunter_multi_damage_small_07"	"You guys are just outmatched."
"DCG_VO_bounty_hunter_multi_damage_small_08"	"This just isn't your lucky day..."
"DCG_VO_bounty_hunter_multi_damage_small_09"	"You guys gotta problem..."
"DCG_VO_bounty_hunter_multi_damage_small_10"	"You shoulda stayed home..."
"DCG_VO_bounty_hunter_multi_damage_large_01"	"Sticking around was a bad decision."
"DCG_VO_bounty_hunter_multi_damage_large_02"	"You're dead."
"DCG_VO_bounty_hunter_multi_damage_large_03"	"No one's walking away from here!"
"DCG_VO_bounty_hunter_multi_damage_large_04"	"You get in my way, you die!"
"DCG_VO_bounty_hunter_multi_damage_large_05"	"This ends now!"
"DCG_VO_bounty_hunter_multi_damage_large_06"	"I'm done playing with you."
"DCG_VO_bounty_hunter_multi_damage_large_07"	"It's all over!"
"DCG_VO_bounty_hunter_multi_damage_large_08"	"Time to die!"
"DCG_VO_bounty_hunter_multi_damage_large_09"	"You're not leaving this place alive!"
"DCG_VO_bounty_hunter_multi_damage_large_10"	"Stay outta my way!"
"DCG_VO_bounty_hunter_pleased_01"	"Good."
"DCG_VO_bounty_hunter_pleased_02"	"Alright.."
"DCG_VO_bounty_hunter_pleased_03"	"Things are lookin' up."
"DCG_VO_bounty_hunter_pleased_04"	"This is working out."
"DCG_VO_bounty_hunter_pleased_05"	"I'm feeling good about this."
"DCG_VO_bounty_hunter_pleased_06"	"Things are going smoothly..."
"DCG_VO_bounty_hunter_pleased_07"	"It's been a good day on the job..."
"DCG_VO_bounty_hunter_pleased_08"	"It's practically gift wrapped..."
"DCG_VO_bounty_hunter_pleased_09"	"I couldn't have planned this any better..."
"DCG_VO_bounty_hunter_pleased_10"	"Doors open."
"DCG_VO_bounty_hunter_concerned_01"	"This is bad..."
"DCG_VO_bounty_hunter_concerned_02"	"Nononono"
"DCG_VO_bounty_hunter_concerned_03"	"How did this happen."
"DCG_VO_bounty_hunter_concerned_04"	"This job just got harder..."
"DCG_VO_bounty_hunter_concerned_05"	"Why can't I catch a break..."
"DCG_VO_bounty_hunter_concerned_06"	"Why did I take this job..."
"DCG_VO_bounty_hunter_concerned_07"	"I knew this was a mistake..."
"DCG_VO_bounty_hunter_concerned_08"	"I got too cocky..."
"DCG_VO_bounty_hunter_concerned_09"	"I lost focus..."
"DCG_VO_bounty_hunter_concerned_10"	"I need to stay calm..."
"DCG_VO_bounty_hunter_angry_01"	"I'm done playing games."
"DCG_VO_bounty_hunter_angry_02"	"No more running!"
"DCG_VO_bounty_hunter_angry_03"	"I'm putting you in the dirt"
"DCG_VO_bounty_hunter_angry_04"	"I'm takin' you out!"
"DCG_VO_bounty_hunter_angry_05"	"You brought this on yourself...."
"DCG_VO_bounty_hunter_angry_06"	"We could have done it the easy way..."
"DCG_VO_bounty_hunter_angry_07"	"You wanna make this difficult? Fine!"
"DCG_VO_bounty_hunter_angry_08"	"I was gonna let you die with some dignity..."
"DCG_VO_bounty_hunter_angry_09"	"That was a big mistake..."
"DCG_VO_bounty_hunter_angry_10"	"I'm gonna make you pay..."
"DCG_VO_bounty_hunter_arrogant_01"	"I always finish a job."
"DCG_VO_bounty_hunter_arrogant_02"	"There's no job I can't finish."
"DCG_VO_bounty_hunter_arrogant_03"	"I'll take any bounty for the right price..."
"DCG_VO_bounty_hunter_arrogant_04"	"I'm the best."
"DCG_VO_bounty_hunter_arrogant_05"	"Too easy."
"DCG_VO_bounty_hunter_arrogant_06"	"What did you expect to happen..."
"DCG_VO_bounty_hunter_arrogant_07"	"Of course we're winning..."
"DCG_VO_bounty_hunter_arrogant_08"	"You're just outclassed."
"DCG_VO_bounty_hunter_arrogant_09"	"There was no way you were going to survive."
"DCG_VO_bounty_hunter_arrogant_10"	"Try and keep up."
"DCG_VO_bounty_hunter_enigmatic_01"	"I've seen things you would not believe..."
"DCG_VO_bounty_hunter_enigmatic_02"	"Nothing's impossible..."
"DCG_VO_bounty_hunter_enigmatic_03"	"With enough planning you can do anything..."
"DCG_VO_bounty_hunter_enigmatic_04"	"Let's hope this works..."
"DCG_VO_bounty_hunter_enigmatic_05"	"It's a long shot."
"DCG_VO_bounty_hunter_enigmatic_06"	"We only got one chance..."
"DCG_VO_bounty_hunter_enigmatic_07"	"I'm not letting you get away..."
"DCG_VO_bounty_hunter_enigmatic_08"	"Farò tutto il necessario..."
"DCG_VO_bounty_hunter_enigmatic_09"	"End of the line."
"DCG_VO_bounty_hunter_enigmatic_10"	"Ahahahah."
"DCG_VO_timbersaw_intro"	"I know they think I'm crazy... and that's ok... they didn't see what I saw... see what the trees did. 'Ohh it nature, look at the beauty of the forest.' Lies. That's not a tranquil jungle... that's a sleeping army. And unless we are prepared when that forest starts to march it will be the end of everybody."
"DCG_VO_timbersaw_raze"	"Sometimes I think Sniper doesn't really want to be my friend, he just wants me on his side so I won't destroy everything he loves."
"DCG_VO_timbersaw_smash_their_defenses"	"Everyone likes to think they build things that last, but if you give the Keen enough time, we'll figure out how to destroy anything."
"DCG_VO_timbersaw_whirling_death"	"I was nervous about following the Society of Likeminded Keenfolk to Roseleaf... Sniper had a lot of rules. Rules like 'we can't stop to cut down every tree'. But when he saw the Treants marching towards us, he quickly made an exception."
"DCG_VO_timbersaw_equip_generic_weapon_01"	"I can always make some improvements..."
"DCG_VO_timbersaw_equip_generic_weapon_02"	"The saw suit needed this..."
"DCG_VO_timbersaw_equip_generic_weapon_03"	"A weapon, good...good..."
"DCG_VO_timbersaw_equip_generic_weapon_04"	"Yes...this is what I needed."
"DCG_VO_timbersaw_equip_generic_weapon_05"	"When the trees come, I'll be ready."
"DCG_VO_timbersaw_equip_generic_armor_01"	"Let's see them hurt me now!"
"DCG_VO_timbersaw_equip_generic_armor_02"	"My suit is impregnable!"
"DCG_VO_timbersaw_equip_generic_armor_03"	"È ora di combattere..."
"DCG_VO_timbersaw_equip_generic_armor_04"	"I'm ready for the front lines..."
"DCG_VO_timbersaw_equip_generic_armor_05"	"Just give me someone to cut..."
"DCG_VO_timbersaw_equip_generic_accessory_01"	"This will be useful..."
"DCG_VO_timbersaw_equip_generic_accessory_02"	"Interesting..."
"DCG_VO_timbersaw_equip_generic_accessory_03"	"I'm looking forward to using this..."
"DCG_VO_timbersaw_equip_generic_accessory_04"	"This will work nicely."
"DCG_VO_timbersaw_equip_generic_accessory_05"	"Perfect."
"DCG_VO_timbersaw_kill_rival_01"	"Die!"
"DCG_VO_timbersaw_kill_rival_02"	"You never had a chance!"
"DCG_VO_timbersaw_kill_rival_03"	"Yes... YES!"
"DCG_VO_timbersaw_kill_rival_04"	"You were always going to die here..."
"DCG_VO_timbersaw_kill_rival_05"	"You thought you could beat me?!"
"DCG_VO_timbersaw_kill_rival_06"	"There's more where that came from..."
"DCG_VO_timbersaw_kill_rival_07"	"I could do this all day..."
"DCG_VO_timbersaw_kill_rival_08"	"Who's next!"
"DCG_VO_timbersaw_kill_rival_09"	"Bring on the next one!"
"DCG_VO_timbersaw_kill_rival_10"	"I'm not done, yet..."
"DCG_VO_timbersaw_use_include_01"	"Spin! Cut! Shred!"
"DCG_VO_timbersaw_use_include_02"	"Ahahahah."
"DCG_VO_timbersaw_use_include_03"	"I'll cut you down to size..."
"DCG_VO_timbersaw_unique_01"	"You're obnoxious and sanctimonious but you have excellent taste in wine."
"DCG_VO_timbersaw_unique_02"	"They all hate us Mazzie, but that's ok... we got robots."
"DCG_VO_timbersaw_unique_03"	"Alright Mazzie...lets get into trouble..."
"DCG_VO_timbersaw_unique_04"	"Try to leave some for me Sniper..."
"DCG_VO_timbersaw_unique_05"	"You're a visionary Sniper, together we will unite the Keen."
"DCG_VO_timbersaw_unique_06"	"Leave the trees to me, Sniper..."
"DCG_VO_timbersaw_unique_07"	"You know what we need to do Tinker... put more robots inside robots..."
"DCG_VO_timbersaw_unique_08"	"I've always wanted to work with you Tinker"
"DCG_VO_timbersaw_unique_09"	"What do you make of Snipers plans to unite the Keen?"
"DCG_VO_timbersaw_unique_10"	"With the Keen united what can't we do?!"
"DCG_VO_timbersaw_unique_11"	"It feels good to fight with my cousins..."
"DCG_VO_timbersaw_unique_12"	"What sort of games are you up to Treant..."
"DCG_VO_timbersaw_unique_13"	"This is a temporary alliance tree man."
"DCG_VO_timbersaw_unique_14"	"I know what you're plotting tree man...but it's not going to work.... I see through you..."
"DCG_VO_timbersaw_unique_15"	"I won't stop still I cut all of you down!"
"DCG_VO_timbersaw_unique_16"	"I'll cut you in half!"
"DCG_VO_timbersaw_unique_17"	"I won't stop until the Vale of Augury is razed!"
"DCG_VO_timbersaw_unique_18"	"I'm going to destroy your little toy..."
"DCG_VO_timbersaw_unique_19"	"You squandered all of your talent Mazzie..."
"DCG_VO_timbersaw_unique_20"	"You think you built a better robot than me?!"
"DCG_VO_timbersaw_healed_01"	"Ahhh!"
"DCG_VO_timbersaw_healed_02"	"I needed to make some repairs..."
"DCG_VO_timbersaw_healed_03"	"Grazie..."
"DCG_VO_timbersaw_healed_04"	"I needed that..."
"DCG_VO_timbersaw_healed_05"	"I was in trouble..."
"DCG_VO_timbersaw_taunt_generic_01"	"Cut them down!"
"DCG_VO_timbersaw_taunt_generic_02"	"Leave no one standing!"
"DCG_VO_timbersaw_taunt_generic_03"	"Smash the Ancient!"
"DCG_VO_timbersaw_taunt_generic_04"	"Destroy the tower!"
"DCG_VO_timbersaw_taunt_generic_05"	"Raze it all!"
"DCG_VO_timbersaw_taunt_generic_06"	"We won't lose!"
"DCG_VO_timbersaw_taunt_generic_07"	"This is our chance!"
"DCG_VO_timbersaw_taunt_generic_08"	"We will destroy anyone who gets in our way!"
"DCG_VO_timbersaw_taunt_generic_09"	"Let's finish this!"
"DCG_VO_timbersaw_taunt_generic_10"	"We can't lose!"
"DCG_VO_timbersaw_potential_kill_01"	"I have you now..."
"DCG_VO_timbersaw_potential_kill_02"	"It's only a matter of time"
"DCG_VO_timbersaw_potential_kill_03"	"You're about to dieeeeeeee"
"DCG_VO_timbersaw_potential_kill_04"	"You see what's coming don't you...."
"DCG_VO_timbersaw_potential_kill_05"	"Here comes the murder...."
"DCG_VO_timbersaw_potential_save_01"	"Uh, uh, Uhhhhh"
"DCG_VO_timbersaw_potential_save_02"	"Close, but not good enough..."
"DCG_VO_timbersaw_potential_save_03"	"I don't think so."
"DCG_VO_timbersaw_potential_save_04"	"I've thought of everything..."
"DCG_VO_timbersaw_potential_save_05"	"You wont kill me..."
"DCG_VO_timbersaw_permanent_armor_01"	"Time to reinforce the ol' saw suit...."
"DCG_VO_timbersaw_permanent_armor_02"	"I think some improvements are in order..."
"DCG_VO_timbersaw_permanent_armor_03"	"Let me replate this thing."
"DCG_VO_timbersaw_permanent_armor_04"	"It's stronger now, good."
"DCG_VO_timbersaw_permanent_armor_05"	"I need to be ready for the trees...."
"DCG_VO_timbersaw_permanent_attack_01"	"Sharper than ever..."
"DCG_VO_timbersaw_permanent_attack_02"	"I can always use some new blades..."
"DCG_VO_timbersaw_permanent_attack_03"	"I can cut through almost anything..."
"DCG_VO_timbersaw_permanent_attack_04"	"Now bring me a tree man..."
"DCG_VO_timbersaw_permanent_attack_05"	"I cant wait to test these new blades out..."
"DCG_VO_timbersaw_permanent_health_01"	"I can't just rely on the saw suit..."
"DCG_VO_timbersaw_permanent_health_02"	"They're coming to kill me... and I need to be ready..."
"DCG_VO_timbersaw_permanent_health_03"	"Let's see those trees come after me now..."
"DCG_VO_timbersaw_permanent_health_04"	"You can't kill me trees, you hear that? YOU CANT KILL ME!"
"DCG_VO_timbersaw_permanent_health_05"	"Sarò pronto a combattere."
"DCG_VO_timbersaw_cast_spell_01"	"Time for a little Keenfolk insight..."
"DCG_VO_timbersaw_cast_spell_02"	"Were you counting on this."
"DCG_VO_timbersaw_cast_spell_03"	"Let's see you deal with this!"
"DCG_VO_timbersaw_cast_spell_04"	"Not so fast!"
"DCG_VO_timbersaw_cast_spell_05"	"I love this part..."
"DCG_VO_timbersaw_cast_spell_06"	"Let me show you what this thing can really do..."
"DCG_VO_timbersaw_cast_spell_07"	"I built this thing to take on anything..."
"DCG_VO_timbersaw_cast_spell_08"	"They'll never forget the name Rizzrack..."
"DCG_VO_timbersaw_cast_spell_09"	"I am the greatest inventor of our time!"
"DCG_VO_timbersaw_cast_spell_10"	"There's nothing I can't do..."
"DCG_VO_timbersaw_buff_ally_01"	"I built this for you."
"DCG_VO_timbersaw_buff_ally_02"	"Here you go."
"DCG_VO_timbersaw_buff_ally_03"	"You need to be ready... the trees are plotting..."
"DCG_VO_timbersaw_buff_ally_04"	"Together we'll stop them..."
"DCG_VO_timbersaw_buff_ally_05"	"Here, friend..."
"DCG_VO_timbersaw_buff_ally_06"	"You're not adequately prepared... here, let me help..."
"DCG_VO_timbersaw_buff_ally_07"	"This is what you need to defeat our enemies..."
"DCG_VO_timbersaw_buff_ally_08"	"Oh we'll show them..."
"DCG_VO_timbersaw_buff_ally_09"	"You never should have underestimated us..."
"DCG_VO_timbersaw_buff_ally_10"	"This is our moment!"
"DCG_VO_timbersaw_debuff_enemy_01"	"I'll whittle you down..."
"DCG_VO_timbersaw_debuff_enemy_02"	"Soon there will be nothing left..."
"DCG_VO_timbersaw_debuff_enemy_03"	"You can't stop me now!"
"DCG_VO_timbersaw_debuff_enemy_04"	"You're not laughing now, are you?"
"DCG_VO_timbersaw_debuff_enemy_05"	"Maybe now you'll start to take me seriously..."
"DCG_VO_timbersaw_debuff_enemy_06"	"They all understate me until its too late..."
"DCG_VO_timbersaw_debuff_enemy_07"	"The Keen have a plan for everything..."
"DCG_VO_timbersaw_debuff_enemy_08"	"You can't pull on over on me..."
"DCG_VO_timbersaw_debuff_enemy_09"	"You won't be able to stop me!"
"DCG_VO_timbersaw_debuff_enemy_10"	"Look at you... so fragile..."
"DCG_VO_timbersaw_single_target_damage_01"	"I got you..."
"DCG_VO_timbersaw_single_target_damage_02"	"I'll cut you apart!"
"DCG_VO_timbersaw_single_target_damage_03"	"I'll carve my name into your body!"
"DCG_VO_timbersaw_single_target_damage_04"	"I'm coming for you....."
"DCG_VO_timbersaw_single_target_damage_05"	"Who's laughing at me now?"
"DCG_VO_timbersaw_single_target_damage_06"	"I'll saw you in half!"
"DCG_VO_timbersaw_single_target_damage_07"	"They'll find pieces of you all over the battlefield."
"DCG_VO_timbersaw_single_target_damage_08"	"I won't be denied..."
"DCG_VO_timbersaw_single_target_damage_09"	"What can I carve up next?"
"DCG_VO_timbersaw_single_target_damage_10"	"Who want's to play?"
"DCG_VO_timbersaw_multi_damage_small_01"	"I got enough saws for everybody..."
"DCG_VO_timbersaw_multi_damage_small_02"	"Time to start slicing..."
"DCG_VO_timbersaw_multi_damage_small_03"	"So many beautiful things to destroy..."
"DCG_VO_timbersaw_multi_damage_small_04"	"I'll take on all comers..."
"DCG_VO_timbersaw_multi_damage_small_05"	"It makes no difference how many friends you brought..."
"DCG_VO_timbersaw_multi_damage_small_06"	"You're not leaving this place alive..."
"DCG_VO_timbersaw_multi_damage_small_07"	"I'm turning you to mulch..."
"DCG_VO_timbersaw_multi_damage_small_08"	"They wont be able to recognize your body..."
"DCG_VO_timbersaw_multi_damage_small_09"	"I'll leave you broken..."
"DCG_VO_timbersaw_multi_damage_small_10"	"I'm just getting warmed up..."
"DCG_VO_timbersaw_multi_damage_large_01"	"<i>Crazed laughter</i>"
"DCG_VO_timbersaw_multi_damage_large_02"	"Cutcutcutcutcutcut!"
"DCG_VO_timbersaw_multi_damage_large_03"	"I'LL DESTROY EVERYTHING!"
"DCG_VO_timbersaw_multi_damage_large_04"	"I'll take you all on!"
"DCG_VO_timbersaw_multi_damage_large_05"	"COME ON!"
"DCG_VO_timbersaw_multi_damage_large_06"	"SHOW ME WHAT YOU GOT!"
"DCG_VO_timbersaw_multi_damage_large_07"	"I'M COMING FOR ALL OF YOU!"
"DCG_VO_timbersaw_multi_damage_large_08"	"You think I'm outnumbered? You think I don't have a plan?!"
"DCG_VO_timbersaw_multi_damage_large_09"	"I'm on a roll baby!"
"DCG_VO_timbersaw_multi_damage_large_10"	"I will destroy everyone that stands in my way!"
"DCG_VO_timbersaw_pleased_01"	"Good."
"DCG_VO_timbersaw_pleased_02"	"Perfection."
"DCG_VO_timbersaw_pleased_03"	"As designed."
"DCG_VO_timbersaw_pleased_04"	"Good, good..."
"DCG_VO_timbersaw_pleased_05"	"Ohhhh yes...."
"DCG_VO_timbersaw_pleased_06"	"I need this to happen."
"DCG_VO_timbersaw_pleased_07"	"All according to plan."
"DCG_VO_timbersaw_pleased_08"	"Oh the trees won't like that one bit..."
"DCG_VO_timbersaw_pleased_09"	"Meraviglioso!"
"DCG_VO_timbersaw_pleased_10"	"I'm tingling with anticipation..."
"DCG_VO_timbersaw_concerned_01"	"Oh nonononono."
"DCG_VO_timbersaw_concerned_02"	"This can't be happening..."
"DCG_VO_timbersaw_concerned_03"	"This isn't supposed to happen."
"DCG_VO_timbersaw_concerned_04"	"How can this be?"
"DCG_VO_timbersaw_concerned_05"	"What's happening?"
"DCG_VO_timbersaw_concerned_06"	"How did the trees orchestrate this?"
"DCG_VO_timbersaw_concerned_07"	"I'm... I'm losing?"
"DCG_VO_timbersaw_concerned_08"	"Why aren't we winning?"
"DCG_VO_timbersaw_concerned_09"	"How do we come back from this?"
"DCG_VO_timbersaw_concerned_10"	"Ok Rizzrack, think, THINK!"
"DCG_VO_timbersaw_angry_01"	"COME OSI!"
"DCG_VO_timbersaw_angry_02"	"I won't let you get away with this..."
"DCG_VO_timbersaw_angry_03"	"You'll answer for this!"
"DCG_VO_timbersaw_angry_04"	"You think you're better than me?!"
"DCG_VO_timbersaw_angry_05"	"You really shouldn't have made me angry..."
"DCG_VO_timbersaw_angry_06"	"This is gonna hurt."
"DCG_VO_timbersaw_angry_07"	"I'm going to make you suffer..."
"DCG_VO_timbersaw_angry_08"	"You work for the trees don't you!"
"DCG_VO_timbersaw_angry_09"	"You'll pay for underestimating me!"
"DCG_VO_timbersaw_angry_10"	"You're going to be sorry very very soon..."
"DCG_VO_timbersaw_arrogant_01"	"No one could accomplish what I've done..."
"DCG_VO_timbersaw_arrogant_02"	"This suit is a work of genius..."
