"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"W wielu sprawach nie zgadzam się z Pierpontem, ale był dość mądry, by przewidzieć konsekwencje drażnienia Bezlicej Pustki. Nie jestem wielką zwolenniczką układu z Claszureme, chronomancja była bardzo zabawna. Ale wiesz, co jest równie zabawne? Uchronienie swojej osi czasu od unicestwienia."
"DCG_VO_ogre_magi_taunt_generic_04"	"Zburzę tę wieżę..."
"DCG_VO_ogre_magi_taunt_generic_05"	"Starożytnego zostaw nam..."
"DCG_VO_ogre_magi_taunt_generic_06"	"Myślisz, że możesz zabić nas obu?"
"DCG_VO_ogre_magi_taunt_generic_07"	"Jesteś gotowy do walki? Tak jest. ...Mówiłem do nich..."
"DCG_VO_ogre_magi_taunt_generic_08"	"Nie martwcie się, przyjaciele, Ogrzy Mag jest z wami..."
"DCG_VO_ogre_magi_taunt_generic_09"	"Nie przegramy!"
"DCG_VO_ogre_magi_taunt_generic_10"	"Po postu zostaw to mnie... i mnie! Mnie to też zostaw!"
"DCG_VO_ogre_magi_potential_kill_01"	"Nie, nie, nie, nie."
"DCG_VO_ogre_magi_potential_kill_02"	"Nie sądzę."
"DCG_VO_ogre_magi_potential_kill_03"	"Uważasz, że możesz nas przechytrzyć?"
"DCG_VO_ogre_magi_potential_kill_04"	"Rozwalić cię!"
"DCG_VO_ogre_magi_potential_kill_05"	"Zmiażdżyć cię!"
"DCG_VO_ogre_magi_potential_save_01"	"Pomyśleliśmy o wszystkim!"
"DCG_VO_ogre_magi_potential_save_02"	"Nie jesteśmy tacy, jak te głupie ogry, nie zmylisz nas!"
"DCG_VO_ogre_magi_potential_save_03"	"Nie wydaje mi się, że chcę dzisiaj umrzeć..."
"DCG_VO_ogre_magi_potential_save_04"	"Ha!"
"DCG_VO_ogre_magi_potential_save_05"	"Nie spodziewałeś się tego, prawda?!"
"DCG_VO_ogre_magi_permanent_armor_01"	"Kto jest twardszy od nas? Nikt!"
"DCG_VO_ogre_magi_permanent_armor_02"	"Nie umrzemy dzisiaj..."
"DCG_VO_ogre_magi_permanent_armor_03"	"Chyba lubię to uczucie..."
"DCG_VO_ogre_magi_permanent_armor_04"	"Sposób, żeby stwardnieć..."
"DCG_VO_ogre_magi_permanent_armor_05"	"Nie zabiją nas..."
"DCG_VO_ogre_magi_permanent_attack_01"	"Czuję się silniejszy..."
"DCG_VO_ogre_magi_permanent_attack_02"	"Teraz jestem silniejszy..."
"DCG_VO_ogre_magi_permanent_attack_03"	"Kto jest silniejszy od nas? Nikt!"
"DCG_VO_ogre_magi_permanent_attack_04"	"Kto chce walczyć? Ja! Ja!"
"DCG_VO_ogre_magi_permanent_attack_05"	"Powalczmy..."
"DCG_VO_ogre_magi_permanent_health_01"	"Musimy zadbać o siebie..."
"DCG_VO_ogre_magi_permanent_health_02"	"Drobne środki ostrożności nigdy nie zaszkodzą..."
"DCG_VO_ogre_magi_permanent_health_03"	"Myślą, że mogą nas zabić? Ha!"
"DCG_VO_ogre_magi_permanent_health_04"	"Jak wyglądam? Jakbyś się wybierał na wojnę..."
"DCG_VO_ogre_magi_permanent_health_05"	"Jestem gotowy do walki..."
"DCG_VO_ogre_magi_cast_spell_01"	"Zobacz, co potrafimy zrobić..."
"DCG_VO_ogre_magi_cast_spell_02"	"Mam nadzieję, że zadziała... Oczywiście, że zadziała."
"DCG_VO_ogre_magi_cast_spell_03"	"Teraz nasza kolej!"
"DCG_VO_ogre_magi_cast_spell_04"	"Patrz na to!"
"DCG_VO_ogre_magi_cast_spell_05"	"Panujemy nad sytuacją, o proszę!"
"DCG_VO_ogre_magi_cast_spell_06"	"Czas pokazać im, co potrafimy zrobić..."
"DCG_VO_ogre_magi_cast_spell_07"	"Przyprowadziliśmy ze sobą kilku przyjaciół..."
"DCG_VO_ogre_magi_cast_spell_08"	"Potrzebujemy pomocy!"
"DCG_VO_ogre_magi_cast_spell_09"	"Czas, żebyśmy zawołali kilku przyjaciół. Zgadzam się."
"DCG_VO_ogre_magi_cast_spell_10"	"Oni sobie myślą, że wygrywają, co nie?"
"DCG_VO_ogre_magi_buff_ally_01"	"Proszę bardzo..."
"DCG_VO_ogre_magi_buff_ally_02"	"Od czego ma się przyjaciół..."
"DCG_VO_ogre_magi_buff_ally_03"	"Wygląda na to, że przyda ci się mała pomoc..."
"DCG_VO_ogre_magi_buff_ally_04"	"Zostaw to mnie..."
"DCG_VO_ogre_magi_buff_ally_05"	"Na zdrowie..."
"DCG_VO_ogre_magi_buff_ally_06"	"Chcemy ci to dać..."
"DCG_VO_ogre_magi_buff_ally_07"	"Przyjaciele sobie pomagają..."
"DCG_VO_ogre_magi_buff_ally_08"	"Pamiętaj tylko, że bronimy cię z tyłu..."
"DCG_VO_ogre_magi_buff_ally_09"	"Czas zrobić trochę magii..."
"DCG_VO_ogre_magi_buff_ally_10"	"Oby to pomogło..."
"DCG_VO_ogre_magi_debuff_enemy_01"	"W czym problem?"
"DCG_VO_ogre_magi_debuff_enemy_02"	"Nie wyglądasz zbyt dobrze."
"DCG_VO_ogre_magi_debuff_enemy_03"	"Łatwiej jest walnąć..."
"DCG_VO_ogre_magi_debuff_enemy_04"	"Wydawało ci się, że nie mamy planu?"
"DCG_VO_ogre_magi_debuff_enemy_05"	"Nie możesz nas przechytrzyć! No, może ciebie... Pewnie, ale nie ciebie."
"DCG_VO_ogre_magi_debuff_enemy_06"	"Zobaczmy, jak sobie z tym poradzisz..."
"DCG_VO_ogre_magi_debuff_enemy_07"	"Zaskoczyliśmy cię..."
"DCG_VO_ogre_magi_debuff_enemy_08"	"Ktoś ma dzisiaj zły dzień..."
"DCG_VO_ogre_magi_debuff_enemy_09"	"Chyba nie wydawało ci się, że wygrasz, prawda?"
"DCG_VO_ogre_magi_debuff_enemy_10"	"Mamy cię teraz..."
"DCG_VO_ogre_magi_single_target_damage_01"	"Giń!"
"DCG_VO_ogre_magi_single_target_damage_02"	"Giń!"
"DCG_VO_ogre_magi_single_target_damage_03"	"Zmiażdżę cię!"
"DCG_VO_ogre_magi_single_target_damage_04"	"Ja się zajmę tym wrogiem!"
"DCG_VO_ogre_magi_single_target_damage_05"	"Obadaj to!"
"DCG_VO_ogre_magi_single_target_damage_06"	"Teraz cię mam!"
"DCG_VO_ogre_magi_single_target_damage_07"	"Nie ma ucieczki!"
"DCG_VO_ogre_magi_single_target_damage_08"	"Nie prześcigniesz nas obu!"
"DCG_VO_ogre_magi_single_target_damage_09"	"Walcz ze mną!"
"DCG_VO_ogre_magi_single_target_damage_10"	"Nie boimy się ciebie..."
"DCG_VO_ogre_magi_multi_damage_small_01"	"Zostaw tych kolesi nam, głównie mnie."
"DCG_VO_ogre_magi_multi_damage_small_02"	"Popatrz tylko na tych wszystkich głupich ludzi z jedną głową."
"DCG_VO_ogre_magi_multi_damage_small_03"	"Ilu ich tam jest? Za mało."
"DCG_VO_ogre_magi_multi_damage_small_04"	"Mamy dość magii dla was wszystkich..."
"DCG_VO_ogre_magi_multi_damage_small_05"	"Potraficie sobie z tym poradzić? Już się tym zajmuję."
"DCG_VO_ogre_magi_multi_damage_small_06"	"Przynieśliśmy małe co nieco dla każdego..."
"DCG_VO_ogre_magi_multi_damage_small_07"	"Pozwól mi się nimi zająć. Dobra..."
"DCG_VO_ogre_magi_multi_damage_small_08"	"Z czymś takim umiem sobie poradzić..."
"DCG_VO_ogre_magi_multi_damage_small_09"	"Potrzebna ci będzie dodatkowa pomoc..."
"DCG_VO_ogre_magi_multi_damage_small_10"	"Masz plan? Bo ja mam..."
"DCG_VO_ogre_magi_multi_damage_large_01"	"Jest ich cała masa. Bez obaw, po prostu zostaw ich mnie..."
"DCG_VO_ogre_magi_multi_damage_large_02"	"Wiesz, co musimy zrobić... Tak wiem..."
"DCG_VO_ogre_magi_multi_damage_large_03"	"Nie ma znaczenia, ilu ich tam jest!"
"DCG_VO_ogre_magi_multi_damage_large_04"	"To jest zły pomysł..."
"DCG_VO_ogre_magi_multi_damage_large_05"	"Jakie są szanse, że to przeżyjemy? Marne."
"DCG_VO_ogre_magi_multi_damage_large_06"	"Zrobiliście dokładnie to, co chcieliśmy..."
"DCG_VO_ogre_magi_multi_damage_large_07"	"Wpadliście w naszą pułapkę..."
"DCG_VO_ogre_magi_multi_damage_large_08"	"Ta walka jest skończona..."
"DCG_VO_ogre_magi_multi_damage_large_09"	"Nie jesteście silniejsi od nas!"
"DCG_VO_ogre_magi_multi_damage_large_10"	"Zamierzamy zabić całą wielką masę luda..."
"DCG_VO_ogre_magi_pleased_01"	"Wszystko idzie dobrze. O tak..."
"DCG_VO_ogre_magi_pleased_02"	"Nie mogło nam pójść lepiej..."
"DCG_VO_ogre_magi_pleased_03"	"Nawet to, że jestem uwięziony z tobą, nie zepsuje mi dnia... Słowa ranią."
"DCG_VO_ogre_magi_pleased_04"	"Uważam, że wygramy. Oczywiście, że wygramy."
"DCG_VO_ogre_magi_pleased_05"	"Hej! Są tu nasi wszyscy przyjaciele!"
"DCG_VO_ogre_magi_pleased_06"	"Kto powiedział, że ogry nie potrafią niczego skończyć..."
"DCG_VO_ogre_magi_pleased_07"	"Jak nam idzie twoim zdaniem? Uważam, że całkiem nieźle. Ja też."
"DCG_VO_ogre_magi_pleased_08"	"Nie byłem taki szczęśliwy od kiedy po raz pierwszy podpaliliśmy ludzi..."
"DCG_VO_ogre_magi_pleased_09"	"– Lubię ogień. – Ja też..."
"DCG_VO_ogre_magi_pleased_10"	"Miło i ciepło, tak jak lubimy..."
"DCG_VO_ogre_magi_concerned_01"	"Jest źle, bardzo źle."
"DCG_VO_ogre_magi_concerned_02"	"Nie podoba mi się to. Mi też nie..."
"DCG_VO_ogre_magi_concerned_03"	"Potrzebny nam plan."
"DCG_VO_ogre_magi_concerned_04"	"I co my zrobimy?"
"DCG_VO_ogre_magi_concerned_05"	"Uuuu, co zrobimy, żeby nie dać się zabić? Myślę! Myślę!"
"DCG_VO_ogre_magi_concerned_06"	"Jeśli zachowamy spokój, możemy to przeżyć... UMRZEMY TU!"
"DCG_VO_ogre_magi_concerned_07"	"Powinniśmy się bać, tak? Tak."
"DCG_VO_ogre_magi_concerned_08"	"Co zrobić, żeby nie dać się zabić. Obmyślam plan. Jesteśmy zgubieni."
"DCG_VO_ogre_magi_concerned_09"	"Nie myślałem, że tak się stanie..."
"DCG_VO_ogre_magi_concerned_10"	"To niemożliwe!"
"DCG_VO_ogre_magi_angry_01"	"My nie jesteśmy głupi, ty jesteś głupi!"
"DCG_VO_ogre_magi_angry_02"	"Zobaczmy, co teraz zrobisz!"
"DCG_VO_ogre_magi_angry_03"	"Nasza magia jest nieprzewidywalna... ale skuteczna."
"DCG_VO_ogre_magi_angry_04"	"Nie pasujesz tu!"
"DCG_VO_ogre_magi_angry_05"	"Jak śmiesz!"
"DCG_VO_ogre_magi_angry_06"	"Uważają, że są od nas lepsi!"
"DCG_VO_ogre_magi_angry_07"	"Pokażmy im, z kim mają do czynienia!"
"DCG_VO_ogre_magi_angry_08"	"Myślisz, że jesteś taką mądralą... Nie taką mądralą jak my!"
"DCG_VO_ogre_magi_angry_09"	"Zacznij z nami, a zobaczysz, co będzie!"
"DCG_VO_ogre_magi_angry_10"	"Nikt nie jest od nas lepszy? Nikt!"
"DCG_VO_ogre_magi_arrogant_01"	"Jesteśmy najlepsi!"
"DCG_VO_ogre_magi_arrogant_02"	"Ciekawe jak poradziłby sobie z tym ktoś z jedną głową!"
"DCG_VO_ogre_magi_arrogant_03"	"Kto może nas zatrzymać?"
"DCG_VO_ogre_magi_arrogant_04"	"Spalimy ich wszystkich!"
"DCG_VO_ogre_magi_arrogant_05"	"Wiedziałem, że to będzie łatwe..."
"DCG_VO_ogre_magi_arrogant_06"	"Nie bez powodu mówią, że jesteśmy najmądrzejszym ogrem."
"DCG_VO_ogre_magi_arrogant_07"	"Głupi czarownicy ze swoim głupimi pojedynczymi głowami..."
"DCG_VO_ogre_magi_arrogant_08"	"Ogrza magia to najlepsza magia!"
"DCG_VO_ogre_magi_arrogant_09"	"Nie ma niczego, czego nie możemy zrobić!"
"DCG_VO_ogre_magi_arrogant_10"	"Może nie jesteśmy najsilniejsi. Ale jesteśmy najmądrzejsi."
"DCG_VO_ogre_magi_enigmatic_01"	"Czekaj, aż zobaczysz, co rzucimy..."
"DCG_VO_ogre_magi_enigmatic_02"	"Znam odpowiedni urok..."
"DCG_VO_ogre_magi_enigmatic_03"	"Nie spodoba ci się to..."
"DCG_VO_ogre_magi_enigmatic_04"	"Ooo, bardzo chcę to wypróbować..."
"DCG_VO_ogre_magi_enigmatic_05"	"Jeśli chcemy wygrać, nie możemy myśleć jak jednogłowy ogr..."
"DCG_VO_ogre_magi_enigmatic_06"	"Musimy być kreatywni... Rzucimy kamieniem? Nie. Będzie jeszcze lepiej..."
"DCG_VO_ogre_magi_enigmatic_07"	"Z tym sobie spróbuj poradzić..."
"DCG_VO_ogre_magi_enigmatic_08"	"Ludzie nigdy nas nie doceniają..."
"DCG_VO_ogre_magi_enigmatic_09"	"Nie damy im zmrużyć oka..."
"DCG_VO_ogre_magi_enigmatic_10"	"Jeśli nie myślisz o niczym, twoi wrogowie nigdy nie zgadną, o czym myślisz..."
"DCG_VO_ogre_magi_death_01"	"<i>krzyczy</i>"
"DCG_VO_lich_intro"	"Do Różoliścia ściągnęły mnie kuszące możliwości. Lion ucieka do Zapłakanej Róży i bez wątpienia będzie szukał sojuszników, którzy go wesprą. Vhule przegrywają walkę z Brązowym Legionem i chętnie zaprzedadzą dusze, aby tylko zwyciężyć... A Kryształowa Panna z Lodowej Ruiny akurat wzięła sobie wolne. Prawdziwy róg obfitości. Dręczy mnie tylko pytanie, kogo zabić najpierw? "
"DCG_VO_lich_chain_frost"	"Czy mógłbym po prostu wyczarować falę lodu? Oczywiście. Ale przyjemność z błyskawicznego zamrożenia wrogów ma się nijak do napawania się paniką, w jaką wpadają na wieść o nieuchronnie zbliżającej się śmierci."
"DCG_VO_lich_use_ability_01"	"Umrzyj dla mnie!"
"DCG_VO_lich_use_ability_02"	"Twoje życie posłuży mojej czarnej magii!"
"DCG_VO_lich_use_ability_03"	"Za życia jesteś nikim. Umierając, na coś się przydasz."
"DCG_VO_lich_use_ability_04"	"Służysz większej sprawie."
"DCG_VO_lich_use_ability_05"	"Żyjesz po to, by dla mnie umrzeć."
"DCG_VO_lich_equip_generic_weapon_01"	"Jak elegancko."
"DCG_VO_lich_equip_generic_weapon_02"	"Wkrótce z tego skorzystam."
"DCG_VO_lich_equip_generic_weapon_03"	"Ta broń posmakuje krwi."
"DCG_VO_lich_equip_generic_weapon_04"	"Śmierć już po ciebie idzie."
"DCG_VO_lich_equip_generic_weapon_05"	"Uroczo."
"DCG_VO_lich_equip_generic_armor_01"	"Mądry wybór..."
"DCG_VO_lich_equip_generic_armor_02"	"Będę miał ochronę."
"DCG_VO_lich_equip_generic_armor_03"	"Muszę się przygotować."
"DCG_VO_lich_equip_generic_armor_04"	"Przyjdą po mnie, ale ja będę na to gotowy."
"DCG_VO_lich_equip_generic_armor_05"	"Raz już umarłem. I więcej nie zamierzam."
"DCG_VO_lich_equip_generic_accessory_01"	"Uwolnię potencjał tego przedmiotu."
"DCG_VO_lich_equip_generic_accessory_02"	"Coś godnego mnie."
"DCG_VO_lich_equip_generic_accessory_03"	"To zmieni losy walki."
"DCG_VO_lich_equip_generic_accessory_04"	"Aż mi cieplej na sercu."
"DCG_VO_lich_equip_generic_accessory_05"	"Dobrze."
"DCG_VO_lich_kill_rival_01"	"W tym grobie ci do twarzy."
"DCG_VO_lich_kill_rival_02"	"Giń, wsiuro."
"DCG_VO_lich_kill_rival_03"	"Zginiesz w odmętach historii."
"DCG_VO_lich_kill_rival_04"	"Ukorz się przede mną."
"DCG_VO_lich_kill_rival_05"	"Hahahahahaha"
"DCG_VO_lich_kill_rival_06"	"Nikt nie będzie po tobie płakać."
"DCG_VO_lich_kill_rival_07"	"Dopiero się rozkręcam."
"DCG_VO_lich_kill_rival_08"	"Było zabawnie..."
"DCG_VO_lich_kill_rival_09"	"Miła satysfakcja."
"DCG_VO_lich_kill_rival_10"	"Wszyscy padną przede mną na kolana."
"DCG_VO_lich_use_include_01"	"Zobaczmy, co będzie dalej..."
"DCG_VO_lich_use_include_02"	"Zabawnie będzie popatrzeć..."
"DCG_VO_lich_use_include_03"	"Seryjne zmrożenie..."
"DCG_VO_lich_unique_01"	"Robisz to dla sprawy."
"DCG_VO_lich_unique_02"	"Może przeżyjesz. Nigdy nic nie wiadomo. "
"DCG_VO_lich_unique_03"	"Ciało jest twoje, ale zostaw mi duszę."
"DCG_VO_lich_unique_04"	"To właściwy czas, by się poświęcić."
"DCG_VO_lich_unique_05"	"Nadam sens twojemu życiu."
"DCG_VO_lich_unique_06"	"Razem wyruszymy do Zapłakanej Róży."
"DCG_VO_lich_unique_07"	"O, Demoniczny Czarownik... Wiele możemy się od siebie nauczyć."
"DCG_VO_lich_unique_08"	"Rewolucja jest wdzięczna za twoją służbę."
"DCG_VO_lich_unique_09"	"Masz silną wolę, Rix. Musimy to powtórzyć."
"DCG_VO_lich_unique_10"	"Poświęć się dla sprawy."
"DCG_VO_lich_unique_11"	"Mogę ci pomóc wygrać tę wojnę, Rix."
"DCG_VO_lich_unique_12"	"Jeśli chcesz zniszczyć Kamieniogród, będziesz potrzebować potężnych sprzymierzeńców."
"DCG_VO_lich_unique_13"	"Wiem, kto pomoże wyzwolić twoich ludzi..."
"DCG_VO_lich_unique_14"	"Pozwól, że dokonam prezentacji..."
"DCG_VO_lich_unique_15"	"Z największą radością zanurzam się w twoim czarnym cieniu, Auroth."
"DCG_VO_lich_unique_16"	"Och, jakąż grozę możemy ofiarować temu światu..."
"DCG_VO_lich_unique_17"	"Czytałem twoje księgi, Wiwerno... Są fascynujące..."
"DCG_VO_lich_unique_18"	"Dobromiła jest plagiatorką, Kacie. Zamierzam ją zamordować."
"DCG_VO_lich_unique_19"	"Uważasz, że obronisz przede mną Lodową Ruinę?"
"DCG_VO_lich_unique_20"	"A więc jesteś Strażniczką Lodowej Ruiny... Spodziewałem się kogoś z większą charyzmą."
"DCG_VO_lich_healed_01"	"Aaach."
"DCG_VO_lich_healed_02"	"Zaczynałem się niepokoić..."
"DCG_VO_lich_healed_03"	"Śmierć jeszcze się o mnie nie upomina."
"DCG_VO_lich_healed_04"	"Nie po to zmartwychwstałem, żeby zaraz znów umrzeć..."
"DCG_VO_lich_healed_05"	"Nadal biorę udział w tej walce..."
"DCG_VO_lich_taunt_generic_01"	"Nasze zwycięstwo jest przesądzone."
"DCG_VO_lich_taunt_generic_02"	"Zburzyć wieżę!"
"DCG_VO_lich_taunt_generic_03"	"Spalić Starożytnego!"
"DCG_VO_lich_taunt_generic_04"	"Zabić wszystkich!"
"DCG_VO_lich_taunt_generic_05"	"Nie puszczać nikogo żywcem!"
"DCG_VO_lich_taunt_generic_06"	"Czas z tym kończyć..."
"DCG_VO_lich_taunt_generic_07"	"Poddadzą się albo zginą."
"DCG_VO_lich_taunt_generic_08"	"Nie okazywać litości."
"DCG_VO_lich_taunt_generic_09"	"Rzucić ich na kolana."
"DCG_VO_lich_taunt_generic_10"	"Śmierć przychodzi szybko..."
"DCG_VO_lich_potential_kill_01"	"Zaraz zaczną się twoje męki..."
"DCG_VO_lich_potential_kill_02"	"Mnie się nie odmawia."
"DCG_VO_lich_potential_kill_03"	"Z chęcią popatrzę, jak umierasz..."
"DCG_VO_lich_potential_kill_04"	"Nie masz dość siły."
"DCG_VO_lich_potential_kill_05"	"Twoja dusza jest słaba."
"DCG_VO_lich_potential_save_01"	"Śmierć mnie nie znajdzie."
"DCG_VO_lich_potential_save_02"	"Nie będę znów umierać."
"DCG_VO_lich_potential_save_03"	"Oszukałem śmierć wcześniej, oszukam i teraz."
"DCG_VO_lich_potential_save_04"	"Moja magia jest silniejsza..."
"DCG_VO_lich_potential_save_05"	"Ty chociaż próbujesz..."
"DCG_VO_lich_permanent_armor_01"	"Nie zranisz mnie."
"DCG_VO_lich_permanent_armor_02"	"Mam ochronę."
"DCG_VO_lich_permanent_armor_03"	"Nie boję się żadnego ostrza."
"DCG_VO_lich_permanent_armor_04"	"Moja potęga rośnie."
"DCG_VO_lich_permanent_armor_05"	"Nie odniosę żadnych ran."
"DCG_VO_lich_permanent_attack_01"	"Mogę zacząć żniwa."
"DCG_VO_lich_permanent_attack_02"	"Będą kruszeć pod moimi palcami."
"DCG_VO_lich_permanent_attack_03"	"Niech tylko spróbują mi się oprzeć..."
"DCG_VO_lich_permanent_attack_04"	"Staję się silniejszy."
"DCG_VO_lich_permanent_attack_05"	"Moc we mnie wzbiera."
"DCG_VO_lich_permanent_health_01"	"Z każdym dniem mój entuzjazm rośnie..."
"DCG_VO_lich_permanent_health_02"	"Mogę wiele wytrzymać."
"DCG_VO_lich_permanent_health_03"	"Żaden ból nie jest zbyt wielki."
"DCG_VO_lich_permanent_health_04"	"Z podniesionym czołem czekam na przeciwników..."
"DCG_VO_lich_permanent_health_05"	"Niech zacznie się walka..."
"DCG_VO_lich_cast_spell_01"	"Przynoszę nieszczęście..."
"DCG_VO_lich_cast_spell_02"	"Nie ma czarnoksiężnika tak potężnego jak ja..."
"DCG_VO_lich_cast_spell_03"	"Wieje zimny wiatr..."
"DCG_VO_lich_cast_spell_04"	"Moja czarna magia rozkwita."
"DCG_VO_lich_cast_spell_05"	"Och, jakież wzbudzę przerażenie..."
"DCG_VO_lich_cast_spell_06"	"Nasi wrogowie z czasem skruszeją..."
"DCG_VO_lich_cast_spell_07"	"Moja magia jest bezwzględna..."
"DCG_VO_lich_cast_spell_08"	"Nie boję się władać mocą..."
"DCG_VO_lich_cast_spell_09"	"Zapłacą daninę."
"DCG_VO_lich_cast_spell_10"	"Nawet potwór potrzebuje sojuszników..."
"DCG_VO_lich_buff_ally_01"	"Poczuj, jak płynie w tobie moc..."
"DCG_VO_lich_buff_ally_02"	"Zasługujesz na to..."
"DCG_VO_lich_buff_ally_03"	"Zabijemy wielu."
"DCG_VO_lich_buff_ally_04"	"Pozwól, że pokażę ci, jak zwyciężyć..."
"DCG_VO_lich_buff_ally_05"	"Mogę być twoim przyjacielem."
"DCG_VO_lich_buff_ally_06"	"Musimy spiskować przeciw wrogom..."
"DCG_VO_lich_buff_ally_07"	"To dowód mojego uznania."
"DCG_VO_lich_buff_ally_08"	"Zasługujesz na mój szacunek."
"DCG_VO_lich_buff_ally_09"	"Nie wykorzystam twojego życia. Na razie."
"DCG_VO_lich_buff_ally_10"	"Wciąż możesz się na coś przydać."
"DCG_VO_lich_debuff_enemy_01"	"Istnieją rzeczy gorsze niż śmierć..."
"DCG_VO_lich_debuff_enemy_02"	"Śmiertelnicy są tacy wątli..."
"DCG_VO_lich_debuff_enemy_03"	"Będę się tym delektować."
"DCG_VO_lich_debuff_enemy_04"	"Twój czas się kurczy..."
"DCG_VO_lich_debuff_enemy_05"	"Słabniesz z każdą chwilą..."
"DCG_VO_lich_debuff_enemy_06"	"To dopiero początek..."
"DCG_VO_lich_debuff_enemy_07"	"Twój ból mnie zachwyca..."
"DCG_VO_lich_debuff_enemy_08"	"Wkrótce będziesz tylko pustą skorupą..."
"DCG_VO_lich_debuff_enemy_09"	"Jesteś jedynie zabawką w moich rękach..."
"DCG_VO_lich_debuff_enemy_10"	"Złamię cię."
"DCG_VO_lich_single_target_damage_01"	"Giń!"
"DCG_VO_lich_single_target_damage_02"	"Jesteś trupem."
"DCG_VO_lich_single_target_damage_03"	"Nie przeżyjesz."
"DCG_VO_lich_single_target_damage_04"	"Dopadnę cię."
"DCG_VO_lich_single_target_damage_05"	"Przyjdę po ciebie."
"DCG_VO_lich_single_target_damage_06"	"Przede mną się nie ukryjesz!"
"DCG_VO_lich_single_target_damage_07"	"Czeka cię śmierć."
"DCG_VO_lich_single_target_damage_08"	"Uciekaj, jeśli możesz."
"DCG_VO_lich_single_target_damage_09"	"Poczujesz, jak chłód bierze cię w objęcia..."
"DCG_VO_lich_single_target_damage_10"	"Nie ma dla ciebie ratunku..."
"DCG_VO_lich_multi_damage_small_01"	"Wasze ciała będą świadectwem mojej mocy..."
"DCG_VO_lich_multi_damage_small_02"	"Tylu ludzi do zabicia."
"DCG_VO_lich_multi_damage_small_03"	"Widzę, że spadło na mnie dużo pracy."
"DCG_VO_lich_multi_damage_small_04"	"Z czasem wszyscy zginiecie."
"DCG_VO_lich_multi_damage_small_05"	"Moja magia wystarczy, by zabić was wszystkich..."
"DCG_VO_lich_multi_damage_small_06"	"Będziecie zwijać się z bólu..."
"DCG_VO_lich_multi_damage_small_07"	"Nikt nie zostanie oszczędzony."
"DCG_VO_lich_multi_damage_small_08"	"Nie mam litości dla nikogo."
"DCG_VO_lich_multi_damage_small_09"	"Błagajcie o życie."
"DCG_VO_lich_multi_damage_small_10"	"To nie potrwa długo."
"DCG_VO_lich_multi_damage_large_01"	"Zmienię to miejsce w masowy grób."
"DCG_VO_lich_multi_damage_large_02"	"HA, HA, HA, HA, HA."
"DCG_VO_lich_multi_damage_large_03"	"Nikt mi się nie oprze."
"DCG_VO_lich_multi_damage_large_04"	"ZGINIECIE WSZYSCY CO DO JEDNEGO!"
"DCG_VO_lich_multi_damage_large_05"	"Moja potęga jest absolutna."
"DCG_VO_lich_multi_damage_large_06"	"Na kolana przede mną!"
"DCG_VO_lich_multi_damage_large_07"	"...gińcie... GIŃCIE!"
"DCG_VO_lich_multi_damage_large_08"	"Jestem tym zmęczony."
"DCG_VO_lich_multi_damage_large_09"	"Tak to się właśnie skończy."
