"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮尔庞特与我时常意见相左，但是他很聪明，知道激怒虚空假面有多危险。我不是很喜欢超维视界条约，因为操纵时空很好玩。但你知道还有什么更好玩吗？就是不让自己的时间线被抹去。"
"DCG_VO_enchantress_unique_03"	"如果我们能活下来，好好聊聊还是很不错的……"
"DCG_VO_enchantress_unique_04"	"和树精相处总是很开心……"
"DCG_VO_enchantress_unique_05"	"崔希丝，我不是来这里帮助卡娜的，而是来保护你不受她的伤害的。"
"DCG_VO_enchantress_unique_06"	"噢，我们会合作愉快的，我能看出来……"
"DCG_VO_enchantress_unique_07"	"狼人，我一直很喜欢与你并肩作战。"
"DCG_VO_enchantress_unique_08"	"我们会将红雾赶出玫叶城！"
"DCG_VO_enchantress_unique_09"	"一定还有其他更好的办法，瑞克斯。"
"DCG_VO_enchantress_unique_10"	"要保护石堂城一定还有其他更好的办法，特蕾丝汀。"
"DCG_VO_enchantress_unique_11"	"你疯了吧，瑞克斯。"
"DCG_VO_enchantress_unique_12"	"天哪，崔希丝，你都做了什么……"
"DCG_VO_enchantress_unique_13"	"高地人有自己的家，豺狼人也该有家可回！"
"DCG_VO_enchantress_unique_14"	"带着你的部族回家吧，索尔拉，趁现在还来得及……"
"DCG_VO_enchantress_unique_15"	"基恩人会亵渎这地方……"
"DCG_VO_enchantress_unique_16"	"别碰那些树，伐木机。"
"DCG_VO_enchantress_unique_17"	"我不知道你对崔希丝做了什么，卡娜，但我不会让你再伤害她了。"
"DCG_VO_enchantress_unique_18"	"我觉得……很奇怪……"
"DCG_VO_enchantress_unique_19"	"卡娜，我之前曾怀疑过你的威力，这真是太傻了……"
"DCG_VO_enchantress_unique_20"	"加拉尼乌斯并不需要得到玫叶城，特蕾丝汀，放过豺狼人吧……"
"DCG_VO_enchantress_healed_01"	"啊……"
"DCG_VO_enchantress_healed_02"	"谢谢你……"
"DCG_VO_enchantress_healed_03"	"我感觉好多了……"
"DCG_VO_enchantress_healed_04"	"我可以继续坚持……"
"DCG_VO_enchantress_healed_05"	"我不会放弃的。"
"DCG_VO_enchantress_taunt_generic_01"	"这片土地由我保护！"
"DCG_VO_enchantress_taunt_generic_02"	"我们会赢的！"
"DCG_VO_enchantress_taunt_generic_03"	"我们不会让塔倒下！"
"DCG_VO_enchantress_taunt_generic_04"	"我们会保护遗迹！"
"DCG_VO_enchantress_taunt_generic_05"	"我们必须合作！"
"DCG_VO_enchantress_taunt_generic_06"	"我们不会失败！"
"DCG_VO_enchantress_taunt_generic_07"	"待在我身边！"
"DCG_VO_enchantress_taunt_generic_08"	"只要同心协力，我们就能活下去！"
"DCG_VO_enchantress_taunt_generic_09"	"坚守防线！"
"DCG_VO_enchantress_taunt_generic_10"	"他们过不了我们这一关！"
"DCG_VO_enchantress_potential_kill_01"	"你现在逃跑还来得及……"
"DCG_VO_enchantress_potential_kill_02"	"你让我别无选择……"
"DCG_VO_enchantress_potential_kill_03"	"真希望我不需要这样做……"
"DCG_VO_enchantress_potential_kill_04"	"我会阻止你！"
"DCG_VO_enchantress_potential_kill_05"	"都结束了！"
"DCG_VO_enchantress_potential_save_01"	"我比看上去更难对付……"
"DCG_VO_enchantress_potential_save_02"	"没那么容易……"
"DCG_VO_enchantress_potential_save_03"	"我不会束手就擒……"
"DCG_VO_enchantress_potential_save_04"	"真的好险……"
"DCG_VO_enchantress_potential_save_05"	"<i>哇</i>，我刚刚还在担心呢……"
"DCG_VO_enchantress_permanent_armor_01"	"还不错。"
"DCG_VO_enchantress_permanent_armor_02"	"感觉安全多了……"
"DCG_VO_enchantress_permanent_armor_03"	"我可没打算离开……"
"DCG_VO_enchantress_permanent_armor_04"	"我不会这么容易成为猎物……"
"DCG_VO_enchantress_permanent_armor_05"	"看看那些半人马现在能拿我怎样吧……"
"DCG_VO_enchantress_permanent_attack_01"	"让我把我的长矛磨利……"
"DCG_VO_enchantress_permanent_attack_02"	"必要的时候我也会战斗……"
"DCG_VO_enchantress_permanent_attack_03"	"我知道该怎么照顾自己……"
"DCG_VO_enchantress_permanent_attack_04"	"我不畏惧战斗……"
"DCG_VO_enchantress_permanent_attack_05"	"我会不惜一切代价……"
"DCG_VO_enchantress_permanent_health_01"	"我感觉很不错……"
"DCG_VO_enchantress_permanent_health_02"	"我精力充沛！"
"DCG_VO_enchantress_permanent_health_03"	"我不能离开战场，要做的事太多了……"
"DCG_VO_enchantress_permanent_health_04"	"在照顾别人之前，我需要照顾好自己……"
"DCG_VO_enchantress_permanent_health_05"	"我已做好万全准备……"
"DCG_VO_enchantress_cast_spell_01"	"自然的赐予……"
"DCG_VO_enchantress_cast_spell_02"	"我们能熬过这个冬天……"
"DCG_VO_enchantress_cast_spell_03"	"在这片丛林里迷路可是太危险了……"
"DCG_VO_enchantress_cast_spell_04"	"这片森林非常美丽……同时也很危险……"
"DCG_VO_enchantress_cast_spell_05"	"看吧！"
"DCG_VO_enchantress_cast_spell_06"	"哈！"
"DCG_VO_enchantress_cast_spell_07"	"你没想到这个，对吧？"
"DCG_VO_enchantress_cast_spell_08"	"我们才刚刚开始……"
"DCG_VO_enchantress_cast_spell_09"	"好戏才正要开始……"
"DCG_VO_enchantress_cast_spell_10"	"你快走吧，趁现在还来得及……"
"DCG_VO_enchantress_buff_ally_01"	"享受自然的奖赏……"
"DCG_VO_enchantress_buff_ally_02"	"给你！"
"DCG_VO_enchantress_buff_ally_03"	"出外靠朋友，对吧？"
"DCG_VO_enchantress_buff_ally_04"	"我会照顾你的！"
"DCG_VO_enchantress_buff_ally_05"	"我来帮你吧！"
"DCG_VO_enchantress_buff_ally_06"	"我来帮你了！"
"DCG_VO_enchantress_buff_ally_07"	"让我们并肩作战……"
"DCG_VO_enchantress_buff_ally_08"	"我们必须互相照顾……"
"DCG_VO_enchantress_buff_ally_09"	"拜托，让我来帮你……"
"DCG_VO_enchantress_buff_ally_10"	"相信我。"
"DCG_VO_enchantress_debuff_enemy_01"	"你要小心点……"
"DCG_VO_enchantress_debuff_enemy_02"	"你看上去不太行了……"
"DCG_VO_enchantress_debuff_enemy_03"	"你越界了……"
"DCG_VO_enchantress_debuff_enemy_04"	"情况只会变得更糟糕……"
"DCG_VO_enchantress_debuff_enemy_05"	"你不是我的对手……"
"DCG_VO_enchantress_debuff_enemy_06"	"这个留给我！"
"DCG_VO_enchantress_debuff_enemy_07"	"这个我会搞定……"
"DCG_VO_enchantress_debuff_enemy_08"	"你看上去并不可怕……"
"DCG_VO_enchantress_debuff_enemy_09"	"让我看看你能怎么伤害我们……"
"DCG_VO_enchantress_debuff_enemy_10"	"我们不会就这样离开！"
"DCG_VO_enchantress_single_target_damage_01"	"我看到他们了……"
"DCG_VO_enchantress_single_target_damage_02"	"我不怕你！"
"DCG_VO_enchantress_single_target_damage_03"	"我不害怕战斗！"
"DCG_VO_enchantress_single_target_damage_04"	"你赢不了的！"
"DCG_VO_enchantress_single_target_damage_05"	"逮到你了！"
"DCG_VO_enchantress_single_target_damage_06"	"我准备好收拾你了……"
"DCG_VO_enchantress_single_target_damage_07"	"你也没多厉害……"
"DCG_VO_enchantress_single_target_damage_08"	"让我看看你的本事！"
"DCG_VO_enchantress_single_target_damage_09"	"一切到此结束！"
"DCG_VO_enchantress_single_target_damage_10"	"我之前还真的担心过……"
"DCG_VO_enchantress_multi_damage_small_01"	"把这群喽啰交给我……"
"DCG_VO_enchantress_multi_damage_small_02"	"我能收拾这些家伙……"
"DCG_VO_enchantress_multi_damage_small_03"	"人数不是问题……"
"DCG_VO_enchantress_multi_damage_small_04"	"我不在乎你们有多少人……"
"DCG_VO_enchantress_multi_damage_small_05"	"我们会坚守阵地！"
"DCG_VO_enchantress_multi_damage_small_06"	"你们这点人还挡不住我们……"
"DCG_VO_enchantress_multi_damage_small_07"	"光是你们挡不住我们的……"
"DCG_VO_enchantress_multi_damage_small_08"	"我想你一定希望自己有更厉害的朋友……"
"DCG_VO_enchantress_multi_damage_small_09"	"这是我们的森林！"
"DCG_VO_enchantress_multi_damage_small_10"	"你过不了我这关！"
"DCG_VO_enchantress_multi_damage_large_01"	"感受自然的狂怒吧！"
"DCG_VO_enchantress_multi_damage_large_02"	"大自然不会留情……"
"DCG_VO_enchantress_multi_damage_large_03"	"到这里来是你犯下的最后一个错误……"
"DCG_VO_enchantress_multi_damage_large_04"	"轮到我出手了。"
"DCG_VO_enchantress_multi_damage_large_05"	"这就是你的末日。"
"DCG_VO_enchantress_multi_damage_large_06"	"我要认真了。"
"DCG_VO_enchantress_multi_damage_large_07"	"我已经很客气了……"
"DCG_VO_enchantress_multi_damage_large_08"	"这是你自找的……"
"DCG_VO_enchantress_multi_damage_large_09"	"这里就是你旅途的终点……"
"DCG_VO_enchantress_multi_damage_large_10"	"别担心，你的尸体上会开满鲜花……"
"DCG_VO_enchantress_pleased_01"	"你知道我喜欢什么吗？所有的一切！"
"DCG_VO_enchantress_pleased_02"	"一切都很顺利，不是吗？"
"DCG_VO_enchantress_pleased_03"	"美妙至极……"
"DCG_VO_enchantress_pleased_04"	"令人愉快……"
"DCG_VO_enchantress_pleased_05"	"我想事情会解决的……"
"DCG_VO_enchantress_pleased_06"	"我喜欢现在的情况……"
"DCG_VO_enchantress_pleased_07"	"这是个好的开始……"
"DCG_VO_enchantress_pleased_08"	"我现在好想唱歌，我当然不会真的唱，但这种感觉太棒了……"
"DCG_VO_enchantress_pleased_09"	"多么美妙的一天……"
"DCG_VO_enchantress_pleased_10"	"真棒。"
"DCG_VO_enchantress_concerned_01"	"噢，天哪……"
"DCG_VO_enchantress_concerned_02"	"这让人有点心烦……"
"DCG_VO_enchantress_concerned_03"	"这个我不清楚……"
"DCG_VO_enchantress_concerned_04"	"希望这会有用……"
"DCG_VO_enchantress_concerned_05"	"我别无选择了……"
"DCG_VO_enchantress_concerned_06"	"我不能在这里失败……"
"DCG_VO_enchantress_concerned_07"	"都撑到现在了，我们绝不能放弃！"
"DCG_VO_enchantress_concerned_08"	"现在的局面很危急……"
"DCG_VO_enchantress_concerned_09"	"事情怎么会这么失控的？"
"DCG_VO_enchantress_concerned_10"	"想保持乐观越来越难了……"
"DCG_VO_enchantress_angry_01"	"你怎么能这样？！"
"DCG_VO_enchantress_angry_02"	"你以为我不会反击吗？"
"DCG_VO_enchantress_angry_03"	"你要付出代价！"
"DCG_VO_enchantress_angry_04"	"我不会让你赢的！"
"DCG_VO_enchantress_angry_05"	"你死到临头了！"
"DCG_VO_enchantress_angry_06"	"你太过分了！"
"DCG_VO_enchantress_angry_07"	"该结束了！"
"DCG_VO_enchantress_angry_08"	"大自然会保护我！"
"DCG_VO_enchantress_angry_09"	"你别想活着离开这片树林！"
"DCG_VO_enchantress_angry_10"	"我们做个了断吧！"
"DCG_VO_enchantress_arrogant_01"	"我是魅惑魔女！丛林生灵的代言人。"
"DCG_VO_enchantress_arrogant_02"	"太简单了……"
"DCG_VO_enchantress_arrogant_03"	"这就是人们担心的那支军队？"
"DCG_VO_enchantress_arrogant_04"	"看起来我白担心了……"
"DCG_VO_enchantress_arrogant_05"	"你都没有自以为的一半聪明……"
"DCG_VO_enchantress_arrogant_06"	"你以为我只是个花瓶吗？"
"DCG_VO_enchantress_arrogant_07"	"你觉得你比我厉害？"
"DCG_VO_enchantress_arrogant_08"	"我会让你死得舒服点……"
"DCG_VO_enchantress_arrogant_09"	"你打从一开始就没有机会……"
"DCG_VO_enchantress_arrogant_10"	"你无法杀死自然之声……"
"DCG_VO_enchantress_enigmatic_01"	"有些代价是值得的……"
"DCG_VO_enchantress_enigmatic_02"	"我在梦里都希望这场战争早点结束。"
"DCG_VO_enchantress_enigmatic_03"	"战争中没有胜利者，只有幸存者……"
"DCG_VO_enchantress_enigmatic_04"	"这样也许会有好结果……"
"DCG_VO_enchantress_enigmatic_05"	"不知道我们是不是正义的一方。"
"DCG_VO_enchantress_enigmatic_06"	"如果你不听我讲道理，我就别无选择了……"
"DCG_VO_enchantress_enigmatic_07"	"我会让你讲道理的……"
"DCG_VO_enchantress_enigmatic_08"	"自然的运作方式神秘莫测……"
"DCG_VO_enchantress_enigmatic_09"	"我们都有自己要做的事，不是吗……"
"DCG_VO_enchantress_enigmatic_10"	"森林会让你回归尘土……"
"DCG_VO_earthshaker_intro"	"我本不该存于世上。我无父无母，生自岩石，也不是由匠人雕琢而成。不是的……我自然通了灵气。很长一段时间里，我孤身一人……困惑迷茫……但是，我遇到卡娜之后，一切都不一样了。我找不到方向，是她给了我指引。我不了解处事之道，是她教会了我。我在这世上孑然一身，是她给了我陪伴。但最重要的是，她给了我一个名字以及存在的意义。我曾经自称瑞格·石蹄……但她给了我一个更适合我的新名字……撼地者。"
"DCG_VO_earthshaker_echo_slam"	"普瑞蕾斯正在招兵买马，想要毁掉她的女儿。但我不会容許这样的事情发生。让他们放马过来吧……没有人过得了我这一关。"
"DCG_VO_earthshaker_use_ability_01"	"沟壑！"
"DCG_VO_earthshaker_use_ability_02"	"大地在我的触碰下碎裂！"
"DCG_VO_earthshaker_use_ability_03"	"分裂与征服的时候到了……"
"DCG_VO_earthshaker_use_ability_04"	"等等，别急！"
"DCG_VO_earthshaker_use_ability_05"	"休想！"
"DCG_VO_earthshaker_equip_generic_weapon_01"	"完美。"
"DCG_VO_earthshaker_equip_generic_weapon_02"	"这个和我的图腾很搭……"
"DCG_VO_earthshaker_equip_generic_weapon_03"	"这能给我带来我需要的优势……"
"DCG_VO_earthshaker_equip_generic_weapon_04"	"我能干掉任何人……"
"DCG_VO_earthshaker_equip_generic_weapon_05"	"准备作战。"
"DCG_VO_earthshaker_equip_generic_armor_01"	"我需要保护好自己……"
"DCG_VO_earthshaker_equip_generic_armor_02"	"血肉之躯真脆弱……"
"DCG_VO_earthshaker_equip_generic_armor_03"	"我不会愚蠢地冲进战场。"
"DCG_VO_earthshaker_equip_generic_armor_04"	"准备是胜利的关键……"
"DCG_VO_earthshaker_equip_generic_armor_05"	"这会让我安全不少……"
"DCG_VO_earthshaker_equip_generic_accessory_01"	"这个会派上用场的……"
"DCG_VO_earthshaker_equip_generic_accessory_02"	"我需要这个。"
"DCG_VO_earthshaker_equip_generic_accessory_03"	"正是我要找的。"
"DCG_VO_earthshaker_equip_generic_accessory_04"	"这肯定会有用。"
"DCG_VO_earthshaker_equip_generic_accessory_05"	"啊，人类的小玩意儿……"
"DCG_VO_earthshaker_kill_rival_01"	"都结束了！"
"DCG_VO_earthshaker_kill_rival_02"	"你死路一条！"
"DCG_VO_earthshaker_kill_rival_03"	"你挡不住我们！"
"DCG_VO_earthshaker_kill_rival_04"	"我不容违抗！"
"DCG_VO_earthshaker_kill_rival_05"	"我的意志无人能敌！"
"DCG_VO_earthshaker_kill_rival_06"	"没有人能挡住我！"
"DCG_VO_earthshaker_kill_rival_07"	"我会让你陈尸荒野。"
"DCG_VO_earthshaker_kill_rival_08"	"我会让你土崩瓦解。"
"DCG_VO_earthshaker_kill_rival_09"	"没人能躲得了我。"
"DCG_VO_earthshaker_kill_rival_10"	"我会让你溃不成军。"
"DCG_VO_earthshaker_use_include_01"	"回音击！"
"DCG_VO_earthshaker_use_include_02"	"感受撼地者的威力吧！"
"DCG_VO_earthshaker_use_include_03"	"在我的力量前颤抖吧！"
"DCG_VO_earthshaker_unique_01"	"哈哈哈哈哈哈。"
"DCG_VO_earthshaker_unique_02"	"我会扭转战局！"
"DCG_VO_earthshaker_unique_03"	"把这些白痴留给我……"
"DCG_VO_earthshaker_unique_04"	"回音……击？"
"DCG_VO_earthshaker_unique_05"	"我发誓，平常真的会比这厉害的多……"
"DCG_VO_earthshaker_unique_06"	"把你的狂热信徒都叫来吧，普瑞蕾斯，你的末日到了。"
"DCG_VO_earthshaker_unique_07"	"我会杀得你片甲不留……"
"DCG_VO_earthshaker_unique_08"	"真可惜，你活不到和女儿和好的那一天了……"
"DCG_VO_earthshaker_unique_09"	"你的军队吓不倒我。"
"DCG_VO_earthshaker_unique_10"	"把你的小喽啰都叫来吧，卡娜……不过他们只会扯你的后腿。"
"DCG_VO_earthshaker_unique_11"	"你会被你自己的战争机器拖垮的，卡娜……"
"DCG_VO_earthshaker_unique_12"	"我很期待用我的图腾碾碎你的孝子贤孙……"
"DCG_VO_earthshaker_unique_13"	"我会把你带来的一堆邪恶收拾干净……"
"DCG_VO_earthshaker_unique_14"	"你这大个头的香蕉吓不倒我……"
"DCG_VO_earthshaker_unique_15"	"大地在我脚下颤抖……"
"DCG_VO_earthshaker_unique_16"	"我随时都可以撕裂大地……"
"DCG_VO_earthshaker_unique_17"	"卡娜，我这么信任你，你就这么报答我吗？"
"DCG_VO_earthshaker_unique_18"	"卡娜，是你给了我奋斗的目标；我永远欠你的。"
"DCG_VO_earthshaker_unique_19"	"卡娜，在遇到你之后，我才有了亲人。"
"DCG_VO_earthshaker_unique_20"	"我不会辜负你的，卡娜。"
"DCG_VO_earthshaker_healed_01"	"啊……"
"DCG_VO_earthshaker_healed_02"	"谢谢你。"
"DCG_VO_earthshaker_healed_03"	"非常感谢。"
"DCG_VO_earthshaker_healed_04"	"太感谢了。"
"DCG_VO_earthshaker_healed_05"	"我都有点担心了。"
"DCG_VO_earthshaker_taunt_generic_01"	"很快就会结束的。"
"DCG_VO_earthshaker_taunt_generic_02"	"胜利是迟早的事。"
"DCG_VO_earthshaker_taunt_generic_03"	"遗迹很快就会塌了。"
"DCG_VO_earthshaker_taunt_generic_04"	"他们不可能永远守得住……"
"DCG_VO_earthshaker_taunt_generic_05"	"是时候结束这场战斗了！"
"DCG_VO_earthshaker_taunt_generic_06"	"横扫千军！"
"DCG_VO_earthshaker_taunt_generic_07"	"摧毁阻挡我们的一切！"
"DCG_VO_earthshaker_taunt_generic_08"	"一个不留！"
"DCG_VO_earthshaker_taunt_generic_09"	"马上了结他们！"
"DCG_VO_earthshaker_taunt_generic_10"	"拆塔！"
"DCG_VO_earthshaker_potential_kill_01"	"你差太远了。"
"DCG_VO_earthshaker_potential_kill_02"	"你逃不掉的！"
"DCG_VO_earthshaker_potential_kill_03"	"你命数已定……"
"DCG_VO_earthshaker_potential_kill_04"	"打得很漂亮，但还不够……"
"DCG_VO_earthshaker_potential_kill_05"	"你赢不了的。"
"DCG_VO_earthshaker_potential_save_01"	"我闯了这一路，可不是为了送死。"
"DCG_VO_earthshaker_potential_save_02"	"你杀不死我。"
"DCG_VO_earthshaker_potential_save_03"	"我可不是好对付的……"
"DCG_VO_earthshaker_potential_save_04"	"我还没放弃……"
"DCG_VO_earthshaker_potential_save_05"	"你还得干得再漂亮些……"
"DCG_VO_earthshaker_permanent_armor_01"	"我的血肉无比坚硬……"
"DCG_VO_earthshaker_permanent_armor_02"	"我乃灵石孕育，你杀不死的……"
"DCG_VO_earthshaker_permanent_armor_03"	"我越来越强悍了……"
"DCG_VO_earthshaker_permanent_armor_04"	"利刃不足为惧。"
"DCG_VO_earthshaker_permanent_armor_05"	"我不怕战斗……"
"DCG_VO_earthshaker_permanent_attack_01"	"我的图腾越来越强大……"
"DCG_VO_earthshaker_permanent_attack_02"	"大地的力量在我体内涌动……"
"DCG_VO_earthshaker_permanent_attack_03"	"我更加强壮了。"
"DCG_VO_earthshaker_permanent_attack_04"	"给我送个敌人上门吧。"
"DCG_VO_earthshaker_permanent_attack_05"	"拦我者杀无赦。"
"DCG_VO_earthshaker_permanent_health_01"	"我不会死的。"
"DCG_VO_earthshaker_permanent_health_02"	"我变得更强大了……"
"DCG_VO_earthshaker_permanent_health_03"	"我一定会奋战到底……"
"DCG_VO_earthshaker_permanent_health_04"	"看看他们怎么过我这一关……"
"DCG_VO_earthshaker_permanent_health_05"	"我从没这么强壮……"
"DCG_VO_earthshaker_cast_spell_01"	"尝尝我的力量！"
"DCG_VO_earthshaker_cast_spell_02"	"你不是我的对手！"
