"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont et moi ne sommes pas d’accord sur beaucoup de choses, mais je dois admettre qu’il a raison de craindre la colère du Sans-visage. Le traité de Claszureme ne m'enchante guère... la chronomancie c’est bien, mais vous savez ce qui est encore mieux ? Ne pas voir son existence entièrement effacée."
"DCG_VO_enchantress_enigmatic_03"	"Il n'y a pas de vainqueur dans la guerre... juste des survivants..."
"DCG_VO_enchantress_enigmatic_04"	"Peut-être qu'il en sortira quelque chose de bon..."
"DCG_VO_enchantress_enigmatic_05"	"Je me demande si nous avons raison."
"DCG_VO_enchantress_enigmatic_06"	"Si tu refuses d'entendre raison, je n'ai pas d'autre choix..."
"DCG_VO_enchantress_enigmatic_07"	"Je te ferai entendre raison..."
"DCG_VO_enchantress_enigmatic_08"	"Les voies de la nature sont mystérieuses..."
"DCG_VO_enchantress_enigmatic_09"	"Nous avons tous notre rôle à jouer, n'est-ce pas ?"
"DCG_VO_enchantress_enigmatic_10"	"La forêt réclamera son dû..."
"DCG_VO_earthshaker_intro"	"Je ne devrais pas exister. Je ne suis pas né d'une mère, mais d'un rocher... qu'aucun artisan n'a pourtant taillé. Non... De ma volonté a émergé ma conscience.  Pendant si longtemps, j'ai erré seul... confus... Tout a changé quand j'ai rencontré Kanna. J'étais à la dérive et elle m'a guidé. J'ignorais les voies des hommes et elle m'a ouvert les yeux. J'étais seul en ce monde et elle m'a offert son amitié.  Mais surtout, elle m'a donné un nom et une identité. Autrefois, je me faisais appeler Raigor Poings-de-roc... mais elle m'a donné un nouveau nom qui me correspond bien mieux... Trembleterre."
"DCG_VO_earthshaker_echo_slam"	"Prellex lève une armée pour détruire sa fille, mais je ne la laisserai pas faire. Qu'ils viennent en masse... aucun d'eux ne passera."
"DCG_VO_earthshaker_use_ability_01"	"Fissure !"
"DCG_VO_earthshaker_use_ability_02"	"La terre volera en éclats à mon contact !"
"DCG_VO_earthshaker_use_ability_03"	"Le temps est venu de diviser et conquérir..."
"DCG_VO_earthshaker_use_ability_04"	"Pas si vite !"
"DCG_VO_earthshaker_use_ability_05"	"Je ne crois pas, non !"
"DCG_VO_earthshaker_equip_generic_weapon_01"	"Parfait."
"DCG_VO_earthshaker_equip_generic_weapon_02"	"Voilà qui complète bien mon totem..."
"DCG_VO_earthshaker_equip_generic_weapon_03"	"Cela me donnera l'avantage dont j'ai besoin..."
"DCG_VO_earthshaker_equip_generic_weapon_04"	"Je peux affronter n'importe qui..."
"DCG_VO_earthshaker_equip_generic_weapon_05"	"Prêt au combat."
"DCG_VO_earthshaker_equip_generic_armor_01"	"Je dois me protéger..."
"DCG_VO_earthshaker_equip_generic_armor_02"	"La chair est si faible..."
"DCG_VO_earthshaker_equip_generic_armor_03"	"Je ne vais pas me lancer bêtement au combat."
"DCG_VO_earthshaker_equip_generic_armor_04"	"La préparation est essentielle à la victoire..."
"DCG_VO_earthshaker_equip_generic_armor_05"	"Ça devrait me maintenir en sécurité..."
"DCG_VO_earthshaker_equip_generic_accessory_01"	"Voilà qui devrait être utile..."
"DCG_VO_earthshaker_equip_generic_accessory_02"	"J'avais besoin de ça."
"DCG_VO_earthshaker_equip_generic_accessory_03"	"C'est exactement ce que je cherchais."
"DCG_VO_earthshaker_equip_generic_accessory_04"	"Je veillerai à bien utiliser ça."
"DCG_VO_earthshaker_equip_generic_accessory_05"	"Aaah, les babioles des hommes..."
"DCG_VO_earthshaker_kill_rival_01"	"C'est fini !"
"DCG_VO_earthshaker_kill_rival_02"	"Tu n'as aucune chance !"
"DCG_VO_earthshaker_kill_rival_03"	"Rien ne peut nous arrêter !"
"DCG_VO_earthshaker_kill_rival_04"	"Rien ne m'arrêtera !"
"DCG_VO_earthshaker_kill_rival_05"	"Ma volonté est sans précédent !"
"DCG_VO_earthshaker_kill_rival_06"	"Nul ne peut me barrer la route !"
"DCG_VO_earthshaker_kill_rival_07"	"Je vais t'enterrer..."
"DCG_VO_earthshaker_kill_rival_08"	"Je vais te réduire en miettes."
"DCG_VO_earthshaker_kill_rival_09"	"Personne ne peut m’échapper."
"DCG_VO_earthshaker_kill_rival_10"	"Tu finiras dans les décombres..."
"DCG_VO_earthshaker_use_include_01"	"Échoséisme !"
"DCG_VO_earthshaker_use_include_02"	"Sens la puissance de Trembleterre !"
"DCG_VO_earthshaker_use_include_03"	"Admire ma puissance !"
"DCG_VO_earthshaker_unique_01"	"Ha ha ha ha ha"
"DCG_VO_earthshaker_unique_02"	"Je vais tout chambouler !"
"DCG_VO_earthshaker_unique_03"	"Je m'occupe de ces crétins..."
"DCG_VO_earthshaker_unique_04"	"Écho... séisme ?"
"DCG_VO_earthshaker_unique_05"	"Je te promets que normalement, c'est bien plus impressionnant..."
"DCG_VO_earthshaker_unique_06"	"Tu peux envoyer tous les fanatiques que tu veux, Prellex, ils causeront ta perte."
"DCG_VO_earthshaker_unique_07"	"Je vais démanteler toute ton armée..."
"DCG_VO_earthshaker_unique_08"	"Quel dommage que tu ne vives pas assez longtemps pour te réconcilier avec ta fille..."
"DCG_VO_earthshaker_unique_09"	"Je n'ai pas peur de ton armée."
"DCG_VO_earthshaker_unique_10"	"Tu peux envoyer tes sbires, Kanna... Ça se retournera contre toi."
"DCG_VO_earthshaker_unique_11"	"Tu seras écrasée sous le poids de ta propre machine de guerre, Kanna...."
"DCG_VO_earthshaker_unique_12"	"J'ai hâte d'écraser ta descendance sous mon totem..."
"DCG_VO_earthshaker_unique_13"	"Je vais purger la jungle de ta présence maléfique..."
"DCG_VO_earthshaker_unique_14"	"Je n'ai pas peur d'une banane géante..."
"DCG_VO_earthshaker_unique_15"	"La terre tremble sous mes pas..."
"DCG_VO_earthshaker_unique_16"	"J'ouvre la terre quand je le veux..."
"DCG_VO_earthshaker_unique_17"	"Je t'ai accordé toute ma confiance, Kanna, et c'est comme ça que tu me le rends ?"
"DCG_VO_earthshaker_unique_18"	"Tu m'as donné un but, Kanna. Je t'en serai à jamais reconnaissant."
"DCG_VO_earthshaker_unique_19"	"Je n'avais pas de famille avant de te connaître, Kanna."
"DCG_VO_earthshaker_unique_20"	"Je n'échouerai pas, Kanna."
"DCG_VO_earthshaker_healed_01"	"Aaah"
"DCG_VO_earthshaker_healed_02"	"Merci."
"DCG_VO_earthshaker_healed_03"	"Un grand merci."
"DCG_VO_earthshaker_healed_04"	"Un grand merci."
"DCG_VO_earthshaker_healed_05"	"Je commençais à m'inquiéter."
"DCG_VO_earthshaker_taunt_generic_01"	"Tout sera bientôt terminé."
"DCG_VO_earthshaker_taunt_generic_02"	"La victoire est inéluctable."
"DCG_VO_earthshaker_taunt_generic_03"	"L'Ancien va bientôt tomber."
"DCG_VO_earthshaker_taunt_generic_04"	"Ils ne pourront pas tenir éternellement..."
"DCG_VO_earthshaker_taunt_generic_05"	"C'est l'heure de mettre un terme à ce combat !"
"DCG_VO_earthshaker_taunt_generic_06"	"Détruisons nos ennemis !"
"DCG_VO_earthshaker_taunt_generic_07"	"Écrasons quiconque s'oppose à nous !"
"DCG_VO_earthshaker_taunt_generic_08"	"Personne ne doit survivre !"
"DCG_VO_earthshaker_taunt_generic_09"	"Finissons-en sur-le-champ !"
"DCG_VO_earthshaker_taunt_generic_10"	"Réduisez cette tour en miettes !"
"DCG_VO_earthshaker_potential_kill_01"	"Tu ne peux rien faire."
"DCG_VO_earthshaker_potential_kill_02"	"Tu ne peux pas m'échapper !"
"DCG_VO_earthshaker_potential_kill_03"	"Accepte ton destin..."
"DCG_VO_earthshaker_potential_kill_04"	"Tu as bien combattu, mais ce n'était pas assez..."
"DCG_VO_earthshaker_potential_kill_05"	"Tu ne vas pas gagner."
"DCG_VO_earthshaker_potential_save_01"	"Je n'ai pas fait tout ce chemin pour mourir ici."
"DCG_VO_earthshaker_potential_save_02"	"Tu ne peux pas me tuer."
"DCG_VO_earthshaker_potential_save_03"	"Je ne me laisserai pas faire..."
"DCG_VO_earthshaker_potential_save_04"	"Je n'abandonne pas..."
"DCG_VO_earthshaker_potential_save_05"	"Il va falloir faire mieux que ça..."
"DCG_VO_earthshaker_permanent_armor_01"	"Ma chair s'endurcit..."
"DCG_VO_earthshaker_permanent_armor_02"	"Nul ne peut tuer ce qui est né de la pierre..."
"DCG_VO_earthshaker_permanent_armor_03"	"Plus fort à chaque instant..."
"DCG_VO_earthshaker_permanent_armor_04"	"Je ne crains aucune lame."
"DCG_VO_earthshaker_permanent_armor_05"	"Je n'ai pas peur du conflit..."
"DCG_VO_earthshaker_permanent_attack_01"	"Mon totem gagne en force..."
"DCG_VO_earthshaker_permanent_attack_02"	"Le pouvoir de la terre circule en moi..."
"DCG_VO_earthshaker_permanent_attack_03"	"Je suis plus fort à présent."
"DCG_VO_earthshaker_permanent_attack_04"	"Donne-moi un ennemi à écraser."
"DCG_VO_earthshaker_permanent_attack_05"	"Je détruirai quiconque s'interposera."
"DCG_VO_earthshaker_permanent_health_01"	"Je ne peux pas mourir."
"DCG_VO_earthshaker_permanent_health_02"	"Je suis encore plus fort qu'avant..."
"DCG_VO_earthshaker_permanent_health_03"	"Je ne me laisserai pas faire..."
"DCG_VO_earthshaker_permanent_health_04"	"J'aimerais bien les voir essayer de passer..."
"DCG_VO_earthshaker_permanent_health_05"	"Je suis plus résistant que jamais..."
"DCG_VO_earthshaker_cast_spell_01"	"Sens mon pouvoir !"
"DCG_VO_earthshaker_cast_spell_02"	"Ma volonté est plus forte !"
"DCG_VO_earthshaker_cast_spell_03"	"Ta préparation laisse à désirer..."
"DCG_VO_earthshaker_cast_spell_04"	"J'écarterai la terre !"
"DCG_VO_earthshaker_cast_spell_05"	"Je contrôle ce champ de bataille !"
"DCG_VO_earthshaker_cast_spell_06"	"Ah !"
"DCG_VO_earthshaker_cast_spell_07"	"Tu penses pouvoir me défier ?"
"DCG_VO_earthshaker_cast_spell_08"	"Ce n'est qu'un avant-goût des choses à venir..."
"DCG_VO_earthshaker_cast_spell_09"	"Tu ne tiendras pas éternellement..."
"DCG_VO_earthshaker_cast_spell_10"	"Ton temps est presque écoulé..."
"DCG_VO_earthshaker_buff_ally_01"	"Profite de ma force..."
"DCG_VO_earthshaker_buff_ally_02"	"Je suis venu t'aider..."
"DCG_VO_earthshaker_buff_ally_03"	"Ensemble, nous tiendrons bon..."
"DCG_VO_earthshaker_buff_ally_04"	"Tiens bon..."
"DCG_VO_earthshaker_buff_ally_05"	"Tu survivras à ce combat..."
"DCG_VO_earthshaker_buff_ally_06"	"Écrase nos ennemis..."
"DCG_VO_earthshaker_buff_ally_07"	"Que ta force augmente !"
"DCG_VO_earthshaker_buff_ally_08"	"Nous ne pouvons pas échouer..."
"DCG_VO_earthshaker_buff_ally_09"	"Une bénédiction du Trembleterre..."
"DCG_VO_earthshaker_buff_ally_10"	"Je t'aiderai, tout comme Kanna m'a aidé..."
"DCG_VO_earthshaker_debuff_enemy_01"	"Tu t'effondres sous mes yeux..."
"DCG_VO_earthshaker_debuff_enemy_02"	"Quelles sont tes chances ?"
"DCG_VO_earthshaker_debuff_enemy_03"	"Tu ne peux pas arrêter l'inévitable..."
"DCG_VO_earthshaker_debuff_enemy_04"	"La mort viendra bientôt te chercher..."
"DCG_VO_earthshaker_debuff_enemy_05"	"Ton temps est compté..."
"DCG_VO_earthshaker_debuff_enemy_06"	"Tu finiras bien par tomber..."
"DCG_VO_earthshaker_debuff_enemy_07"	"On fait bien moins les malins maintenant, n'est-ce pas ?"
"DCG_VO_earthshaker_debuff_enemy_08"	"Abandonne, ça va mal finir pour toi."
"DCG_VO_earthshaker_debuff_enemy_09"	"Tu n'es qu'une coquille vide maintenant..."
"DCG_VO_earthshaker_debuff_enemy_10"	"Je vais te réduire en miettes..."
"DCG_VO_earthshaker_single_target_damage_01"	"Tu m'appartiens."
"DCG_VO_earthshaker_single_target_damage_02"	"Je te tiens..."
"DCG_VO_earthshaker_single_target_damage_03"	"J'ai plus de force que tu ne peux imaginer..."
"DCG_VO_earthshaker_single_target_damage_04"	"Trop facile..."
"DCG_VO_earthshaker_single_target_damage_05"	"Je ne fais que commencer..."
"DCG_VO_earthshaker_single_target_damage_06"	"Sens ma puissance..."
"DCG_VO_earthshaker_single_target_damage_07"	"Je vais te détruire..."
"DCG_VO_earthshaker_single_target_damage_08"	"Ta vie t'abandonne..."
"DCG_VO_earthshaker_single_target_damage_09"	"Tu ne peux pas lutter contre nous..."
"DCG_VO_earthshaker_single_target_damage_10"	"Tu n'allais jamais l'emporter."
"DCG_VO_earthshaker_multi_damage_small_01"	"Ce n'est qu'une infime partie de ce dont je suis capable..."
"DCG_VO_earthshaker_multi_damage_small_02"	"Je peux m'occuper de ces vers..."
"DCG_VO_earthshaker_multi_damage_small_03"	"Tous à la fois !"
"DCG_VO_earthshaker_multi_damage_small_04"	"Je m'en occupe..."
"DCG_VO_earthshaker_multi_damage_small_05"	"Laissez-moi faire de la place..."
"DCG_VO_earthshaker_multi_damage_small_06"	"Je m'occupe de désencombrer le champ de bataille..."
"DCG_VO_earthshaker_multi_damage_small_07"	"Je vais éliminer ces... distractions..."
"DCG_VO_earthshaker_multi_damage_small_08"	"Je n'ai pas peur des sbires..."
"DCG_VO_earthshaker_multi_damage_small_09"	"C'est l'heure d'équilibrer la balance..."
"DCG_VO_earthshaker_multi_damage_small_10"	"Je vais vous rappeler à qui vous avez affaire..."
"DCG_VO_earthshaker_multi_damage_large_01"	"ALLONS-Y TOUS ENSEMBLE !"
"DCG_VO_earthshaker_multi_damage_large_02"	"C'est terminé !"
"DCG_VO_earthshaker_multi_damage_large_03"	"Finissons-en !"
"DCG_VO_earthshaker_multi_damage_large_04"	"Contemplez le pouvoir de Trembleterre !"
"DCG_VO_earthshaker_multi_damage_large_05"	"Mon pouvoir est sans limites..."
"DCG_VO_earthshaker_multi_damage_large_06"	"Vous ne m'avez pas laissé le choix..."
"DCG_VO_earthshaker_multi_damage_large_07"	"C'est la fin pour vous..."
"DCG_VO_earthshaker_multi_damage_large_08"	"ADMIREZ MON POUVOIR !"
"DCG_VO_earthshaker_multi_damage_large_09"	"Je vais fendre les montagnes !"
"DCG_VO_earthshaker_multi_damage_large_10"	"Voici l'étendue de mon pouvoir !"
"DCG_VO_earthshaker_pleased_01"	"C'est bien."
"DCG_VO_earthshaker_pleased_02"	"Bravo."
"DCG_VO_earthshaker_pleased_03"	"Satisfaisant."
"DCG_VO_earthshaker_pleased_04"	"Ça marche plutôt bien..."
"DCG_VO_earthshaker_pleased_05"	"Exactement comme prévu."
"DCG_VO_earthshaker_pleased_06"	"Hmmm"
"DCG_VO_earthshaker_pleased_07"	"Oui !"
"DCG_VO_earthshaker_pleased_08"	"C'était imprévu..."
"DCG_VO_earthshaker_pleased_09"	"Intéressant..."
"DCG_VO_earthshaker_pleased_10"	"Ooooh..."
"DCG_VO_earthshaker_concerned_01"	"Hmmmm."
"DCG_VO_earthshaker_concerned_02"	"Il nous faut un plan..."
"DCG_VO_earthshaker_concerned_03"	"Ce n'est pas idéal..."
"DCG_VO_earthshaker_concerned_04"	"On peut s'en sortir... je crois..."
"DCG_VO_earthshaker_concerned_05"	"Voilà qui est troublant..."
"DCG_VO_earthshaker_concerned_06"	"Il faut que nous trouvions une solution..."
"DCG_VO_earthshaker_concerned_07"	"Voilà qui est problématique..."
"DCG_VO_earthshaker_concerned_08"	"Nous devons les arrêter..."
"DCG_VO_earthshaker_concerned_09"	"Le temps presse..."
"DCG_VO_earthshaker_concerned_10"	"On doit vite réfléchir..."
"DCG_VO_earthshaker_angry_01"	"Bon sang !"
"DCG_VO_earthshaker_angry_02"	"Oh, allons !"
"DCG_VO_earthshaker_angry_03"	"C'est absurde !"
"DCG_VO_earthshaker_angry_04"	"Incroyable !"
"DCG_VO_earthshaker_angry_05"	"Comment oses-tu ?"
"DCG_VO_earthshaker_angry_06"	"C'est de la folie !"
"DCG_VO_earthshaker_angry_07"	"Tu ne peux t'en prendre qu'à toi !"
"DCG_VO_earthshaker_angry_08"	"Tu vas payer pour ça !"
"DCG_VO_earthshaker_angry_09"	"Je vais réduire ton cadavre en poussière..."
"DCG_VO_earthshaker_angry_10"	"Je vais t'enterrer..."
"DCG_VO_earthshaker_arrogant_01"	"Qui ose s'opposer à moi ?"
"DCG_VO_earthshaker_arrogant_02"	"Pathétique..."
"DCG_VO_earthshaker_arrogant_03"	"Je m'attendais à un véritable défi..."
"DCG_VO_earthshaker_arrogant_04"	"Ce test n'est pas digne de mes talents..."
"DCG_VO_earthshaker_arrogant_05"	"Je peux t'écraser d'un simple revers de la main..."
"DCG_VO_earthshaker_arrogant_06"	"Rends-toi et épargne-toi l'humiliation..."
"DCG_VO_earthshaker_arrogant_07"	"Il n'y a aucune honte à reconnaître ton infériorité..."
"DCG_VO_earthshaker_arrogant_08"	"Tu ne pouvais rien contre moi."
"DCG_VO_earthshaker_arrogant_09"	"Quand je t'ai vu arriver, je savais que la bataille était gagnée..."
"DCG_VO_earthshaker_arrogant_10"	"Dois-je te rappeler qui je suis ?"
"DCG_VO_earthshaker_enigmatic_01"	"Les tambours de la guerre retentissent..."
"DCG_VO_earthshaker_enigmatic_02"	"Je suis l'élément terre incarné."
"DCG_VO_earthshaker_enigmatic_03"	"Le pouvoir de la terre circule en moi..."
"DCG_VO_earthshaker_enigmatic_04"	"Je ne crains rien."
"DCG_VO_earthshaker_enigmatic_05"	"Personne ne peut m'égaler ..."
"DCG_VO_earthshaker_enigmatic_06"	"Vous serez bientôt témoin de quelque chose de merveilleux et de terrible..."
"DCG_VO_earthshaker_enigmatic_07"	"Mon totem m'appelle..."
"DCG_VO_earthshaker_enigmatic_08"	"Le tambour que tu entends sonne ta perte..."
"DCG_VO_earthshaker_enigmatic_09"	"Mieux vaut mourir sur ce champ de bataille que vivre comme une pierre..."
"DCG_VO_earthshaker_enigmatic_10"	"Mon âme est indestructible..."
"DCG_VO_earthshaker_death_01"	"<i>Cris</i>"
"DCG_VO_drow_ranger_intro"	"C'est drôle, le pouvoir. On le veut tous mais on nous apprend à avoir honte de le convoiter. Le pouvoir n'est ni bon ni mauvais. C'est la liberté. C'est vivre la vie que l'on veut, selon ses propres conditions. La source du pouvoir fait souvent l'objet de critiques, mais avec le temps, l'histoire l'oublie... et ne se souvient que de ce que vous en faites. Ils peuvent me juger pour avoir aidé Kanna, mais ils finiront par comprendre."
"DCG_VO_drow_avernus_blessing_new"	"Si Abaddon n'accepte pas de partager la brume d'Avernus, je vais devoir trouver un moyen de m'en emparer."
"DCG_VO_drow_ranger_caught_unprepared"	"Pas besoin d'une arme, il suffit d'être plus rapide que le type qui en a une."
"DCG_VO_drow_ranger_friendly_fire"	"On ne peut jamais faire confiance à des amis."
"DCG_VO_drow_ranger_grazing_shot"	"Je ne dis pas que la Rôdeuse du vent est une mauvaise archère. Je dis juste qu'elle ne sait vraiment pas tirer."
"DCG_VO_drow_ranger_gust"	"La victoire n'est jamais assurée... C'est justement quand vous pensez que vos ennemis ne peuvent plus rien faire que vous avez le plus de chances de perdre."
"DCG_VO_drow_ranger_juke"	"J'ai réussi à survivre jusqu'ici car je reste toujours en mouvement..."
"DCG_VO_drow_ranger_equip_generic_weapon_01"	"C'est ce qu'il me fallait."
"DCG_VO_drow_ranger_equip_generic_weapon_02"	"Mes ennemis tomberont vite."
"DCG_VO_drow_ranger_equip_generic_weapon_03"	"Il n'y a rien que je ne puisse chasser."
"DCG_VO_drow_ranger_equip_generic_weapon_04"	"Je pense pouvoir m'en servir..."
"DCG_VO_drow_ranger_equip_generic_weapon_05"	"À ta place, je commencerais à courir..."
"DCG_VO_drow_ranger_equip_generic_armor_01"	"Je ne vais pas quitter le champ de bataille..."
"DCG_VO_drow_ranger_equip_generic_armor_02"	"Super, je veux rester aussi longtemps que possible."
"DCG_VO_drow_ranger_equip_generic_armor_03"	"Bon investissement."
"DCG_VO_drow_ranger_equip_generic_armor_04"	"J'ai toujours un coup d'avance."
"DCG_VO_drow_ranger_equip_generic_armor_05"	"Je suis une survivante..."
"DCG_VO_drow_ranger_equip_generic_accessory_01"	"Plus longtemps je reste en vie, plus je peux vous aider..."
"DCG_VO_drow_ranger_equip_generic_accessory_02"	"Je bougerai pas."
"DCG_VO_drow_ranger_equip_generic_accessory_03"	"Ça peut servir..."
"DCG_VO_drow_ranger_equip_generic_accessory_04"	"Parfait."
"DCG_VO_drow_ranger_equip_generic_accessory_05"	"C'est juste ce que je cherchais."
"DCG_VO_drow_ranger_kill_rival_01"	"Tu ne survivras pas à ça."
"DCG_VO_drow_ranger_kill_rival_02"	"Bonne nuit."
"DCG_VO_drow_ranger_kill_rival_03"	"Ce n'est rien de personnel."
"DCG_VO_drow_ranger_kill_rival_04"	"Tu n'allais pas t'en sortir comme ça."
"DCG_VO_drow_ranger_kill_rival_05"	"Tu n'aurais jamais dû venir ici."
"DCG_VO_drow_ranger_kill_rival_06"	"Personne ne peut m'égaler."
"DCG_VO_drow_ranger_kill_rival_07"	"Il n'y a aucune honte à mourir contre la meilleure."
"DCG_VO_drow_ranger_kill_rival_08"	"C'était inévitable."
"DCG_VO_drow_ranger_kill_rival_09"	"J'aimerais voir cette imbécile de Rôdeuse du vent faire pareil..."
"DCG_VO_drow_ranger_kill_rival_10"	"Trop facile."
"DCG_VO_drow_ranger_use_include_01"	"Je ne crois pas, non ..."
"DCG_VO_drow_ranger_use_include_02"	"Tais-toi."
"DCG_VO_drow_ranger_use_include_03"	"Fini les tours de passe-passe."
"DCG_VO_drow_ranger_unique_01"	"Au moins, tu vas mourir en souriant."
"DCG_VO_drow_ranger_unique_02"	"Tu n'es qu'une fanatique, Prellex..."
"DCG_VO_drow_ranger_unique_03"	"Tu as dépassé les bornes, Kanna..."
"DCG_VO_drow_ranger_unique_04"	"J'adore travailler avec toi, Sylverbe..."
"DCG_VO_drow_ranger_unique_05"	"C'est l'heure de mon triomphe, pas le tien..."
"DCG_VO_drow_ranger_unique_06"	"Oh que non !"
"DCG_VO_drow_ranger_unique_07"	"Je ne vais pas prendre de risque..."
"DCG_VO_drow_ranger_unique_08"	"Je ne vais pas attendre de voir ce que tu as préparé..."
"DCG_VO_drow_ranger_unique_09"	"Un accord reste un accord, Kanna. N'oublie pas de remplir ta part du marché."
