"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont e eu discordamos em muitas coisas, mas ele teve a sabedoria de reconhecer os perigos de enfurecer o Vazio Sem Rosto. O Tratado de Claszureme não me anima muito, a cronomancia era bem divertida. Mas sabe o que também é legal? Não destruírem a sua linha temporal."
"DCG_VO_tinker_permanent_attack_01"	"Hora de regular os instrumentos..."
"DCG_VO_tinker_permanent_attack_02"	"As minhas máquinas têm a revisão em dia..."
"DCG_VO_tinker_permanent_attack_03"	"Hora de um aprimoramento..."
"DCG_VO_tinker_permanent_attack_04"	"Maior e melhor!"
"DCG_VO_tinker_permanent_attack_05"	"Guerra é a minha especialidade..."
"DCG_VO_tinker_permanent_health_01"	"Melhor do que nunca..."
"DCG_VO_tinker_permanent_health_02"	"É importante levar as fraquezas em consideração..."
"DCG_VO_tinker_permanent_health_03"	"Nunca pare de aprimorar nada... nem a si mesmo..."
"DCG_VO_tinker_permanent_health_04"	"Tem sempre um jeito de deixar tudo mais perfeito!"
"DCG_VO_tinker_permanent_health_05"	"Ao contrário do Franco-atirador, eu me cuido..."
"DCG_VO_tinker_cast_spell_01"	"Aproveita..."
"DCG_VO_tinker_cast_spell_02"	"Espero que você tenha se preparado..."
"DCG_VO_tinker_cast_spell_03"	"Eu planejo com antecedência..."
"DCG_VO_tinker_cast_spell_04"	"Eu sempre penso lá na frente..."
"DCG_VO_tinker_cast_spell_05"	"Não subestime investimentos de longo prazo..."
"DCG_VO_tinker_cast_spell_06"	"Não é feitiçaria, é tecnologia!"
"DCG_VO_tinker_cast_spell_07"	"Não tem problema se impressionar..."
"DCG_VO_tinker_cast_spell_08"	"Aqui vai uma coisinha que eu andei aprimorando..."
"DCG_VO_tinker_cast_spell_09"	"Qual será a minha próxima invenção?"
"DCG_VO_tinker_cast_spell_10"	"Mais um exemplo da engenhosidade dos keen."
"DCG_VO_tinker_buff_ally_01"	"Toma aí..."
"DCG_VO_tinker_buff_ally_02"	"Sorte a sua ter um colega genial..."
"DCG_VO_tinker_buff_ally_03"	"Deixa eu te ajudar..."
"DCG_VO_tinker_buff_ally_04"	"Acho que isso pode te ajudar..."
"DCG_VO_tinker_buff_ally_05"	"Te dou cobertura."
"DCG_VO_tinker_buff_ally_06"	"Você pode ser a minha cobaia..."
"DCG_VO_tinker_buff_ally_07"	"Deixa eu facilitar um pouco a sua vida..."
"DCG_VO_tinker_buff_ally_08"	"Sempre pronto pra fazer experiências... digo, ajudar os amigos."
"DCG_VO_tinker_buff_ally_09"	"Acho que você vai gostar dos resultados..."
"DCG_VO_tinker_buff_ally_10"	"Deixa eu te dar uma mãozinha..."
"DCG_VO_tinker_debuff_enemy_01"	"Vai funcionar melhor que o esperado..."
"DCG_VO_tinker_debuff_enemy_02"	"Isso deve ser desagradável."
"DCG_VO_tinker_debuff_enemy_03"	"Não esquenta, o seu sofrimento acaba logo, logo..."
"DCG_VO_tinker_debuff_enemy_04"	"O seu tempo está acabando..."
"DCG_VO_tinker_debuff_enemy_05"	"Quanto tempo isso vai levar pra te matar?"
"DCG_VO_tinker_debuff_enemy_06"	"Agora eu vou me divertir..."
"DCG_VO_tinker_debuff_enemy_07"	"Não sobrou quase nada do que você era antes..."
"DCG_VO_tinker_debuff_enemy_08"	"Faz fraquejar, não faz?"
"DCG_VO_tinker_debuff_enemy_09"	"A sua força diminui a cada instante..."
"DCG_VO_tinker_debuff_enemy_10"	"Você era tão forte... até eu planejar a sua morte."
"DCG_VO_tinker_single_target_damage_01"	"Deixa comigo."
"DCG_VO_tinker_single_target_damage_02"	"Eu cuido disso."
"DCG_VO_tinker_single_target_damage_03"	"Patético."
"DCG_VO_tinker_single_target_damage_04"	"Ninguém está fora do meu alcance!"
"DCG_VO_tinker_single_target_damage_05"	"Medo de você? Me poupe."
"DCG_VO_tinker_single_target_damage_06"	"Eu me planejei para qualquer contingência."
"DCG_VO_tinker_single_target_damage_07"	"Tchau."
"DCG_VO_tinker_single_target_damage_08"	"Até."
"DCG_VO_tinker_single_target_damage_09"	"Você está na minha mira..."
"DCG_VO_tinker_single_target_damage_10"	"Isto não vai acabar bem para você."
"DCG_VO_tinker_multi_damage_small_01"	"Um pequeno contratempo, só isso..."
"DCG_VO_tinker_multi_damage_small_02"	"Bum."
"DCG_VO_tinker_multi_damage_small_03"	"Não há como se esconder de mim."
"DCG_VO_tinker_multi_damage_small_04"	"Eu mato quem eu quiser."
"DCG_VO_tinker_multi_damage_small_05"	"Saca só..."
"DCG_VO_tinker_multi_damage_small_06"	"Ah, olha... um monte de vocês... que impressionante..."
"DCG_VO_tinker_multi_damage_small_07"	"Tem pra todo mundo..."
"DCG_VO_tinker_multi_damage_small_08"	"Hahahahaha!"
"DCG_VO_tinker_multi_damage_small_09"	"Podem chamar quantos amigos vocês quiserem!"
"DCG_VO_tinker_multi_damage_small_10"	"Morram, morram, morram!"
"DCG_VO_tinker_multi_damage_large_01"	"EU VOU MATAR TODOS VOCÊS!"
"DCG_VO_tinker_multi_damage_large_02"	"Sem sobreviventes!"
"DCG_VO_tinker_multi_damage_large_03"	"Vamos juntos!"
"DCG_VO_tinker_multi_damage_large_04"	"Vou te levar comigo!"
"DCG_VO_tinker_multi_damage_large_05"	"A ciência requer sacrifícios..."
"DCG_VO_tinker_multi_damage_large_06"	"Eu projetei tudo sozinho!"
"DCG_VO_tinker_multi_damage_large_07"	"Contemplem a minha genialidade!"
"DCG_VO_tinker_multi_damage_large_08"	"Não esquenta, vocês vão todos morrer!"
"DCG_VO_tinker_multi_damage_large_09"	"Tá... Vou ter que usar armas maiores..."
"DCG_VO_tinker_multi_damage_large_10"	"Chega de brincadeira..."
"DCG_VO_tinker_pleased_01"	"Hum."
"DCG_VO_tinker_pleased_02"	"Maravilha."
"DCG_VO_tinker_pleased_03"	"Ótimo."
"DCG_VO_tinker_pleased_04"	"Perfeito."
"DCG_VO_tinker_pleased_05"	"Gostei."
"DCG_VO_tinker_pleased_06"	"Estamos indo bem."
"DCG_VO_tinker_pleased_07"	"Tudo conforme o planejado..."
"DCG_VO_tinker_pleased_08"	"Tá de bom tamanho."
"DCG_VO_tinker_pleased_09"	"Um preço aceitável a pagar."
"DCG_VO_tinker_pleased_10"	"Heh, valeu a pena."
"DCG_VO_tinker_concerned_01"	"Hmmm."
"DCG_VO_tinker_concerned_02"	"Não sei não..."
"DCG_VO_tinker_concerned_03"	"Parece que é mais difícil que o esperado..."
"DCG_VO_tinker_concerned_04"	"Não sei se gostei disso..."
"DCG_VO_tinker_concerned_05"	"Acho que eu vou morrer..."
"DCG_VO_tinker_concerned_06"	"As minhas chances de sobrevivência parecem... pífias..."
"DCG_VO_tinker_concerned_07"	"Como eu fui me meter nessa confusão?"
"DCG_VO_tinker_concerned_08"	"Como foi que eu errei os cálculos?"
"DCG_VO_tinker_concerned_09"	"Eu vou achar um jeito de sair dessa..."
"DCG_VO_tinker_concerned_10"	"Eu sei que tem uma solução... só falta descobrir qual é..."
"DCG_VO_tinker_angry_01"	"Droga!"
"DCG_VO_tinker_angry_02"	"Como se atreve?!"
"DCG_VO_tinker_angry_03"	"Você quer atrapalhar a minha pesquisa?!"
"DCG_VO_tinker_angry_04"	"Você se considera superior a mim?"
"DCG_VO_tinker_angry_05"	"Você chama isso de robô?"
"DCG_VO_tinker_angry_06"	"Eu não vou deixar você escapar!"
"DCG_VO_tinker_angry_07"	"Ninguém se esconde de mim!"
"DCG_VO_tinker_angry_08"	"Eu vou provar a minha genialidade!"
"DCG_VO_tinker_angry_09"	"Você vai pagar caro!"
"DCG_VO_tinker_angry_10"	"Acabou a brincadeira..."
"DCG_VO_tinker_arrogant_01"	"Idiotas, vocês não vão me segurar!"
"DCG_VO_tinker_arrogant_02"	"Eu sou a maior mente keen desta geração..."
"DCG_VO_tinker_arrogant_03"	"Intelecto nenhum se compara ao dos keen..."
"DCG_VO_tinker_arrogant_04"	"Parabéns! Você me forneceu as ferramentas da sua própria destruição..."
"DCG_VO_tinker_arrogant_05"	"Você caiu direitinho na minha armadilha..."
"DCG_VO_tinker_arrogant_06"	"Eu vou usar as suas próprias armas contra você..."
"DCG_VO_tinker_arrogant_07"	"Você se acha mais inteligente que eu?"
"DCG_VO_tinker_arrogant_08"	"Se tem uma coisa que os keen aperfeiçoaram foi a guerra."
"DCG_VO_tinker_arrogant_09"	"Não existe torre que eu não possa destruir."
"DCG_VO_tinker_arrogant_10"	"Eu não preciso de ajuda, só gosto quando os meus amigos se sentem úteis..."
"DCG_VO_tinker_enigmatic_01"	"Ao trabalho..."
"DCG_VO_tinker_enigmatic_02"	"Tem muito trabalho a ser feito..."
"DCG_VO_tinker_enigmatic_03"	"Mais uma invenção, cortesia dos keen."
"DCG_VO_tinker_enigmatic_04"	"Nós precisamos é de uma arma maior..."
"DCG_VO_tinker_enigmatic_05"	"Eu tenho o aparato certo..."
"DCG_VO_tinker_enigmatic_06"	"Ah, eles vão odiar isso aqui..."
"DCG_VO_tinker_enigmatic_07"	"Este lugar não é para você."
"DCG_VO_tinker_enigmatic_08"	"Você começou uma briga que não pode vencer."
"DCG_VO_tinker_enigmatic_09"	"Eu controlo o campo de batalha..."
"DCG_VO_tinker_enigmatic_10"	"Tempos de desespero requerem medidas desesperadas..."
"DCG_VO_tinker_death_01"	"<i>Grito</i>"
"DCG_VO_tidehunter_intro"	"O meu domínio sobre os mares é absoluto... em breve, o mesmo vai valer para a terra."
"DCG_VO_tidehunter_kraken_shell_intro"	"Que mochila o quê."
"DCG_VO_tidehunter_clear_the_deck_intro"	"Kunkka pode se esconder no barco, se quiser. Não vai adiantar de nada."
"DCG_VO_tidehunter_use_ability_01"	"Devastar!"
"DCG_VO_tidehunter_use_ability_02"	"Você não vai a lugar nenhum..."
"DCG_VO_tidehunter_use_ability_03"	"Eu sou o seu soberano!"
"DCG_VO_tidehunter_use_ability_04"	"Hahahahaha!"
"DCG_VO_tidehunter_use_ability_05"	"<i>Rugido</i>"
"DCG_VO_tidehunter_equip_generic_weapon_01"	"Vai ser útil."
"DCG_VO_tidehunter_equip_generic_weapon_02"	"Perfeito para estorvar o Kunkka."
"DCG_VO_tidehunter_equip_generic_weapon_03"	"Os meus inimigos logo cairão."
"DCG_VO_tidehunter_equip_generic_weapon_04"	"Eu trago a morte para os terrestres."
"DCG_VO_tidehunter_equip_generic_weapon_05"	"Eu vou dar a eles algo para temer."
"DCG_VO_tidehunter_equip_generic_armor_01"	"Nada vai me impedir."
"DCG_VO_tidehunter_equip_generic_armor_02"	"Eu resisto a qualquer tempestade."
"DCG_VO_tidehunter_equip_generic_armor_03"	"Que surpresa, cabe em mim."
"DCG_VO_tidehunter_equip_generic_armor_04"	"Vai servir."
"DCG_VO_tidehunter_equip_generic_armor_05"	"Quem pode me oferecer perigo agora?"
"DCG_VO_tidehunter_equip_generic_accessory_01"	"Que penduricalho adorável."
"DCG_VO_tidehunter_equip_generic_accessory_02"	"Eu sei como usar."
"DCG_VO_tidehunter_equip_generic_accessory_03"	"Vai me ajudar a continuar na luta."
"DCG_VO_tidehunter_equip_generic_accessory_04"	"Outro tesouro das profundezas."
"DCG_VO_tidehunter_equip_generic_accessory_05"	"Ahhh, essas coisinhas humanas..."
"DCG_VO_tidehunter_kill_rival_01"	"Morra!"
"DCG_VO_tidehunter_kill_rival_02"	"Vai dar uma bela isca..."
"DCG_VO_tidehunter_kill_rival_03"	"Foi tolice sua me enfrentar."
"DCG_VO_tidehunter_kill_rival_04"	"Eu sou o senhor dos mares!"
"DCG_VO_tidehunter_kill_rival_05"	"Achou que dava conta do Campeão das Ilhas Submersas?"
"DCG_VO_tidehunter_kill_rival_06"	"Ninguém fica no meu caminho."
"DCG_VO_tidehunter_kill_rival_07"	"Patético."
"DCG_VO_tidehunter_kill_rival_08"	"Fácil demais."
"DCG_VO_tidehunter_kill_rival_09"	"Você não pode me deter."
"DCG_VO_tidehunter_kill_rival_10"	"Nada vai me deter!"
"DCG_VO_tidehunter_use_include_01"	"As profundezas me protegem."
"DCG_VO_tidehunter_use_include_02"	"Tesouros das profundezas."
"DCG_VO_tidehunter_use_include_03"	"Uma dádiva das profundezas."
"DCG_VO_tidehunter_unique_01"	"Posso devastar este lugar quando quiser..."
"DCG_VO_tidehunter_unique_02"	"Logo devastarei todos vocês."
"DCG_VO_tidehunter_unique_03"	"Você só está de pé porque eu quero."
"DCG_VO_tidehunter_unique_04"	"Eu mesmo faço isso."
"DCG_VO_tidehunter_unique_05"	"Não preciso de ajuda nenhuma."
"DCG_VO_tidehunter_unique_06"	"O Caçador da Maré luta sozinho... como sempre."
"DCG_VO_tidehunter_unique_07"	"Assassina... você veio aqui só para morrer."
"DCG_VO_tidehunter_unique_08"	"Mal posso esperar para devorar uma irmã do véu."
"DCG_VO_tidehunter_unique_09"	"Eu não vou ser um dos seus troféus."
"DCG_VO_tidehunter_unique_10"	"Sinto muito, Gondar... Esta recompensa está fora do seu alcance."
"DCG_VO_tidehunter_unique_11"	"Você parece benevolente, Encantadora. Eu não vou te devorar."
"DCG_VO_tidehunter_unique_12"	"Nós vamos destruir tudo..."
"DCG_VO_tidehunter_unique_13"	"Machado, juntos somos invencíveis."
"DCG_VO_tidehunter_unique_14"	"Eu vou rachar esse casco de metal!"
"DCG_VO_tidehunter_unique_16"	"Deus nenhum se compara a Maelrawn!"
"DCG_VO_tidehunter_unique_17"	"Já acabou, você só não percebeu ainda."
"DCG_VO_tidehunter_unique_18"	"IIISSO!"
"DCG_VO_tidehunter_unique_19"	"Vamos varrer você como uma onda!"
"DCG_VO_tidehunter_unique_20"	"Eu vou aonde eu bem entender."
"DCG_VO_tidehunter_healed_01"	"Ahhh."
"DCG_VO_tidehunter_healed_02"	"Valeu."
"DCG_VO_tidehunter_healed_03"	"Muito obrigado."
"DCG_VO_tidehunter_healed_04"	"Eu vou me lembrar disso."
"DCG_VO_tidehunter_healed_05"	"Uma escolha sábia."
"DCG_VO_tidehunter_taunt_generic_01"	"Tenha medo!"
"DCG_VO_tidehunter_taunt_generic_02"	"O fim está próximo!"
"DCG_VO_tidehunter_taunt_generic_03"	"A sua hora chegou!"
"DCG_VO_tidehunter_taunt_generic_04"	"Nada impedirá a minha vitória!"
"DCG_VO_tidehunter_taunt_generic_05"	"Esmaguem o Ancestral!"
"DCG_VO_tidehunter_taunt_generic_06"	"Que nada reste por onde passarmos!"
"DCG_VO_tidehunter_taunt_generic_07"	"A nossa vitória é tão inevitável quanto a maré..."
"DCG_VO_tidehunter_taunt_generic_08"	"Por Maelrawn!"
"DCG_VO_tidehunter_taunt_generic_09"	"Corram enquanto podem!"
"DCG_VO_tidehunter_taunt_generic_10"	"Este momento é meu!"
"DCG_VO_tidehunter_potential_kill_01"	"A morte vem no seu encalço..."
"DCG_VO_tidehunter_potential_kill_02"	"Você vai ser um belo lanche."
"DCG_VO_tidehunter_potential_kill_03"	"Você não pode se esconder de mim."
"DCG_VO_tidehunter_potential_kill_04"	"Eu vou pegar você..."
"DCG_VO_tidehunter_potential_kill_05"	"Não se preocupe, daqui a pouco você morre."
"DCG_VO_tidehunter_potential_save_01"	"Não tem como me matar!"
"DCG_VO_tidehunter_potential_save_02"	"Se Kunkka não pode me matar, que chance você tem?"
"DCG_VO_tidehunter_potential_save_03"	"Você vai ter que se empenhar mais..."
"DCG_VO_tidehunter_potential_save_04"	"Bela tentativa."
"DCG_VO_tidehunter_potential_save_05"	"Acho que não."
"DCG_VO_tidehunter_permanent_armor_01"	"Eu não sinto dor."
"DCG_VO_tidehunter_permanent_armor_02"	"Agora eu fiquei mais robusto..."
"DCG_VO_tidehunter_permanent_armor_03"	"Ninguém vai me ferir."
"DCG_VO_tidehunter_permanent_armor_04"	"Mais resistente a cada instante."
"DCG_VO_tidehunter_permanent_armor_05"	"Os terrestres não sabem o que estão enfrentando."
"DCG_VO_tidehunter_permanent_attack_01"	"Eu estou mais forte!"
"DCG_VO_tidehunter_permanent_attack_02"	"O meu poder revolve como as marés!"
"DCG_VO_tidehunter_permanent_attack_03"	"Eu afogarei todos os meus inimigos."
"DCG_VO_tidehunter_permanent_attack_04"	"Eu vou lanchar os meus inimigos."
"DCG_VO_tidehunter_permanent_attack_05"	"O Caçador da Maré emerge..."
"DCG_VO_tidehunter_permanent_health_01"	"O que pode me matar?"
"DCG_VO_tidehunter_permanent_health_02"	"Eu sou o Leviatã!"
"DCG_VO_tidehunter_permanent_health_03"	"Não temo batalha alguma."
"DCG_VO_tidehunter_permanent_health_04"	"Você não vai conseguir me derrubar."
"DCG_VO_tidehunter_permanent_health_05"	"Este campo de batalha é meu!"
"DCG_VO_tidehunter_cast_spell_01"	"Os mistérios das profundezas pertencem somente a mim."
"DCG_VO_tidehunter_cast_spell_02"	"O meu poder advém das marés."
"DCG_VO_tidehunter_cast_spell_03"	"Eu vou lhe mostrar o poder das profundezas..."
"DCG_VO_tidehunter_cast_spell_04"	"As Ilhas Submersas guardam muitos mistérios..."
"DCG_VO_tidehunter_cast_spell_05"	"Um servo de Maelrawn recebe muitas dádivas..."
"DCG_VO_tidehunter_cast_spell_06"	"Você não pode me deter..."
"DCG_VO_tidehunter_cast_spell_07"	"Você ainda acha que pode vencer?"
"DCG_VO_tidehunter_cast_spell_08"	"Terrestre... os seus dias estão contados."
"DCG_VO_tidehunter_cast_spell_09"	"Morte aos terrestres!"
"DCG_VO_tidehunter_cast_spell_10"	"Talvez isso chame a atenção do Kunkka..."
"DCG_VO_tidehunter_death_01"	"<i>Grito</i>"
"DCG_VO_tidehunter_buff_ally_01"	"Trago novas dos mares..."
"DCG_VO_tidehunter_buff_ally_02"	"As profundezas contêm muitos mistérios..."
"DCG_VO_tidehunter_buff_ally_03"	"Temos que cuidar uns dos outros..."
"DCG_VO_tidehunter_buff_ally_04"	"Olá, camarada..."
"DCG_VO_tidehunter_buff_ally_05"	"O Leviatã recompensa os seus aliados..."
"DCG_VO_tidehunter_buff_ally_06"	"Maelrawn tem muito a lhe oferecer..."
"DCG_VO_tidehunter_buff_ally_07"	"Sinta a força de Maelrawn..."
"DCG_VO_tidehunter_buff_ally_08"	"Eu lhe ofereço a força do oceano..."
"DCG_VO_tidehunter_buff_ally_09"	"Nós nos tornaremos uma onda devastadora..."
"DCG_VO_tidehunter_buff_ally_10"	"Confie no Caçador da Maré..."
"DCG_VO_tidehunter_debuff_enemy_01"	"Eu vou moer você..."
"DCG_VO_tidehunter_debuff_enemy_02"	"Você não impressiona..."
"DCG_VO_tidehunter_debuff_enemy_03"	"Cada vez mais fraco..."
"DCG_VO_tidehunter_debuff_enemy_04"	"Quanta fraqueza."
"DCG_VO_tidehunter_debuff_enemy_05"	"Que chance você tem contra mim?"
"DCG_VO_tidehunter_debuff_enemy_06"	"A sua força te abandona..."
"DCG_VO_tidehunter_debuff_enemy_07"	"Você nunca me derrotará..."
"DCG_VO_tidehunter_debuff_enemy_08"	"Terrestre idiota..."
"DCG_VO_tidehunter_debuff_enemy_09"	"A sua morte está próxima..."
"DCG_VO_tidehunter_debuff_enemy_10"	"Eu me divirto brincando com você..."
"DCG_VO_tidehunter_single_target_damage_01"	"Eu vou te esmagar!"
"DCG_VO_tidehunter_single_target_damage_02"	"Eu vou destroçar você!"
"DCG_VO_tidehunter_single_target_damage_03"	"Você vai saber o que é sofrimento."
"DCG_VO_tidehunter_single_target_damage_04"	"Vou palitar os meus dentes com os seus ossos..."
"DCG_VO_tidehunter_single_target_damage_05"	"Não vai sobrar nada de você..."
"DCG_VO_tidehunter_single_target_damage_06"	"Pode deixar comigo..."
"DCG_VO_tidehunter_single_target_damage_07"	"Venha me enfrentar, terrestre..."
"DCG_VO_tidehunter_single_target_damage_08"	"Eu não temo ninguém."
"DCG_VO_tidehunter_single_target_damage_09"	"Que as águas corram vermelhas..."
"DCG_VO_tidehunter_single_target_damage_10"	"Como você esperava me vencer?"
"DCG_VO_tidehunter_multi_damage_small_01"	"Hmm, inútil..."
"DCG_VO_tidehunter_multi_damage_small_02"	"É melhor vocês fugirem."
"DCG_VO_tidehunter_multi_damage_small_03"	"A maré não vai parar de subir..."
"DCG_VO_tidehunter_multi_damage_small_04"	"E assim tem início..."
"DCG_VO_tidehunter_multi_damage_small_05"	"Um a um, vocês sucumbirão..."
"DCG_VO_tidehunter_multi_damage_small_06"	"Eu vou passar por cada um de vocês..."
"DCG_VO_tidehunter_multi_damage_small_07"	"Isso é tudo que vocês têm para me deter?"
"DCG_VO_tidehunter_multi_damage_small_08"	"Eu esperava adversários dignos..."
"DCG_VO_tidehunter_multi_damage_small_09"	"Vou lhes mostrar o que fiz com a tripulação do Kunkka..."
"DCG_VO_tidehunter_multi_damage_small_10"	"Chegou a sua hora..."
"DCG_VO_tidehunter_multi_damage_large_01"	"Eu vou matar todos vocês!"
"DCG_VO_tidehunter_multi_damage_large_02"	"Vou afogar todos vocês!"
"DCG_VO_tidehunter_multi_damage_large_03"	"Vocês todos morrerão aqui!"
"DCG_VO_tidehunter_multi_damage_large_04"	"Nenhum de vocês escapará!"
"DCG_VO_tidehunter_multi_damage_large_05"	"Vou enfrentar todos vocês!"
"DCG_VO_tidehunter_multi_damage_large_06"	"Deixem esses terrestres comigo..."
"DCG_VO_tidehunter_multi_damage_large_07"	"Uma oferenda a Maelrawn..."
"DCG_VO_tidehunter_multi_damage_large_08"	"Eu sou inigualável!"
"DCG_VO_tidehunter_multi_damage_large_09"	"Eu aceito o desafio..."
"DCG_VO_tidehunter_multi_damage_large_10"	"Todos vocês vão morrer!"
"DCG_VO_tidehunter_pleased_01"	"Ótimo."
"DCG_VO_tidehunter_pleased_02"	"Belo dia para uma guerra."
"DCG_VO_tidehunter_pleased_03"	"Maelrawn está contente conosco..."
"DCG_VO_tidehunter_pleased_04"	"As coisas estão indo bem..."
"DCG_VO_tidehunter_pleased_05"	"Hum... a terra firme é surpreendentemente agradável..."
"DCG_VO_tidehunter_pleased_06"	"Tudo está no seu devido lugar..."
"DCG_VO_tidehunter_pleased_07"	"A batalha está ao nosso favor..."
"DCG_VO_tidehunter_pleased_08"	"Tudo está se alinhando perfeitamente..."
"DCG_VO_tidehunter_pleased_09"	"Eles não têm respostas para nós..."
"DCG_VO_tidehunter_pleased_10"	"Perfeito."
"DCG_VO_tidehunter_concerned_01"	"Como isso pôde acontecer?"
