"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"ピアポントとは意見が合わない点も多いけど、フェイスレスヴォイドを怒らせるのは危険だと気づいた彼は賢明だった。私はクラスズリーム協定はあまり好きじゃない。時間魔術は楽しかったからね。でも、世界の時系列がムチャクチャになるよりはましさ。"
"DCG_VO_drow_ranger_arrogant_09"	"私が誰か知らないようね…"
"DCG_VO_drow_ranger_arrogant_10"	"誰を相手にしているか、分からせてやるわ…"
"DCG_VO_drow_ranger_enigmatic_01"	"風がささやく…"
"DCG_VO_drow_ranger_enigmatic_02"	"森のことなら知っている…"
"DCG_VO_drow_ranger_enigmatic_03"	"時として力には犠牲がつきもの。"
"DCG_VO_drow_ranger_enigmatic_04"	"自慢するつもりはないわ。"
"DCG_VO_drow_ranger_enigmatic_05"	"他に選択肢がなかったの。"
"DCG_VO_drow_ranger_enigmatic_06"	"私かあなたか… どちらかよ。"
"DCG_VO_drow_ranger_enigmatic_07"	"私の実力を味わうがいいわ。"
"DCG_VO_drow_ranger_enigmatic_08"	"私の力を知らないのね。"
"DCG_VO_drow_ranger_enigmatic_09"	"信じて、軽い罰で済ませてあげるわ。"
"DCG_VO_drow_ranger_enigmatic_10"	"これはほんの始まりに過ぎないわ…"
"DCG_VO_drow_ranger_death_01"	"<i>叫び声</i>"
"DCG_VO_kanna_intro"	"私は約束を守る女。虚弱体質を治す方法を見つけ強くなることを母に誓った。そして、その誓いを叶えてくれたのがダイアーだった。強さと引き換えに私はダイアーに強力な軍隊を約束した…だからあなた達は今ここにいる。この砦を築いた日、私はあなた達に目的を授けることを約束した…その目的とは、戦いに勝利し、ダイアーに仕えることに他ならない。私は約束を守る女。そして今日、新たな約束をしよう。間もなくプレレックスの体は、彼女の偽りの神の瓦礫に押しつぶされることになる。そしてその日が来たとき、あなた達は計り知れないほどの報酬を手にすることになる。"
"DCG_VO_kanna_diabolic_revalation_intro"	"私の母はエンシェントの代弁者。エンシェントの願いは、秩序と平和と献身だと母は言うけれど、それは間違っている。エンシェントの願いはただ一つ… それは血。"
"DCG_VO_kanna_call_the_reserves_intro"	"ダイアーの怒りからは逃れられない。"
"DCG_VO_kanna_prey_on_the_weak_intro"	"レディアントの狂信者どもが命からがら逃げるのを見るのは、格別ね。"
"DCG_VO_kanna_hound_of_war_intro"	"彼らは血の匂いを嗅ぎつける。でも彼らが追い求めているものは恐怖だ。"
"DCG_VO_kanna_altar_of_the_mad_moon"	"母はレディアントの慈悲を謳うけれど… 私は彼らの真の目的を知っている。彼らが何をする気かも… そして私は、彼らの奴隷になるつもりなどない。"
"DCG_VO_kanna_annihilation"	"エンシェントの力を怖れなさい。それが賢明よ…"
"DCG_VO_kanna_better_late_than_never"	"プレレックスの軍勢は日ごとに大きくなっている。今はまだまとまりがないけど、母のことだから私にはよくわかる。彼らが真の脅威になるのは時間の問題だわ。"
"DCG_VO_kanna_compel"	"ある者は支配者になるべくして生まれてくる。ほとんどの者達は支配されるために生まれてくる。"
"DCG_VO_kanna_equip_generic_weapon_01"	"戦う準備はできているわ。"
"DCG_VO_kanna_equip_generic_weapon_02"	"これは得意なの。"
"DCG_VO_kanna_equip_generic_weapon_03"	"完璧ね。"
"DCG_VO_kanna_equip_generic_weapon_04"	"敵を倒してやる。"
"DCG_VO_kanna_equip_generic_weapon_05"	"戦いなんて怖くない。"
"DCG_VO_kanna_equip_generic_armor_01"	"私が先陣を切るわ。"
"DCG_VO_kanna_equip_generic_armor_02"	"私は生き残る者よ。"
"DCG_VO_kanna_equip_generic_armor_03"	"これが必要だったの。"
"DCG_VO_kanna_equip_generic_armor_04"	"レディアントが私を狩る気なら、お手並み拝見ね。"
"DCG_VO_kanna_equip_generic_armor_05"	"戦いの準備を。"
"DCG_VO_kanna_equip_generic_accessory_01"	"これは私にお似合いね。"
"DCG_VO_kanna_equip_generic_accessory_02"	"上手く使いこなしてみせるわ。"
"DCG_VO_kanna_equip_generic_accessory_03"	"これは役に立ちそうね。"
"DCG_VO_kanna_equip_generic_accessory_04"	"戦いが迫っているわ。"
"DCG_VO_kanna_equip_generic_accessory_05"	"私の勝利は近いわよ。"
"DCG_VO_kanna_kill_rival_01"	"死を覚悟しなさい。"
"DCG_VO_kanna_kill_rival_02"	"ダイアーを否定する者は容赦しない。"
"DCG_VO_kanna_kill_rival_03"	"間もなくお前は敗北を知る。"
"DCG_VO_kanna_kill_rival_04"	"お前の命をいただくわ。"
"DCG_VO_kanna_kill_rival_05"	"お前はダイアーにふさわしい生贄ね。"
"DCG_VO_kanna_kill_rival_06"	"逃げ場はないわよ。"
"DCG_VO_kanna_kill_rival_07"	"ダイアーからは逃げられないわよ。"
"DCG_VO_kanna_kill_rival_08"	"絶望を感じるのも当然ね。"
"DCG_VO_kanna_kill_rival_09"	"私の目から隠れることはできないわよ。"
"DCG_VO_kanna_kill_rival_10"	"ダイアーの力は絶対的よ。"
"DCG_VO_kanna_use_include_01"	"弱者は滅びる運命よ。"
"DCG_VO_kanna_use_include_02"	"血が血を呼ぶ…"
"DCG_VO_kanna_use_include_03"	"邪悪な笑い声"
"DCG_VO_kanna_unique_01"	"母よ、死ぬ覚悟はよろしいですか？"
"DCG_VO_kanna_unique_02"	"プレレックス、さようなら。"
"DCG_VO_kanna_unique_03"	"深く考え過ぎないように。"
"DCG_VO_kanna_unique_04"	"この同盟は長くは続かないわ。"
"DCG_VO_kanna_unique_05"	"あなたの死は避けられない。"
"DCG_VO_kanna_unique_06"	"私の仲間があなたを八つ裂きにしてくれるわ。"
"DCG_VO_kanna_unique_07"	"ダイアーに仕えなさい。"
"DCG_VO_kanna_unique_08"	"ダイアーはあなたを必要としている…"
"DCG_VO_kanna_unique_09"	"ダイアーのために戦えば、報酬は弾むわよ。"
"DCG_VO_kanna_unique_10"	"進め、私の軍隊よ！"
"DCG_VO_kanna_unique_11"	"力には常に代償がつきものよ。"
"DCG_VO_kanna_unique_12"	"エンシェントは血を求めている。"
"DCG_VO_kanna_unique_13"	"強き者だけが支払う代償ね。"
"DCG_VO_kanna_unique_14"	"強者は生き残り、弱者は死ぬ。"
"DCG_VO_kanna_unique_15"	"犠牲が必要ね。"
"DCG_VO_kanna_unique_16"	"リッチ、お好きにどうぞ。"
"DCG_VO_kanna_unique_17"	"私達は死に支配されない。"
"DCG_VO_kanna_unique_18"	"リッチ、私は力の代償が何か知っているわ。"
"DCG_VO_kanna_unique_19"	"トラクセクス、忠誠を誓いなさい。"
"DCG_VO_kanna_unique_20"	"ダイアーはクォーラムの援助を受け入れる。"
"DCG_VO_kanna_healed_01"	"ああ…"
"DCG_VO_kanna_healed_02"	"これが必要だったの。"
"DCG_VO_kanna_healed_03"	"よし。"
"DCG_VO_kanna_healed_04"	"最高ね。"
"DCG_VO_kanna_healed_05"	"体が楽になったわ。"
"DCG_VO_kanna_taunt_generic_01"	"私達はダイアーの名のもとに血を流す。"
"DCG_VO_kanna_taunt_generic_02"	"ダイアーに逆らえる者などいないわ。"
"DCG_VO_kanna_taunt_generic_03"	"ダイアーの怒りを！"
"DCG_VO_kanna_taunt_generic_04"	"私が勝利へ導いてみせる！"
"DCG_VO_kanna_taunt_generic_05"	"奴らの血を流してやるわ。"
"DCG_VO_kanna_taunt_generic_06"	"私達はこの世界を作り変える。"
"DCG_VO_kanna_taunt_generic_07"	"私を止められる者はいない。"
"DCG_VO_kanna_taunt_generic_08"	"世界は「カンナ」という名前を決して忘れないでしょう。"
"DCG_VO_kanna_taunt_generic_09"	"ダイアーの怒りを間もなく知ることになるわよ。"
"DCG_VO_kanna_taunt_generic_10"	"勝利はすぐそこよ！"
"DCG_VO_kanna_potential_kill_01"	"永遠には逃げられないわよ。"
"DCG_VO_kanna_potential_kill_02"	"運命を受け入れなさい。"
"DCG_VO_kanna_potential_kill_03"	"死がお前に迫っている。"
"DCG_VO_kanna_potential_kill_04"	"お前にはダイアーは止められない。"
"DCG_VO_kanna_potential_kill_05"	"お前は今日死ぬのよ。"
"DCG_VO_kanna_potential_save_01"	"また死を逃れたわ。"
"DCG_VO_kanna_potential_save_02"	"ダイアーはまだ私を必要としている。"
"DCG_VO_kanna_potential_save_03"	"私はまだ死ねない。"
"DCG_VO_kanna_potential_save_04"	"今日は私が死ぬ日じゃないわ。"
"DCG_VO_kanna_potential_save_05"	"そうはいかないわよ。"
"DCG_VO_kanna_permanent_armor_01"	"私はさらに強くなるわ。"
"DCG_VO_kanna_permanent_armor_02"	"私を甘く見ると痛い目に遭うわよ。"
"DCG_VO_kanna_permanent_armor_03"	"私はまだ強くなれる。"
"DCG_VO_kanna_permanent_armor_04"	"かつて弱かった私の体は…もう存在しないわ。"
"DCG_VO_kanna_permanent_armor_05"	"私はこれからも生き延びるわ。"
"DCG_VO_kanna_permanent_attack_01"	"ダイアーが私に力を与えてくれる。"
"DCG_VO_kanna_permanent_attack_02"	"復讐の手段を与えてもらったわ。"
"DCG_VO_kanna_permanent_attack_03"	"敵を倒してやる。"
"DCG_VO_kanna_permanent_attack_04"	"血が流れるでしょう。"
"DCG_VO_kanna_permanent_attack_05"	"敵に泣き言を言わせてやるわ。"
"DCG_VO_kanna_permanent_health_01"	"私は決して死なない。"
"DCG_VO_kanna_permanent_health_02"	"私は再び鍛えられたわ。"
"DCG_VO_kanna_permanent_health_03"	"私の心はさらに強くなった。"
"DCG_VO_kanna_permanent_health_04"	"ダイアーの贈り物を喜んで受け取るわ。"
"DCG_VO_kanna_permanent_health_05"	"ダイアーに不可能はない。"
"DCG_VO_kanna_cast_spell_01"	"私の怒りを知りなさい！"
"DCG_VO_kanna_cast_spell_02"	"見よ、ダイアーの力を！"
"DCG_VO_kanna_cast_spell_03"	"はん！"
"DCG_VO_kanna_cast_spell_04"	"私の力を思い知れ！"
"DCG_VO_kanna_cast_spell_05"	"ダイアーにひれ伏すのよ！"
"DCG_VO_kanna_cast_spell_06"	"ダイアーが私に力を与えてくれる！"
"DCG_VO_kanna_cast_spell_07"	"私はダイアーの後継者よ。"
"DCG_VO_kanna_cast_spell_08"	"味方じゃない者はすべて我々の敵！"
"DCG_VO_kanna_cast_spell_09"	"私が勝利へと導く！"
"DCG_VO_kanna_cast_spell_10"	"全てはダイアーのために！"
"DCG_VO_kanna_death_01"	"<i>叫び声</i>"
"DCG_VO_kanna_buff_ally_01"	"ダイアーからの贈り物を。"
"DCG_VO_kanna_buff_ally_02"	"ダイアーは仲間を見捨てないわ。"
"DCG_VO_kanna_buff_ally_03"	"私の仲間になれば、報われるわよ。"
"DCG_VO_kanna_buff_ally_04"	"ダイアーがあなたに呼びかける。"
"DCG_VO_kanna_buff_ally_05"	"自身をダイアーに捧げなさい。"
"DCG_VO_kanna_buff_ally_06"	"私と一緒にダイアーに仕えましょう。"
"DCG_VO_kanna_buff_ally_07"	"ダイアーの力を見せてあげる。"
"DCG_VO_kanna_buff_ally_08"	"ダイアーの恵みをどうぞ。"
"DCG_VO_kanna_buff_ally_09"	"ダイアーがあなたを再び強くする。"
"DCG_VO_kanna_buff_ally_10"	"ダイアーに身をゆだねなさい。"
"DCG_VO_kanna_debuff_enemy_01"	"か弱き者よ…"
"DCG_VO_kanna_debuff_enemy_02"	"お前が枯れていくのが見える…"
"DCG_VO_kanna_debuff_enemy_03"	"勝てるとでも思ったの？"
"DCG_VO_kanna_debuff_enemy_04"	"お前の力は、私とは比べ物にならない。"
"DCG_VO_kanna_debuff_enemy_05"	"さっきまでの威勢はどこへ？"
"DCG_VO_kanna_debuff_enemy_06"	"すっかり弱気になったみたいね…"
"DCG_VO_kanna_debuff_enemy_07"	"どうかしたの？"
"DCG_VO_kanna_debuff_enemy_08"	"顔色が悪いじゃねえか。"
"DCG_VO_kanna_debuff_enemy_09"	"ハハハハハ"
"DCG_VO_kanna_debuff_enemy_10"	"お前の死に様を見せてもらうわ。"
"DCG_VO_kanna_single_target_damage_01"	"お前は死ぬんだ。"
"DCG_VO_kanna_single_target_damage_02"	"終わりがやってくるわ。"
"DCG_VO_kanna_single_target_damage_03"	"こいつは私がやる。"
"DCG_VO_kanna_single_target_damage_04"	"誰を相手にしているか、分からせてやるわ。"
"DCG_VO_kanna_single_target_damage_05"	"私を怒らせたのが間違いね。"
"DCG_VO_kanna_single_target_damage_06"	"すぐに終わらせましょう。"
"DCG_VO_kanna_single_target_damage_07"	"命乞いをしなさい。"
"DCG_VO_kanna_single_target_damage_08"	"私に忠誠を誓うべきだったわね。"
"DCG_VO_kanna_single_target_damage_09"	"ひざまずきなさい"
"DCG_VO_kanna_single_target_damage_10"	"お前の血が流れる様を見てやるわ。"
"DCG_VO_kanna_multi_damage_small_01"	"これで軍隊のつもり？"
"DCG_VO_kanna_multi_damage_small_02"	"私たちを止められると思ったの？"
"DCG_VO_kanna_multi_damage_small_03"	"こんなもので私たちを止める気だったの？"
"DCG_VO_kanna_multi_damage_small_04"	"あっけないわね。"
"DCG_VO_kanna_multi_damage_small_05"	"もう消えていいわよ。"
"DCG_VO_kanna_multi_damage_small_06"	"退屈な相手ね。"
"DCG_VO_kanna_multi_damage_small_07"	"もっと骨のある奴はいないの？"
"DCG_VO_kanna_multi_damage_small_08"	"何人倒せばいいのかしら…"
"DCG_VO_kanna_multi_damage_small_09"	"皆殺しにしてやるわ。"
"DCG_VO_kanna_multi_damage_small_10"	"私に盾突く奴は、みんな死ぬのよ。"
"DCG_VO_kanna_multi_damage_large_01"	"お前を生贄にしてやる！"
"DCG_VO_kanna_multi_damage_large_02"	"エンシェントの意志を知れ！"
"DCG_VO_kanna_multi_damage_large_03"	"ダイアーの力を知れ！"
"DCG_VO_kanna_multi_damage_large_04"	"これがダイアーの力よ！"
"DCG_VO_kanna_multi_damage_large_05"	"お前には死が待つのみね。"
"DCG_VO_kanna_multi_damage_large_06"	"お前の血でエンシェントの怒りを静めよう…"
"DCG_VO_kanna_multi_damage_large_07"	"これは終わりの始まりよ…"
"DCG_VO_kanna_multi_damage_large_08"	"お前達全員の叫び声を聞かせてもらうわ。"
"DCG_VO_kanna_multi_damage_large_09"	"お前の悲鳴は永遠に鳴り響くでしょう。"
"DCG_VO_kanna_multi_damage_large_10"	"お前達は全員死ぬのよ！"
"DCG_VO_kanna_pleased_01"	"よし。"
"DCG_VO_kanna_pleased_02"	"誰も私達を止められない。"
"DCG_VO_kanna_pleased_03"	"待つのは栄光のみ。"
"DCG_VO_kanna_pleased_04"	"計画通りね。"
"DCG_VO_kanna_pleased_05"	"ダイアーをたたえよ。"
"DCG_VO_kanna_pleased_06"	"素晴らしい一日ね。"
"DCG_VO_kanna_pleased_07"	"完璧過ぎるわ。"
"DCG_VO_kanna_pleased_08"	"我が軍を見よ！"
"DCG_VO_kanna_pleased_09"	"私達を止めるものはない。"
"DCG_VO_kanna_pleased_10"	"うれしいわね…"
"DCG_VO_kanna_concerned_01"	"私は負けない…"
"DCG_VO_kanna_concerned_02"	"これは試練…"
"DCG_VO_kanna_concerned_03"	"弱さは見せない…"
"DCG_VO_kanna_concerned_04"	"勝ったと思ってるなら、大間違いよ…"
"DCG_VO_kanna_concerned_05"	"私は決して降伏しない…"
"DCG_VO_kanna_concerned_06"	"早く対策を練らなければ…"
"DCG_VO_kanna_concerned_07"	"なぜこんなことに…"
"DCG_VO_kanna_concerned_08"	"もう一度立て直さなければ…"
"DCG_VO_kanna_concerned_09"	"このままでは…"
"DCG_VO_kanna_concerned_10"	"お前を甘く見ていたわ…"
"DCG_VO_kanna_angry_01"	"私に仕えなさい！"
"DCG_VO_kanna_angry_02"	"私にひれ伏すのよ！"
"DCG_VO_kanna_angry_03"	"私に盾突く者は、皆滅びるのよ！"
"DCG_VO_kanna_angry_04"	"償わせてやるわ。"
"DCG_VO_kanna_angry_05"	"私を拒むことはできないわよ。"
"DCG_VO_kanna_angry_06"	"我が軍がお前を踏みつぶす！"
"DCG_VO_kanna_angry_07"	"血の海で溺れさせてやる！"
"DCG_VO_kanna_angry_08"	"死よりも辛い苦しみを与えてやる！"
"DCG_VO_kanna_angry_09"	"今すぐ降伏しなさい！"
"DCG_VO_kanna_angry_10"	"ここに来るなんて、馬鹿なことをしたわね！"
"DCG_VO_kanna_arrogant_01"	"私はダイアーに選ばれし者よ！"
"DCG_VO_kanna_arrogant_02"	"誰も私の運命を否定できない。"
"DCG_VO_kanna_arrogant_03"	"私は生まれながらの英雄よ。"
"DCG_VO_kanna_arrogant_04"	"私が歴史を変えてやるわ。"
"DCG_VO_kanna_arrogant_05"	"世界を作り変えてやるわ。"
"DCG_VO_kanna_arrogant_06"	"我が力は強くなるのみ…"
"DCG_VO_kanna_arrogant_07"	"私がこれからお前をどうするか…楽しみにね。"
"DCG_VO_kanna_arrogant_08"	"私はダイアーに選ばれし者よ。"
"DCG_VO_kanna_arrogant_09"	"支配者にふさわしいのは私だけよ。"
"DCG_VO_kanna_arrogant_10"	"我が軍には終わりがない…"
"DCG_VO_kanna_enigmatic_01"	"レディアントの灰の上に、帝国を築いてやるわ。"
"DCG_VO_kanna_enigmatic_02"	"ダイアーの力は底なしよ。"
"DCG_VO_kanna_enigmatic_03"	"かつての弱き私は… もういない。"
"DCG_VO_kanna_enigmatic_04"	"人は自分が怖れる者だけを崇める…"
"DCG_VO_kanna_enigmatic_05"	"ダイアーが私に智恵を授けてくれた。"
"DCG_VO_kanna_enigmatic_06"	"ダイアーが私を導いてくれる。"
"DCG_VO_kanna_enigmatic_07"	"この力にふさわしい者はほとんどいない。"
"DCG_VO_kanna_enigmatic_08"	"お前の世界が崩れ去ろうとしている…"
"DCG_VO_kanna_enigmatic_09"	"私達が戦場を支配する…"
"DCG_VO_kanna_enigmatic_10"	"我が命令に従うのよ。"
"DCG_VO_kanna_death_01"	"<i>Screams</i>"
"DCG_VO_bristleback_intro"	"俺は立派な士官学校に通って、人を半殺しにする方法を学んだりはしていない…そういうことは酒場で学ぶものだ。 "
"DCG_VO_bristleback_heroric_resolve_intro"	"この世界はケンカ好きな体重130キロのセイウチ男のようなものだ。そいつにぶっ倒されて、倒れたところをさらにぶん殴られるんだ。だから、そんなセイウチ男が迫ってきた時には（比喩表現だが、俺の場合は文字通り）、選択肢はひとつしかない。勇気を出してそいつの顔をぶん殴れ。"
"DCG_VO_bristleback_pick_a_fight_intro"	"俺を怒らせるのは大変だぞ… いや、そんな訳ないか。俺はいつでも怒っている。でも俺を誰かとケンカしたい気分にさせるのは… いや、それも簡単だな。正直に言おう。俺は人をぶん殴るのが大好きなのさ。"
