"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_rix_potential_save_03"	"No soy presa fácil."
"DCG_VO_rix_potential_save_04"	"Esfuérzate más la próxima vez."
"DCG_VO_rix_potential_save_05"	"No puedes parar la revolución."
"DCG_VO_rix_permanent_armor_01"	"Sería mejor que me apuñalasen menos."
"DCG_VO_rix_permanent_armor_02"	"Tengo que ser más fuerte, soy Rix. Cuentan conmigo."
"DCG_VO_rix_permanent_armor_03"	"Si la legión tiene armadura, yo también debería tenerla."
"DCG_VO_rix_permanent_armor_04"	"Debo prepararme para Tresdin."
"DCG_VO_rix_permanent_armor_05"	"Tresdin va a desafiarme. Debo prepararme."
"DCG_VO_rix_permanent_attack_01"	"Me estoy haciendo más fuerte."
"DCG_VO_rix_permanent_attack_02"	"Un poco de entrenamiento no hace daño a nadie."
"DCG_VO_rix_permanent_attack_03"	"<i>gruñidos</i>"
"DCG_VO_rix_permanent_attack_04"	"Venga, vamos a destrozarlos."
"DCG_VO_rix_permanent_attack_05"	"Nuestros enemigos se arrepentirán de haber venido."
"DCG_VO_rix_permanent_health_01"	"No me echaré atrás."
"DCG_VO_rix_permanent_health_02"	"Jamás dejaré de luchar."
"DCG_VO_rix_permanent_health_03"	"No puedo liderar la rebelión si estoy muerto."
"DCG_VO_rix_permanent_health_04"	"Necesito mantenerme sano."
"DCG_VO_rix_permanent_health_05"	"No puedo morir. Mi pueblo cuenta conmigo."
"DCG_VO_rix_cast_spell_01"	"He aprendido alguna que otra cosa en la Legión."
"DCG_VO_rix_cast_spell_02"	"Hay que mantener a raya al enemigo."
"DCG_VO_rix_cast_spell_03"	"A ver si habían planeado esto."
"DCG_VO_rix_cast_spell_04"	"El factor sorpresa está de nuestro lado."
"DCG_VO_rix_cast_spell_05"	"Los atacaremos desde todos los ángulos."
"DCG_VO_rix_cast_spell_06"	"Tenemos que proceder con astucia."
"DCG_VO_rix_cast_spell_07"	"Veamos si están listos para esto."
"DCG_VO_rix_cast_spell_08"	"Te tengo justo donde quería."
"DCG_VO_rix_cast_spell_09"	"¡Ahora!"
"DCG_VO_rix_cast_spell_10"	"Es hora de emplear métodos poco convencionales."
"DCG_VO_rix_death_01"	"<i>Gritos</i>"
"DCG_VO_tinker_intro"	"La idea de trabajar con Mazi me motiva bastante poco, pero Francotirador ha hecho un par de buenas observaciones: los Ingeniosos llevan demasiado tiempo divididos y al menos él no grita a los árboles. Aun así, me costará mucho ignorar nuestro pasado. ¿Creo que nos haremos amigos? No. ¿Creo que puedo tolerar su presencia y no dispararle «por accidente» en la espalda o en la cabeza? Tal vez si bebo lo suficiente... El tiempo lo dirá."
"DCG_VO_tinker_keenfolk_golem"	"A Mazi se le dan fatal un montón de cosas: ser de fiar, mantenerse sobrio, guardar secretos... Pero hay algo en lo que sí destaca: sabe construir un robot gigante.  "
"DCG_VO_tinker_march_of_the_machines"	"Todos los Ingeniosos tienen alguna obsesión. A Francotirador le chifla disparar a cosas. A Deforestador, talar árboles. A mí, idear divertidas y emocionantes maneras de matar a Mazi. Hay gente que no ve con buenos ojos mis intentos de asesinato; pero, si yo no hubiese desarrollado estos drones, él no habría podido construir el traje de robot que usa para esconderse. Así que, en realidad, él debería darme las gracias."
"DCG_VO_tinker_steam_cannon"	"Francotirador me pidió una vez que le diseñase un arma. Me emocioné muchísimo."
"DCG_VO_tinker_use_ability_01"	"¿Quién necesita magia?"
"DCG_VO_tinker_use_ability_02"	"¡Admirad el poder de la ciencia!"
"DCG_VO_tinker_use_ability_03"	"Objetivo en el punto de mira..."
"DCG_VO_tinker_use_ability_04"	"Esto va a ser precioso..."
"DCG_VO_tinker_use_ability_05"	"Cómo me gusta la cara que se les queda..."
"DCG_VO_tinker_equip_generic_weapon_01"	"Puedo mejorar esto..."
"DCG_VO_tinker_equip_generic_weapon_02"	"Primitivo pero eficaz..."
"DCG_VO_tinker_equip_generic_weapon_03"	"Cualquier cosa me vendrá bien..."
"DCG_VO_tinker_equip_generic_weapon_04"	"Esto me valdrá..."
"DCG_VO_tinker_equip_generic_weapon_05"	"Sí... Esto matará a alguien."
"DCG_VO_tinker_equip_generic_armor_01"	"Ya me siento más seguro..."
"DCG_VO_tinker_equip_generic_armor_02"	"No puedo inventar nada si estoy muerto..."
"DCG_VO_tinker_equip_generic_armor_03"	"No voy a morir hoy..."
"DCG_VO_tinker_equip_generic_armor_04"	"Más vale prevenir que curar..."
"DCG_VO_tinker_equip_generic_armor_05"	"¡La seguridad es lo primero!"
"DCG_VO_tinker_equip_generic_accessory_01"	"Un dispositivo interesante..."
"DCG_VO_tinker_equip_generic_accessory_02"	"¿Cómo funciona esta cosa?"
"DCG_VO_tinker_equip_generic_accessory_03"	"Interesante..."
"DCG_VO_tinker_equip_generic_accessory_04"	"Un nuevo juguete..."
"DCG_VO_tinker_equip_generic_accessory_05"	"¡Me encanta!"
"DCG_VO_tinker_kill_rival_01"	"Superado en inteligencia y arsenal."
"DCG_VO_tinker_kill_rival_02"	"Demasiado fácil..."
"DCG_VO_tinker_kill_rival_03"	"¡Siguiente!"
"DCG_VO_tinker_kill_rival_04"	"¿Alguien más que se atreve a retarme?"
"DCG_VO_tinker_kill_rival_05"	"Esto solo podía acabar así..."
"DCG_VO_tinker_kill_rival_06"	"¡Este es mi campo de batalla!"
"DCG_VO_tinker_kill_rival_07"	"Mi inteligencia y mi capacidad de combate son inigualables..."
"DCG_VO_tinker_kill_rival_08"	"Debiste haber pedido clemencia..."
"DCG_VO_tinker_kill_rival_09"	"Un objetivo menos del que preocuparse..."
"DCG_VO_tinker_kill_rival_10"	"A ver si Francotirador lo hace mejor..."
"DCG_VO_tinker_use_include_01"	"¡Marchad, marchad, marchad!"
"DCG_VO_tinker_use_include_02"	"He preparado algo especial solo para ti..."
"DCG_VO_tinker_use_include_03"	"¡Mis máquinas te despedazarán!"
"DCG_VO_tinker_unique_01"	"Eres un anciano extraordinario, Francotirador. ¿Cómo es que tu corazón aún no te ha fallado?"
"DCG_VO_tinker_unique_02"	"Láser cargado."
"DCG_VO_tinker_unique_03"	"Arma preparada."
"DCG_VO_tinker_unique_04"	"Láser conectado de nuevo."
"DCG_VO_tinker_unique_05"	"Puede que tu arma esté anticuada, pero tu mentalidad es innovadora..."
"DCG_VO_tinker_unique_06"	"Tienes razón, Francotirador. Los Ingeniosos deben mantenerse unidos."
"DCG_VO_tinker_unique_07"	"Muy bien, Mazi. Estoy dispuesto a dejar atrás el pasado..."
"DCG_VO_tinker_unique_08"	"Mazi, somos compañeros, no amigos..."
"DCG_VO_tinker_unique_09"	"Deja de preocuparte por los árboles y concéntrate en la batalla."
"DCG_VO_tinker_unique_10"	"Sé que estás emocionada, pero ¿podrías tener cuidado con esas sierras?"
"DCG_VO_tinker_unique_11"	"Gracias al cielo que Mazi no está aquí..."
"DCG_VO_tinker_unique_12"	"Gracias por reunirnos, Francotirador..."
"DCG_VO_tinker_unique_13"	"Sí, genial. Estamos todos juntitos. Con Mazi. Hurra."
"DCG_VO_tinker_unique_14"	"¡Juntos, los Ingeniosos serán imparables!"
"DCG_VO_tinker_unique_15"	"Mazi, estás a punto de entregar tu vida en nombre de la ciencia."
"DCG_VO_tinker_unique_16"	"¡Te sacaré de esa lata de hojalata!"
"DCG_VO_tinker_unique_17"	"¡No puedes esconderte en esa cosa para siempre, Mazi!"
"DCG_VO_tinker_unique_18"	"Ax, te presento a láser."
"DCG_VO_tinker_unique_19"	"Una pistola que dispara balas. ¡Vaya si eres viejo!"
"DCG_VO_tinker_unique_20"	"Eres un lunático, Rizzrack. ¡Fui un idiota al creer que podría trabajar contigo!"
"DCG_VO_tinker_healed_01"	"Aaah."
"DCG_VO_tinker_healed_02"	"Bueno."
"DCG_VO_tinker_healed_03"	"Me estaba preocupando"
"DCG_VO_tinker_healed_04"	"Listo para volver al trabajo."
"DCG_VO_tinker_healed_05"	"De vuelta al combate..."
"DCG_VO_tinker_taunt_generic_01"	"¡Sigue mis órdenes y ganaremos!"
"DCG_VO_tinker_taunt_generic_02"	"¡Podemos destruir la torre!"
"DCG_VO_tinker_taunt_generic_03"	"¡La Torre Ancestral está expuesta!"
"DCG_VO_tinker_taunt_generic_04"	"¡Destruye esa torre!"
"DCG_VO_tinker_taunt_generic_05"	"¡Echad abajo la Torre Ancestral!"
"DCG_VO_tinker_taunt_generic_06"	"Los tenemos donde queremos."
"DCG_VO_tinker_taunt_generic_07"	"¡Aprovechemos nuestro ímpetu!"
"DCG_VO_tinker_taunt_generic_08"	"Si seguimos así, ¡la victoria será nuestra!"
"DCG_VO_tinker_taunt_generic_09"	"¡Nuestros enemigos no pueden detenernos ahora!"
"DCG_VO_tinker_taunt_generic_10"	"Pronto no habrá nadie en nuestro camino."
"DCG_VO_tinker_potential_kill_01"	"Tienes los días contados..."
"DCG_VO_tinker_potential_kill_02"	"Es imposible que salgas de esta con vida..."
"DCG_VO_tinker_potential_kill_03"	"Sabes lo que va a ocurrir, ¿verdad?"
"DCG_VO_tinker_potential_kill_04"	"Adiós..."
"DCG_VO_tinker_potential_kill_05"	"No te voy a mentir: esto va a doler."
"DCG_VO_tinker_potential_save_01"	"¡Ja!"
"DCG_VO_tinker_potential_save_02"	"¡Al menos lo intentaste!"
"DCG_VO_tinker_potential_save_03"	"¿Pensabas que iba a funcionar?"
"DCG_VO_tinker_potential_save_04"	"¡No tienes ni idea de lo que soy capaz!"
"DCG_VO_tinker_potential_save_05"	"He salido de peores embrollos..."
"DCG_VO_tinker_permanent_armor_01"	"Esto me mantendrá a flote en el combate..."
"DCG_VO_tinker_permanent_armor_02"	"Un poco de protección extra no hace daño..."
"DCG_VO_tinker_permanent_armor_03"	"Debo estar listo para cualquier cosa..."
"DCG_VO_tinker_permanent_armor_04"	"Corren tiempos peligrosos..."
"DCG_VO_tinker_permanent_armor_05"	"Le enseñaré a Mazi a protegerse como es debido..."
"DCG_VO_tinker_permanent_attack_01"	"Es hora de afinar mis instrumentos..."
"DCG_VO_tinker_permanent_attack_02"	"Yo me encargo del mantenimiento de mis máquinas..."
"DCG_VO_tinker_permanent_attack_03"	"Es hora de hacer una mejora..."
"DCG_VO_tinker_permanent_attack_04"	"¡Mayor y mejor!"
"DCG_VO_tinker_permanent_attack_05"	"El arsenal bélico es mi especialidad..."
"DCG_VO_tinker_permanent_health_01"	"Mejor que nunca..."
"DCG_VO_tinker_permanent_health_02"	"Es importante tener en cuenta tus puntos débiles..."
"DCG_VO_tinker_permanent_health_03"	"Nunca dejes de mejorar cosas... Incluso a ti mismo..."
"DCG_VO_tinker_permanent_health_04"	"¡Siempre hay un modo de perfeccionarlo todo!"
"DCG_VO_tinker_permanent_health_05"	"Al contrario que Francotirador, yo me preocupo de mí mismo..."
"DCG_VO_tinker_cast_spell_01"	"Disfruta..."
"DCG_VO_tinker_cast_spell_02"	"Espero que estés listo para esto..."
"DCG_VO_tinker_cast_spell_03"	"Yo planifico por adelantado..."
"DCG_VO_tinker_cast_spell_04"	"Siempre juego con miras al futuro..."
"DCG_VO_tinker_cast_spell_05"	"No subestimes las inversiones a largo plazo..."
"DCG_VO_tinker_cast_spell_06"	"No es magia, ¡es ciencia!"
"DCG_VO_tinker_cast_spell_07"	"Es natural que os impresione…"
"DCG_VO_tinker_cast_spell_08"	"Es algo en lo que llevo tiempo trabajando..."
"DCG_VO_tinker_cast_spell_09"	"¿Qué será lo próximo que se me ocurra?"
"DCG_VO_tinker_cast_spell_10"	"Otro ejemplo de la genialidad de los Ingeniosos."
"DCG_VO_tinker_buff_ally_01"	"Aquí tienes..."
"DCG_VO_tinker_buff_ally_02"	"Tienes suerte de tener a un genio como compañero..."
"DCG_VO_tinker_buff_ally_03"	"Déjame que te ayude..."
"DCG_VO_tinker_buff_ally_04"	"Creo que esto te vendrá bien..."
"DCG_VO_tinker_buff_ally_05"	"Tengo tus espaldas cubiertas."
"DCG_VO_tinker_buff_ally_06"	"Puedes ser mi cobaya..."
"DCG_VO_tinker_buff_ally_07"	"Deja que te simplifique la vida..."
"DCG_VO_tinker_buff_ally_08"	"Siempre estoy listo para experimentar con... Uy... Quiero decir para ayudar a mis amigos."
"DCG_VO_tinker_buff_ally_09"	"Creo que te gustarán los resultados..."
"DCG_VO_tinker_buff_ally_10"	"Déjame que te eche una mano..."
"DCG_VO_tinker_debuff_enemy_01"	"Esto está funcionando mejor de lo que esperaba..."
"DCG_VO_tinker_debuff_enemy_02"	"Eso no puede sentar bien."
"DCG_VO_tinker_debuff_enemy_03"	"No te preocupes, no sufrirás por mucho más tiempo..."
"DCG_VO_tinker_debuff_enemy_04"	"Tienes los días contados..."
"DCG_VO_tinker_debuff_enemy_05"	"¿Cuánto hay que esperar hasta que esto te mate?"
"DCG_VO_tinker_debuff_enemy_06"	"Me voy a divertir con este..."
"DCG_VO_tinker_debuff_enemy_07"	"No eres más que una sombra de lo que fuiste..."
"DCG_VO_tinker_debuff_enemy_08"	"Debilita a cualquiera, ¿a que sí?"
"DCG_VO_tinker_debuff_enemy_09"	"Poco a poco te sientes más y más débil..."
"DCG_VO_tinker_debuff_enemy_10"	"Antes eras fuerte... Hasta que urdí tu muerte."
"DCG_VO_tinker_single_target_damage_01"	"Son míos."
"DCG_VO_tinker_single_target_damage_02"	"Déjamelo a mí."
"DCG_VO_tinker_single_target_damage_03"	"Patético."
"DCG_VO_tinker_single_target_damage_04"	"¡No hay nada fuera de mi alcance!"
"DCG_VO_tinker_single_target_damage_05"	"Venga... ¿Crees que tengo miedo de ti?"
"DCG_VO_tinker_single_target_damage_06"	"Me he anticipado a todos los imprevistos posibles..."
"DCG_VO_tinker_single_target_damage_07"	"Adiós."
"DCG_VO_tinker_single_target_damage_08"	"Hasta otra."
"DCG_VO_tinker_single_target_damage_09"	"Te he echado el ojo..."
"DCG_VO_tinker_single_target_damage_10"	"Esto no va a acabar bien para ti."
"DCG_VO_tinker_multi_damage_small_01"	"Solo es un pequeño contratiempo..."
"DCG_VO_tinker_multi_damage_small_02"	"¡Bum!"
"DCG_VO_tinker_multi_damage_small_03"	"Nadie puede esconderse de mí."
"DCG_VO_tinker_multi_damage_small_04"	"Puedo matar a quien quiera."
"DCG_VO_tinker_multi_damage_small_05"	"Observad esto..."
"DCG_VO_tinker_multi_damage_small_06"	"Vaya, pero si sois un montón... Impresionante..."
"DCG_VO_tinker_multi_damage_small_07"	"Tengo un detallito para todos..."
"DCG_VO_tinker_multi_damage_small_08"	"¡Ja, ja, ja, ja, ja!"
"DCG_VO_tinker_multi_damage_small_09"	"¡No me importa cuántos amigos tengas!"
"DCG_VO_tinker_multi_damage_small_10"	"Morid, morid, morid, morid..."
"DCG_VO_tinker_multi_damage_large_01"	"¡Os mataré a todos!"
"DCG_VO_tinker_multi_damage_large_02"	"¡Que no queden supervivientes!"
"DCG_VO_tinker_multi_damage_large_03"	"¡Nos vamos juntos!"
"DCG_VO_tinker_multi_damage_large_04"	"¡Os llevaré conmigo!"
"DCG_VO_tinker_multi_damage_large_05"	"La ciencia exige sacrificio..."
"DCG_VO_tinker_multi_damage_large_06"	"¡Yo planifiqué todo esto!"
"DCG_VO_tinker_multi_damage_large_07"	"¡Admirad mi gloria!"
"DCG_VO_tinker_multi_damage_large_08"	"No os preocupéis, vais a morir todos."
"DCG_VO_tinker_multi_damage_large_09"	"Vale... Sacaré el arsenal pesado..."
"DCG_VO_tinker_multi_damage_large_10"	"Ya basta de juguetes..."
"DCG_VO_tinker_pleased_01"	"Hmm."
"DCG_VO_tinker_pleased_02"	"Estupendo."
"DCG_VO_tinker_pleased_03"	"Bien."
"DCG_VO_tinker_pleased_04"	"Perfecto."
"DCG_VO_tinker_pleased_05"	"Me gusta."
"DCG_VO_tinker_pleased_06"	"Esto va de maravilla."
"DCG_VO_tinker_pleased_07"	"Tal como lo había planeado."
"DCG_VO_tinker_pleased_08"	"Puedo vivir con eso."
"DCG_VO_tinker_pleased_09"	"Un precio aceptable."
"DCG_VO_tinker_pleased_10"	"Merece la pena."
"DCG_VO_tinker_concerned_01"	"Mmm."
"DCG_VO_tinker_concerned_02"	"No me convence esto."
"DCG_VO_tinker_concerned_03"	"Esto parece mucho más complicado de lo que me había imaginado..."
"DCG_VO_tinker_concerned_04"	"No tengo claro si me gusta…"
"DCG_VO_tinker_concerned_05"	"Creo que voy a morir…"
"DCG_VO_tinker_concerned_06"	"Mis probabilidades de sobrevivir parecen escasas..."
"DCG_VO_tinker_concerned_07"	"¿Cómo he acabado metido en esto?"
"DCG_VO_tinker_concerned_08"	"¿Cómo han fallado tan estrepitosamente mis cálculos?"
"DCG_VO_tinker_concerned_09"	"Averiguaré cómo salir de esta..."
"DCG_VO_tinker_concerned_10"	"Esto tiene solución... Solo tengo que encontrarla..."
"DCG_VO_tinker_angry_01"	"¡Maldita sea!"
"DCG_VO_tinker_angry_02"	"¿Cómo te atreves?"
"DCG_VO_tinker_angry_03"	"¡¿Osas interrumpir mi investigación?!"
"DCG_VO_tinker_angry_04"	"¿Te crees mejor que yo?"
"DCG_VO_tinker_angry_05"	"¿Llamas a esto un robot?"
"DCG_VO_tinker_angry_06"	"¡No dejaré que escapes!"
"DCG_VO_tinker_angry_07"	"¡No puedes esconderte de mí!"
"DCG_VO_tinker_angry_08"	"¡Demostraré que soy un genio!"
"DCG_VO_tinker_angry_09"	"¡Lo pagarás bien caro!"
"DCG_VO_tinker_angry_10"	"Se acabaron los juegos..."
"DCG_VO_tinker_arrogant_01"	"¡Jamás me detendréis, idiotas!"
"DCG_VO_tinker_arrogant_02"	"Soy la mejor mente entre los Ingeniosos de mi generación..."
"DCG_VO_tinker_arrogant_03"	"Nadie puede igualar la inteligencia de los Ingeniosos..."
"DCG_VO_tinker_arrogant_04"	"¡Enhorabuena! Me has proporcionado las herramientas para tu propia destrucción..."
"DCG_VO_tinker_arrogant_05"	"Has caído de lleno en mi trampa..."
"DCG_VO_tinker_arrogant_06"	"Usaré tus propias armas contra ti..."
"DCG_VO_tinker_arrogant_07"	"¿Crees que puedes superar mi inteligencia?"
"DCG_VO_tinker_arrogant_08"	"Si hay algo que los Ingeniosos han perfeccionado, es el arte de la guerra."
"DCG_VO_tinker_arrogant_09"	"No hay torre que no pueda destruir."
"DCG_VO_tinker_arrogant_10"	"No necesito ayuda, solo es que me gusta que mis amigos se sientan útiles..."
"DCG_VO_tinker_enigmatic_01"	"Debo ponerme a trabajar..."
"DCG_VO_tinker_enigmatic_02"	"Hay mucho trabajo que hacer..."
"DCG_VO_tinker_enigmatic_03"	"Otro invento, cortesía de los Ingeniosos."
"DCG_VO_tinker_enigmatic_04"	"Necesitamos un arma más grande..."
"DCG_VO_tinker_enigmatic_05"	"Tengo lo que necesito..."
"DCG_VO_tinker_enigmatic_06"	"Ajá. Esto no les va a gustar nada..."
"DCG_VO_tinker_enigmatic_07"	"No estás en tu elemento."
"DCG_VO_tinker_enigmatic_08"	"Has buscado una pelea que no puedes ganar."
"DCG_VO_tinker_enigmatic_09"	"Controlo el campo de batalla..."
"DCG_VO_tinker_enigmatic_10"	"Las situaciones desesperadas requieren medidas excepcionales..."
"DCG_VO_tinker_death_01"	"<i>Gritos</i>"
"DCG_VO_tidehunter_intro"	"Mi dominio sobre los mares es absoluto, y pronto ocurrirá lo mismo en tierra firme."
"DCG_VO_tidehunter_kraken_shell_intro"	"No lo llames «mochila»."
"DCG_VO_tidehunter_clear_the_deck_intro"	"Kunka puede esconderse en este barco todo lo que quiera... No será suficiente para salvarlo."
"DCG_VO_tidehunter_use_ability_01"	"¡Devastación!"
"DCG_VO_tidehunter_use_ability_02"	"No vais a ir a ninguna parte..."
"DCG_VO_tidehunter_use_ability_03"	"¡Soy tu soberano!"
"DCG_VO_tidehunter_use_ability_04"	"¡Ja, ja, ja, ja, ja!"
"DCG_VO_tidehunter_use_ability_05"	"Rugidos"
"DCG_VO_tidehunter_equip_generic_weapon_01"	"Usaré esto."
"DCG_VO_tidehunter_equip_generic_weapon_02"	"Perfecto para golpear a Kunka."
"DCG_VO_tidehunter_equip_generic_weapon_03"	"Mis enemigos caerán pronto."
"DCG_VO_tidehunter_equip_generic_weapon_04"	"Llevaré la muerte a los habitantes de tierra firme."
"DCG_VO_tidehunter_equip_generic_weapon_05"	"Les enseñaré lo que es el miedo."
"DCG_VO_tidehunter_equip_generic_armor_01"	"Nada puede hacerme daño."
"DCG_VO_tidehunter_equip_generic_armor_02"	"Puedo capear cualquier temporal."
"DCG_VO_tidehunter_equip_generic_armor_03"	"Me sorprende que esto sea de mi talla."
"DCG_VO_tidehunter_equip_generic_armor_04"	"Esto me irá bien."
"DCG_VO_tidehunter_equip_generic_armor_05"	"¿Quién podría hacerme daño ahora?"
"DCG_VO_tidehunter_equip_generic_accessory_01"	"Una bonita baratija."
"DCG_VO_tidehunter_equip_generic_accessory_02"	"Sé cómo usar esto."
"DCG_VO_tidehunter_equip_generic_accessory_03"	"Esto me ayudará a seguir combatiendo."
"DCG_VO_tidehunter_equip_generic_accessory_04"	"Otro tesoro de las profundidades."
"DCG_VO_tidehunter_equip_generic_accessory_05"	"Ah, los cachivaches de los hombres..."
"DCG_VO_tidehunter_kill_rival_01"	"¡Muere!"
"DCG_VO_tidehunter_kill_rival_02"	"Como comida para peces..."
"DCG_VO_tidehunter_kill_rival_03"	"Enfrentarte a mí ha sido una idiotez."
"DCG_VO_tidehunter_kill_rival_04"	"¡Soy el señor de los mares!"
"DCG_VO_tidehunter_kill_rival_05"	"¿Pensabas que tendrías posibilidades frente al campeón de las Islas Hundidas?"
"DCG_VO_tidehunter_kill_rival_06"	"Nadie se cruza en mi camino."
"DCG_VO_tidehunter_kill_rival_07"	"Patético."
"DCG_VO_tidehunter_kill_rival_08"	"Demasiado fácil."
"DCG_VO_tidehunter_kill_rival_09"	"No puedes detenerme."
"DCG_VO_tidehunter_kill_rival_10"	"¡Soy imparable!"
"DCG_VO_tidehunter_use_include_01"	"Las profundidades me protegen."
"DCG_VO_tidehunter_use_include_02"	"Los tesoros de las profundidades."
"DCG_VO_tidehunter_use_include_03"	"Un regalo de las profundidades."
"DCG_VO_tidehunter_unique_01"	"Puedo arrasar este lugar cuando me plazca..."
"DCG_VO_tidehunter_unique_02"	"Pronto acabaré con todos vosotros."
